dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,BERT_pytorch,16,3.205023,0.000207
cuda,Background_Matting,4,2.084741,0.000102
cuda,LearningToPaint,96,0.911824,0.000064
cuda,Super_SloMo,6,2.124525,0.000147
cuda,alexnet,128,0.316192,0.000050
cuda,attention_is_all_you_need_pytorch,256,3.042953,0.000208
cuda,dcgan,32,0.288070,0.000045
cuda,demucs,4,0.823018,0.000169
cuda,densenet121,4,5.000216,0.000167
cuda,dlrm,1024,0.313368,0.000081
cuda,drq,1,0.471129,0.000084
cuda,fastNLP_Bert,6,3.470157,0.000330
cuda,functorch_dp_cifar10,64,0.724138,0.000074
cuda,hf_Albert,8,1.943689,0.000177
cuda,hf_Bart,4,3.898334,0.000243
cuda,hf_Bert,4,3.457965,0.000175
cuda,hf_Bert_large,4,7.123568,0.000258
cuda,hf_BigBird,2,10.431447,0.002777
cuda,hf_DistilBert,8,1.531786,0.000117
cuda,hf_GPT2,4,3.367085,0.000249
cuda,hf_GPT2_large,4,10.951411,0.000698
cuda,hf_Longformer,2,7.404155,0.000765
cuda,hf_Reformer,4,3.472154,0.001477
cuda,hf_T5,8,4.218909,0.000276
cuda,hf_T5_large,2,21.156815,0.001154
cuda,lennard_jones,1000,0.253491,0.000042
cuda,mnasnet1_0,32,1.930325,0.000125
cuda,mobilenet_v2,96,1.967423,0.000089
cuda,mobilenet_v2_quantized_qat,96,2.726530,0.000117
cuda,mobilenet_v3_large,32,2.122203,0.000101
cuda,moco,32,30.697391,0.704021
cuda,nvidia_deeprecommender,256,0.322427,0.000051
cuda,phlippe_densenet,128,2.034162,0.000117
cuda,phlippe_resnet,128,0.853305,0.000069
cuda,pytorch_CycleGAN_and_pix2pix,1,0.800283,0.000107
cuda,pytorch_stargan,16,0.821067,0.000074
cuda,pytorch_struct,200,0.456328,0.000055
cuda,pytorch_unet,1,1.060437,0.000086
cuda,resnet152,32,5.916060,0.000193
cuda,resnet18,16,0.877334,0.000072
cuda,resnet50,32,2.005270,0.000108
cuda,resnet50_quantized_qat,32,2.513086,0.000106
cuda,resnext50_32x4d,8,2.008357,0.000099
cuda,shufflenet_v2_x1_0,128,2.189836,0.000128
cuda,soft_actor_critic,256,0.310416,0.000085
cuda,speech_transformer,32,3.810273,0.000566
cuda,squeezenet1_1,32,0.639179,0.000085
cuda,timm_efficientnet,32,3.461855,0.000388
cuda,timm_nfnet,128,4.525709,0.000289
cuda,timm_regnet,32,4.784883,0.000471
cuda,timm_resnest,32,1.192368,0.000087
cuda,timm_vision_transformer,32,2.023280,0.000227
cuda,timm_vovnet,32,2.605239,0.000264
cuda,tts_angular,64,0.272460,0.000039
cuda,vgg16,64,0.433096,0.000055
cuda,yolov3,16,3.464072,0.000136
