dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,24.316862,21.119013,17.904696,10.817530,2.951185,14.736121,3.921353,1.820300,0.253886,24.919811,9.737989
cuda,Background_Matting,4,21.266425,19.170811,15.795410,9.607487,2.593299,15.269855,5.513361,2.764273,0.204381,27.838015,10.680339
cuda,LearningToPaint,96,13.520814,12.600338,8.594297,5.957820,1.011848,9.397009,1.369008,0.665311,0.064946,23.210570,5.453432
cuda,Super_SloMo,6,21.501724,19.378317,16.297999,10.458451,2.562971,14.272245,5.318552,2.421898,0.121037,8.425161,8.454209
cuda,alexnet,128,6.030422,5.718101,2.276623,1.956514,0.179024,5.430657,0.861058,0.280519,0.011914,3.771571,4.341718
cuda,attention_is_all_you_need_pytorch,256,25.281375,22.335225,19.465324,11.526521,2.352997,16.405480,4.465079,1.984431,0.332526,31.339068,10.497084
cuda,dcgan,32,5.685003,5.387492,2.369714,1.926118,0.327581,2.782531,0.167098,0.097828,0.010632,1.355017
cuda,demucs,4,12.160386,11.319433,8.185864,7.292370,0.433133,11.973171,1.047479,0.528893,0.031396,8.672404,5.468829
cuda,densenet121,4,50.694196,44.691322,41.024136,24.491923,7.755791,31.901923,12.956686,5.262823,0.658149,52.123600,22.185677
cuda,dlrm,1024,4.546458,4.230478,1.800200,1.370013,0.296067,2.606690,0.339707,0.132370,0.014500,1.714644
cuda,drq,1,6.257791,5.769150,2.634090,2.241359,0.122751,3.435373,0.120661,0.071360,0.012768,1.466825
cuda,fastNLP_Bert,6,24.815723,21.142758,18.628711,12.068205,1.980081,15.886410,3.483099,1.726817,0.266655,6.752977,8.435116
cuda,functorch_dp_cifar10,64,10.766456,10.017468,7.363955,4.793039,1.261974,9.939348,1.995264,0.860866,0.053760,32.222097,7.483710
cuda,hf_Albert,8,17.260918,15.241359,12.625692,6.851380,1.761749,10.710074,2.953192,1.406694,0.150265,8.494927,7.969200
cuda,hf_Bart,4,26.436416,22.305660,19.718984,11.481825,2.480551,16.469025,4.249595,2.067480,0.380363,3.199789,10.676361
cuda,hf_Bert,4,20.500684,17.146075,14.450350,8.477675,2.348697,11.550955,2.844362,1.557055,0.264787,3.094211,7.819318
cuda,hf_Bert_large,4,35.274190,27.825149,25.191199,13.300786,3.618562,18.237206,6.383559,3.026627,0.720862,3.097541,13.559460
cuda,hf_BigBird,2,73.727923,63.015093,59.500138,32.417602,9.736376,49.440280,21.454777,10.584703,0.570537,7.470779,35.145955
cuda,hf_DistilBert,8,14.705172,13.120863,9.772518,6.683170,1.012078,9.998091,1.990309,0.862832,0.108712,5.412109,5.761361
cuda,hf_GPT2,4,22.030275,18.760309,15.357439,9.627890,1.966343,11.999618,3.533065,1.582811,0.229172,7.614868,6.603896
cuda,hf_GPT2_large,4,53.758156,42.986075,39.743327,23.031722,6.382987,28.294517,10.758993,4.641141,1.197790,14.528610,18.192220
cuda,hf_Reformer,4,26.648187,23.230775,20.257112,18.082746,0.744840,21.292259,1.364547,0.677829,0.063652,5.518018,4.846089
cuda,hf_T5,8,26.131296,21.810818,18.434361,10.393683,2.326178,14.694889,4.011627,1.656320,0.288274,6.494730,9.658751
cuda,hf_T5_large,2,90.538061,69.536742,66.420287,34.615226,9.758671,44.058586,17.649157,6.888142,2.464633,25.532779,31.406774
cuda,lennard_jones,1000,4.311070,3.920965,1.328972,1.113861,0.031577,1.952509,0.070996,0.036191,0.005736,0.933616
cuda,mnasnet1_0,32,22.264841,20.342305,16.752564,10.653168,2.426181,14.291186,3.742774,1.755409,0.190033,70.739792,8.770502
cuda,mobilenet_v2,96,23.465031,21.509989,18.447649,11.971375,2.650969,15.894244,4.142705,1.892501,0.211361,95.379336,9.209824
cuda,mobilenet_v3_large,32,22.268623,20.134839,17.435370,10.902066,2.952716,15.524161,3.898309,1.909716,0.215988,96.349219,10.293318
cuda,nvidia_deeprecommender,256,4.509953,4.041976,1.571397,1.224455,0.115534,3.627375,0.085947,0.058712,0.008599,2.656345,0.485192
