dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function
cuda,AlbertForMaskedLM,4,6.573652,4.688406,4.669283
cuda,AlbertForQuestionAnswering,4,6.357245,4.533072,4.517753
cuda,AllenaiLongformerBase,4,27.057502,17.055910,17.021323
cuda,BartForCausalLM,4,8.743367,4.924673,4.909791
cuda,BartForConditionalGeneration,2,24.008454,12.946299,12.929364
cuda,BertForMaskedLM,16,9.782132,5.110042,5.094089
cuda,BertForQuestionAnswering,16,9.838329,5.190850,5.170763
cuda,BlenderbotForCausalLM,4,18.062522,9.712256,9.694785
cuda,BlenderbotSmallForCausalLM,64,6.015637,3.494420,3.478669
cuda,BlenderbotSmallForConditionalGeneration,64,15.084183,8.548664,8.532572
cuda,CamemBert,16,10.101447,5.273372,5.256301
cuda,DebertaForMaskedLM,4,11.052475,5.845267,5.819856
cuda,DebertaForQuestionAnswering,8,11.030493,5.560114,5.534717
cuda,DebertaV2ForMaskedLM,1,21.706189,9.759795,9.721749
cuda,DebertaV2ForQuestionAnswering,2,21.653247,9.859515,9.820647
cuda,DistilBertForMaskedLM,128,4.575722,2.750853,2.736267
cuda,DistilBertForQuestionAnswering,256,4.566240,2.758447,2.740194
cuda,DistillGPT2,16,4.304572,2.604568,2.590771
cuda,ElectraForCausalLM,32,10.009948,5.199661,5.183970
cuda,ElectraForQuestionAnswering,64,9.977319,5.246803,5.231204
cuda,GPT2ForSequenceClassification,4,8.123150,4.789999,4.775245
cuda,GoogleFnet,16,4.681222,2.506070,2.488401
cuda,LayoutLMForMaskedLM,16,10.038477,5.361138,5.345610
cuda,LayoutLMForSequenceClassification,16,10.104885,5.279593,5.262274
cuda,M2M100ForConditionalGeneration,16,23.306103,12.519465,12.500056
cuda,MBartForCausalLM,4,8.937411,5.077848,5.060231
cuda,MBartForConditionalGeneration,2,25.518907,13.779368,13.761757
cuda,MT5ForConditionalGeneration,16,16.126004,9.641609,9.623599
cuda,MegatronBertForCausalLM,4,20.357232,10.278737,10.259088
cuda,MegatronBertForQuestionAnswering,8,20.709792,10.385412,10.365487
cuda,MobileBertForMaskedLM,64,29.558363,17.621173,17.600332
cuda,MobileBertForQuestionAnswering,128,29.492941,17.580117,17.560153
cuda,OPTForCausalLM,2,8.589082,5.012042,4.994863
cuda,PLBartForCausalLM,8,4.663706,2.736356,2.721275
cuda,PLBartForConditionalGeneration,4,11.709456,6.870075,6.853448
cuda,PegasusForCausalLM,32,8.814207,4.951702,4.935364
cuda,PegasusForConditionalGeneration,32,14.786171,11.037411,11.019185
cuda,RobertaForCausalLM,16,10.108171,5.284254,5.266741
cuda,RobertaForQuestionAnswering,16,10.139228,5.312652,5.295190
cuda,Speech2Text2ForCausalLM,256,4.523435,2.607493,2.592833
cuda,T5ForConditionalGeneration,4,11.219265,6.892931,6.875644
cuda,T5Small,4,11.151895,6.794207,6.777525
cuda,TrOCRForCausalLM,32,8.802777,5.006305,4.990606
cuda,XGLMForCausalLM,8,18.549346,10.843692,10.825910
cuda,XLNetLMHeadModel,8,25.996178,15.941970,15.920946
cuda,YituTechConvBert,16,14.992437,8.154054,8.136901
