dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForQuestionAnswering,4,22.906407,21.039963,17.325297,11.564279,1.597841,19.302338,2.940615,1.182256,0.147374,1.251297,1.401148,10.670949
cuda,BartForCausalLM,4,23.596618,19.918213,15.927798,9.409070,1.935958,16.102255,3.347421,1.564015,0.284444,1.263642,1.546525,9.997562
cuda,BartForConditionalGeneration,2,49.551074,38.634773,35.393465,18.180881,6.016572,23.866350,8.525446,3.925377,1.097990,0.774859,1.366632,12.753120
cuda,BertForMaskedLM,16,26.816859,22.335134,18.632549,11.534654,1.965777,19.601900,3.255328,1.604858,0.297081,0.530802,6.018086,10.673339
cuda,BertForQuestionAnswering,16,27.715044,23.153860,19.239686,11.971375,1.951640,17.932170,3.264393,1.607205,0.295203,0.203925,5.427065,8.224984
cuda,BlenderbotSmallForCausalLM,64,15.836239,13.356460,9.614121,5.014072,1.448817,9.689758,2.011717,1.058014,0.174388,2.352336,8.546670,2.091507
cuda,BlenderbotSmallForConditionalGeneration,64,35.381409,28.918414,25.019611,13.513551,3.286351,19.439856,6.028822,2.664819,0.606359,1.819365,1.893583,11.214446
cuda,CamemBert,16,27.533502,22.673558,18.773736,11.486815,1.975392,17.794096,3.266868,1.598572,0.291081,0.543492,4.713515,8.935538
cuda,DebertaForMaskedLM,4,31.812118,26.470788,22.696878,16.130079,1.857679,25.381043,3.361698,1.738898,0.287000,15.124436,1.853440,26.415802
cuda,DebertaForQuestionAnswering,8,31.957592,26.629725,22.801553,16.298979,1.810251,25.424998,3.320626,1.739181,0.280325,16.291125,2.340051,27.408409
cuda,DebertaV2ForMaskedLM,1,45.011690,33.179750,29.723114,17.727446,3.191245,23.903023,4.240176,2.434442,0.556328,32.661851,1.782305,42.380041
cuda,DebertaV2ForQuestionAnswering,2,42.128797,30.370087,26.884205,14.949674,3.577663,21.968526,5.191844,2.970699,0.581898,33.429282,44.377535
cuda,DistilBertForMaskedLM,128,16.329624,14.508174,11.069537,7.276879,1.060204,11.617908,1.968496,0.891780,0.131973,1.419987,3.712889,6.878251
cuda,DistilBertForQuestionAnswering,256,16.916644,15.098212,11.458062,7.608798,1.059572,12.450091,2.021389,0.893723,0.126425,0.820889,2.913974,6.778805
cuda,DistillGPT2,16,16.159224,14.481754,11.375501,7.879197,1.071762,11.621216,1.929763,0.878493,0.111241,0.883051,2.176276,5.746979
cuda,ElectraForCausalLM,32,29.494346,24.771765,21.509558,14.189389,2.017803,24.564440,3.489671,1.682876,0.302785,0.972000,7.665103,13.477365
cuda,ElectraForQuestionAnswering,64,27.836339,23.225733,19.202524,11.905941,1.993326,20.867228,3.359581,1.644784,0.305012,0.194538,6.079408,11.259268
cuda,GPT2ForSequenceClassification,4,23.519894,20.308837,16.987404,10.585912,2.168638,13.758802,3.564840,1.578587,0.253701,0.275615,1.437287,5.713724
