dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,36.820375,32.929555,29.232675,17.753194,4.656323,23.810721,8.929932,4.724676,0.547384,0.003473,68.563147,15.311623
cuda,beit_base_patch16_224,64,19.945334,17.362947,13.742901,8.617073,1.578033,12.666222,3.261671,1.718722,0.229138,0.002941,2.854739,7.694377
cuda,botnet26t_256,128,24.592239,22.285396,18.378602,13.985834,2.358802,19.028522,5.829769,2.388582,0.132345,0.003512,40.330381,9.242231
cuda,cait_m36_384,4,48.513017,40.159384,36.731462,18.462729,5.714804,30.377350,12.536414,6.417615,1.871203,0.003336,17.164834,25.315016
cuda,coat_lite_mini,128,22.590126,20.242561,17.389361,12.073129,2.142980,22.185901,6.713028,2.657245,0.208126,0.002830,36.301263,14.242475
cuda,convit_base,64,21.530123,19.079828,15.443242,9.568936,1.972691,15.751624,4.568883,2.084376,0.247860,0.002813,7.684309,10.453950
cuda,convmixer_768_32,32,20.382562,18.875691,15.104605,7.271664,2.908438,9.794105,2.568239,2.013157,0.255139,0.002959,8.718527,2.247184
cuda,convnext_base,64,23.182754,18.532099,15.428865,8.946196,3.028566,16.177499,4.689353,2.363324,0.443820,0.003259,6.230164,13.279054
cuda,crossvit_9_240,128,27.712669,23.829304,20.040191,11.731005,2.924425,21.364303,5.845842,2.960685,0.373502,0.002875,27.398378,15.821395
cuda,cspdarknet53,64,28.179258,23.753932,19.989517,11.608674,3.229813,15.666036,4.490260,2.401853,0.317519,0.003230,37.487525,10.700119
cuda,deit_base_distilled_patch16_224,64,17.941307,15.904568,12.277414,7.797567,1.299494,13.055514,2.708885,1.705903,0.183946,0.002600,3.553906,8.330673
cuda,dla102,128,36.315019,32.077677,28.247628,15.586143,4.888567,19.430233,7.143755,3.481192,0.512390,0.003352,27.826896,13.844177
cuda,dm_nfnet_f0,128,24.306237,19.796852,16.586090,8.619056,3.672572,14.417117,4.635413,2.116990,0.254047,0.003573,20.250034,13.056064
cuda,dpn107,32,44.269232,36.816865,33.535834,18.199063,5.656764,23.096421,7.445854,4.087200,0.537638,0.003747,20.558393,16.659228
cuda,eca_botnext26ts_256,128,25.837461,23.384620,19.550350,14.551957,2.859344,19.251000,5.717405,2.635690,0.145864,0.002970,45.555368,9.704719
cuda,ese_vovnet19b_dw,128,16.950884,15.118965,11.271604,8.286558,1.363405,12.449065,3.106055,1.445360,0.102511,0.002886,36.419670,6.836747
cuda,fbnetc_100,128,27.732039,24.173401,20.255695,12.913901,3.141754,16.942748,4.470005,2.280723,0.271692,0.002996,67.742715,10.255852
cuda,fbnetv3_b,128,39.363716,33.347884,30.439610,17.338180,5.561963,22.323433,7.589589,3.697677,0.603820,0.003212,68.909547,15.971950
cuda,gernet_l,128,24.239053,20.406611,16.262224,9.341751,2.665847,12.016696,2.617050,1.680108,0.212522,0.002926,28.061719,8.130540
cuda,ghostnet_100,128,37.057047,31.513943,28.696038,17.630891,4.269296,25.315930,7.517229,3.848402,0.445880,0.006000,121.443502,16.623806
cuda,gluon_inception_v3,128,35.448731,31.574199,28.658750,17.620755,4.965583,23.397072,8.680426,4.732033,0.575553,0.002939,70.358712,15.303345
cuda,gluon_xception65,32,39.687313,34.547732,31.724785,15.934409,5.311969,17.323145,6.606212,3.177814,0.677002,0.003196,21.486432,13.374568
cuda,gmixer_24_224,128,23.044312,19.551167,16.628757,9.251371,2.113262,15.207512,5.132252,2.508921,0.370121,0.002548,6.065820,11.118103
cuda,gmlp_s16_224,128,24.092596,20.605421,17.689189,9.962070,2.389718,17.332990,5.178378,2.627657,0.377852,0.002644,12.107282,12.986479
cuda,hrnet_w18,128,103.101035,94.364357,91.397630,46.186932,17.975652,53.252856,26.232172,11.174096,4.885191,0.006692,58.211572,41.376170
cuda,inception_v3,128,35.864903,31.990064,29.076396,17.633963,4.602586,23.485009,8.842216,4.674600,0.548712,0.003217,69.839991,15.035504
cuda,jx_nest_base,32,32.582797,28.126541,25.201046,15.694787,3.421354,25.350883,8.923497,3.719794,0.548123,0.003029,17.741879,17.068610
cuda,lcnet_050,128,17.883199,16.190510,12.868521,8.965755,1.927356,12.354148,2.526003,1.558907,0.114512,0.002741,50.120654,6.904075
cuda,mixer_b16_224,128,15.820868,13.854331,10.554179,6.981109,1.210971,11.460602,1.930683,1.042215,0.132319,0.002624,5.171094,7.197915
cuda,mixnet_l,128,35.590635,29.360854,25.927157,15.906693,3.997755,22.193575,5.884578,3.388520,0.466486,0.003058,76.117662,14.421504
cuda,mnasnet_100,128,24.060876,21.229491,17.658268,11.925379,2.524778,15.486343,3.579665,1.851007,0.192495,0.003106,59.005536,8.545431
cuda,mobilenetv2_100,128,24.539438,21.685324,18.117322,12.045423,2.423776,15.683883,3.739484,1.867247,0.206579,0.002767,64.506099,8.881759
cuda,mobilenetv3_large_100,128,25.358120,22.418716,18.906559,12.765532,2.852451,18.489486,4.375294,2.129102,0.224445,0.003009,85.786498,11.190940
cuda,mobilevit_s,64,38.766929,35.052922,31.599680,24.163245,3.834685,36.205278,12.699720,6.066762,0.324029,0.003011,100.776484,18.912388
cuda,nfnet_l0,128,23.556266,19.851244,16.311332,8.968344,2.677859,15.364959,4.512707,1.970557,0.243243,0.002822,27.515752,12.114080
cuda,pit_b_224,64,20.005710,17.706062,14.151234,9.317756,1.574901,14.893657,3.680613,1.742265,0.209218,0.002666,10.240731,9.108325
cuda,pnasnet5large,16,70.293104,62.482235,58.956955,31.303507,11.174562,39.822196,17.963601,8.857996,1.785675,0.004245,35.081559,30.458723
cuda,poolformer_m36,64,37.265903,32.044606,28.605215,16.864745,5.640056,28.395201,13.929213,5.845146,0.537161,0.003165,20.067495,22.361016
cuda,regnety_002,128,22.590362,19.199448,15.813149,10.025433,2.312184,13.985325,3.295830,1.743953,0.216974,0.002759,51.884367,8.700948
cuda,repvgg_a2,128,22.943435,19.421523,15.841837,9.291869,2.715662,11.547953,2.944951,1.499171,0.192250,0.002795,18.274778,7.598293
cuda,res2net101_26w_4s,64,58.139126,51.265147,47.812560,25.502643,8.149905,30.941471,13.119592,6.419883,1.421636,0.003486,41.377998,22.100209
cuda,res2net50_14w_8s,128,52.562940,46.742109,43.376348,23.312130,7.195801,29.867228,12.133245,6.026229,1.175070,0.003734,26.860211,21.672507
cuda,res2next50,128,32.551697,29.231521,25.633601,14.911780,4.114606,19.584612,6.765285,3.502041,0.451430,0.003024,24.803249,13.048815
cuda,resmlp_12_224,128,14.047351,12.148720,8.821993,6.218209,0.877790,19.668612,1.739573,1.158528,0.118211,0.002427,7.113551,15.468995
cuda,resnest101e,64,52.606288,45.182723,41.687374,21.841134,6.676165,29.091875,11.135954,5.566245,1.081503,0.003218,55.776282,21.760320
cuda,rexnet_100,128,32.545470,28.499311,25.030618,16.841490,3.642122,25.956753,5.749276,2.860805,0.293856,0.002993,163.991627,16.183767
cuda,sebotnet33ts_256,64,31.026422,27.874844,24.302301,17.870080,3.468470,23.763324,8.015249,3.155096,0.198350,0.002928,55.414142,11.978767
cuda,selecsls42b,128,19.946063,18.364539,14.920439,10.039144,2.002829,15.253832,3.934999,1.930140,0.154808,0.003021,40.940659,9.208908
