dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,adv_inception_v3,128,4.884951,0.000696
cuda,beit_base_patch16_224,64,3.337711,0.000570
cuda,botnet26t_256,128,2.291134,0.000467
cuda,cait_m36_384,4,15.124375,0.001780
cuda,coat_lite_mini,128,2.601311,0.000469
cuda,convit_base,64,3.081061,0.000558
cuda,convmixer_768_32,32,1.298211,0.000134
cuda,convnext_base,64,5.818286,0.000868
cuda,crossvit_9_240,128,4.703516,0.000763
cuda,cspdarknet53,64,4.495782,0.000787
cuda,deit_base_distilled_patch16_224,64,2.404970,0.000495
cuda,dla102,128,5.604087,0.000755
cuda,dm_nfnet_f0,128,4.725398,0.000723
cuda,dpn107,32,7.978298,0.001306
cuda,eca_botnext26ts_256,128,2.455086,0.000462
cuda,eca_halonext26ts,128,2.527406,0.000493
cuda,ese_vovnet19b_dw,128,1.847291,0.000376
cuda,fbnetc_100,128,4.198092,0.000756
cuda,fbnetv3_b,128,7.476339,0.001140
cuda,gernet_l,128,3.939166,0.000679
cuda,ghostnet_100,128,6.137326,0.000710
cuda,gluon_inception_v3,128,4.885776,0.000763
cuda,gluon_xception65,32,7.088302,0.000966
cuda,gmixer_24_224,128,4.742182,0.000812
cuda,gmlp_s16_224,128,4.821286,0.000759
cuda,hrnet_w18,128,6.928682,0.000543
cuda,inception_v3,128,4.934271,0.000706
cuda,jx_nest_base,32,5.352590,0.000869
cuda,lcnet_050,128,1.891143,0.000398
cuda,mixer_b16_224,128,2.140316,0.000396
cuda,mixnet_l,128,6.822995,0.001007
cuda,mnasnet_100,128,3.320531,0.000613
cuda,mobilenetv2_100,128,3.440466,0.000621
cuda,mobilenetv3_large_100,128,3.489788,0.000700
cuda,mobilevit_s,64,4.240494,0.000741
cuda,nfnet_l0,128,4.284188,0.000717
cuda,pit_b_224,64,2.894692,0.000506
cuda,pnasnet5large,16,4.926191,0.000341
cuda,poolformer_m36,64,6.375695,0.001033
cuda,regnety_002,128,3.591352,0.000650
cuda,repvgg_a2,128,3.784355,0.000685
cuda,res2net101_26w_4s,64,10.789999,0.001284
cuda,res2net50_14w_8s,128,9.405219,0.001113
cuda,res2next50,128,4.499969,0.000626
cuda,resmlp_12_224,128,2.076424,0.000486
cuda,resnest101e,64,11.085704,0.001333
cuda,rexnet_100,128,4.544042,0.000729
cuda,sebotnet33ts_256,64,3.315725,0.000627
cuda,selecsls42b,128,1.977408,0.000341
cuda,spnasnet_100,128,4.085704,0.000754
cuda,swin_base_patch4_window7_224,64,6.776909,0.001068
cuda,swsl_resnext101_32x16d,32,5.483006,0.000748
cuda,tf_efficientnet_b0,128,4.276340,0.000698
cuda,tf_mixnet_l,128,6.991173,0.001012
cuda,tinynet_a,128,4.990516,0.000824
cuda,tnt_s_patch16_224,128,6.236699,0.000955
cuda,twins_pcpvt_base,64,10.095450,0.001336
cuda,visformer_small,128,2.103430,0.000362
cuda,vit_base_patch16_224,64,2.368628,0.000444
cuda,volo_d1_224,64,4.278173,0.000689
cuda,xcit_large_24_p8_224,5,12.940755,0.001617
