dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.079731,6.416481,2.040624,8.253694,3.372461,1.217135,0.249982,8.248650,3.977521
cuda,Background_Matting,4,1.454537,4.895072,1.744594,7.880314,3.990085,1.739532,0.174102,4.799955
cuda,LearningToPaint,96,0.608666,2.620319,0.768025,3.376773,0.925101,0.444841,0.065534,1.555742
cuda,Super_SloMo,6,1.641115,7.350759,2.148948,8.087784,3.873527,1.680365,0.087994,2.944767
cuda,alexnet,128,0.096140,1.467046,0.165958,2.136777,0.355731,0.158613,0.010833,0.840423
cuda,attention_is_all_you_need_pytorch,256,1.752672,21.012352,2.162011,23.122372,3.302631,1.364532,0.278713,12.064232,4.378799
cuda,dcgan,32,0.113403,1.202629,0.149248,1.800321,0.135197,0.062071,0.010133,0.752877
cuda,demucs,4,0.217962
cuda,densenet121,4,3.502726,13.733526,5.254980,19.828808,11.527172,3.626305,0.574193,11.553335
cuda,dlrm,2048,0.380123,1.097858,0.148439,2.037228,0.338395,0.106493,0.013751,1.094993
cuda,drq,1,0.192117,1.734017,0.112808,2.717392,0.096824,0.049684,0.011588,1.103240
cuda,fastNLP_Bert,6,2.065426,8.018971,1.783177,11.281262,2.700060,1.581998,0.239119,4.270684,5.139080
cuda,functorch_dp_cifar10,64,0.434230,2.786659,1.384581,5.275369,1.784641,0.562624,0.058321,3.911363,3.412775
cuda,hf_Albert,8,1.601801,2.938957,1.842451,5.965274,2.369447,0.961933,0.134311,4.951057,2.916885
cuda,hf_Bart,4,2.313755,9.145243,2.760592,12.679337,4.109410,1.614086,0.342701,3.015521,6.412584
cuda,hf_Bert,4,2.017341,6.116053,2.320005,8.004580,2.558179,1.157623,0.230826,4.297178,0.370955
cuda,hf_BigBird,2,10.399110,5.295669,1.431922,9.470107,2.196589,1.091568,0.183629,5.697401,0.351191
cuda,hf_DistilBert,8,0.839052,3.116155,1.272958,4.832515,1.406155,0.635523,0.107651,3.036516,1.848441
cuda,hf_GPT2,4,1.977470,4.132678,1.559573,6.450807,2.538398,1.109763,0.202510,3.954532,2.126385
cuda,hf_GPT2_large,4,7.120557,9.992541,4.271756,15.784010,8.429450,3.160482,0.981057,10.766502,1.256292
cuda,hf_Reformer,4,2.283356,7.613421,0.653632,8.458784,1.040695,0.512530,0.047955,3.523093,1.541892
cuda,hf_T5,8,3.071962,6.518756,1.821006,10.896642,3.616059,1.197906,0.269510,5.104815,6.305884
cuda,hf_T5_large,2,16.711903,20.371100,7.960510,30.722093,15.931288,4.536853,2.225284,22.475448,18.724187
cuda,lennard_jones,1000,0.067031,0.898316,0.054517,1.446630,0.042524,0.027997,0.005489,0.606353
cuda,mnasnet1_0,32,1.332102,5.316836,2.240199,6.977699,2.659278,1.261086,0.183524,3.974326,2.855476
cuda,mobilenet_v2,96,1.401424,6.353515,1.998486,7.846202,3.656298,1.370313,0.212357,3.779614
cuda,mobilenet_v2_quantized_qat,96,2.319239,8.418889,3.729533,11.901255,5.895625,2.295630,0.490783,7.739869
cuda,mobilenet_v3_large,32,1.414734,5.820643,2.250357,8.082932,3.472192,1.344379,0.214938,4.590238,5.945070
cuda,nvidia_deeprecommender,256,0.142103,1.012330,0.098705,2.072429,0.089926,0.043684,0.007925,1.164184,0.393764
cuda,pytorch_CycleGAN_and_pix2pix,1,0.513661,2.286271,0.805855,4.339607,1.713526,0.589829,0.059296,2.895023
cuda,pytorch_stargan,16,0.551134,2.046709,0.643409,3.429278,0.818905,0.287931,0.041728,2.055889,19.901894
cuda,pytorch_struct,200,0.206559,1.137550,0.134200,2.389221,0.153493,0.091424,0.018563,1.395281,15.048236
cuda,pytorch_unet,1,0.661100,2.981937,0.926222,4.105499,1.635821,0.597901,0.062730,2.080536
cuda,resnet18,16,0.572059,3.114863,0.801630,4.652555,1.585363,0.560529,0.062825,2.368272,2.604574
cuda,resnet50,32,1.392852,4.590255,2.232690,6.078278,2.374575,1.084435,0.183318,3.794907,2.984127
cuda,resnet50_quantized_qat,32,2.184258,7.061266,3.391946,10.580797,5.287287,1.946966,0.448105,7.050526,2.841300
cuda,resnext50_32x4d,8,1.409793,4.046073,2.108026,5.702585,2.044954,1.094735,0.168229,3.838899,2.739489
cuda,shufflenet_v2_x1_0,128,1.603182,5.641889,2.232890,8.103680,3.808331,1.840899,0.254298,4.776772
cuda,soft_actor_critic,256,0.118379,1.529758,0.055094,2.465152,0.049547,0.030426,0.005571,0.995093
cuda,speech_transformer,32,2.573068,10.299299,2.015108,14.399624,3.499242,1.572550,0.274217,6.456775
cuda,squeezenet1_1,32,0.234569,1.858269,0.343402,2.506192,0.531878,0.410280,0.028650,1.001667
cuda,tacotron2,64,19.592068,17.361034,3.041074,25.814322,6.048841,3.425047,0.534293,4.725018,12.123310
cuda,timm_efficientdet,1,21.883630,18.413052,9.457051,28.254294,15.372187,4.582192,1.319280,40.714756,19.640443
cuda,timm_efficientnet,32,2.368500,6.143150,2.739795,8.806640,3.816751,1.597763,0.277148,5.499191,2.514956
cuda,timm_nfnet,128,2.710457,9.682260,4.826755,10.495561,5.632220,1.713847,0.265950,5.780754,0.712063
cuda,timm_regnet,32,3.325250,5.479710,3.081512,7.211737,2.957554,1.340824,0.321896,4.926797,2.760920
cuda,timm_resnest,32,0.765263,5.197128,1.138380,7.770535,2.757786,1.297321,0.090595,26.712833,3.886193
cuda,timm_vision_transformer,8,1.135441,4.623947,1.515407,7.136692,2.440578,1.059448,0.171844,16.120780,4.096353
cuda,timm_vision_transformer_large,8,3.643213,10.212970,4.348230,15.956167,8.263481,3.272650,0.984885,11.873865,10.846052
cuda,timm_vovnet,32,1.857025,4.658194,1.563102,7.492107,3.431455,1.307411,0.141372,4.455883,2.922147
cuda,tts_angular,64,0.126436,0.973202,0.044462,1.524158,0.027645,0.014448,0.001482,0.597285
cuda,vgg16,64,0.171561,1.565821,0.260401,2.538186,0.657907,0.224194,0.017712,1.242336
cuda,yolov3,16,3.748277,23.358931,4.356400,349.236611,12.764544,4.895134,0.327898,330.342392
