dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,4,1.0002,1.2941,1.0000
cuda,AlbertForQuestionAnswering,4,1.0013,1.2907,1.0000
cuda,AllenaiLongformerBase,1,0.9248,6.2745,0.9982
cuda,BartForCausalLM,4,1.0008,1.2393,1.0000
cuda,BartForConditionalGeneration,2,1.0002,3.0164,1.0000
cuda,BertForMaskedLM,64,1.0001,1.5049,1.0000
cuda,BertForQuestionAnswering,128,1.0003,1.4996,1.0000
cuda,BigBird,1,0.9842,7.4673,0.9979
cuda,BlenderbotSmallForCausalLM,64,1.0012,0.7996,1.0000
cuda,BlenderbotSmallForConditionalGeneration,64,1.0007,1.9057,1.0000
cuda,CamemBert,1,1.0489,1.5741,0.9980
cuda,DebertaForMaskedLM,4,0.9045,4.8903,1.0000
cuda,DebertaForQuestionAnswering,8,0.9960,4.8696,0.9816
cuda,DistilBertForMaskedLM,64,0.9998,0.6267,1.0000
cuda,DistilBertForQuestionAnswering,64,0.9996,0.6283,1.0000
cuda,DistillGPT2,1,1.0362,0.8116,0.9984
cuda,ElectraForCausalLM,32,1.0002,1.5128,0.9983
cuda,ElectraForQuestionAnswering,64,1.0001,1.4950,1.0000
cuda,GPT2ForSequenceClassification,4,1.0001,1.4922,0.9343
cuda,GoogleFnet,1,0.9781,0.9536,0.9979
cuda,LayoutLMForMaskedLM,16,0.9999,1.9758,1.0000
cuda,LayoutLMForSequenceClassification,16,0.9999,1.8371,1.0000
cuda,M2M100ForConditionalGeneration,8,1.1668,2.6255,1.0217
cuda,MBartForCausalLM,32,1.0004,1.1314,0.9999
cuda,MBartForConditionalGeneration,16,1.0101,3.0064,1.0000
cuda,MT5ForConditionalGeneration,8,1.0249,3.7736,1.0037
cuda,MegatronBertForCausalLM,16,1.0352,3.2500,0.9995
cuda,MegatronBertForQuestionAnswering,16,1.0391,3.2629,1.0000
cuda,MobileBertForMaskedLM,32,1.0219,8.2909,0.9998
cuda,MobileBertForQuestionAnswering,64,1.0269,8.3929,1.0000
cuda,OPTForCausalLM,32,1.0010,1.2069,0.9982
cuda,PLBartForCausalLM,32,1.0063,0.6579,0.9999
cuda,PLBartForConditionalGeneration,16,1.0171,1.6054,0.9998
cuda,PegasusForCausalLM,32,0.9994,1.1507,0.9594
cuda,PegasusForConditionalGeneration,16,1.0100,2.8098,0.9985
cuda,RobertaForCausalLM,64,1.0005,1.4981,0.9986
cuda,RobertaForQuestionAnswering,128,1.0002,1.5276,1.0000
cuda,Speech2Text2ForCausalLM,128,0.9987,0.7228,0.9552
cuda,T5ForConditionalGeneration,4,1.0045,2.4031,1.0000
cuda,T5Small,1,1.0283,2.4009,1.0000
cuda,TrOCRForCausalLM,32,1.0008,1.1652,0.9999
cuda,XGLMForCausalLM,8,1.0134,2.4373,0.9848
cuda,YituTechConvBert,1,1.0344,2.2847,0.9863
