,Compiler,torchbench,huggingface,timm_models
eager,eager,1.00x,1.01x,1.00x
aot_eager,aot_eager,1.01x,1.00x,1.00x
aot_cudagraphs,aot_cudagraphs,1.11x,1.07x,1.00x
nvprims_nvfuser,nvprims_nvfuser,1.02x,1.00x,1.11x
inductor,inductor,1.69x,1.80x,1.40x
inductor_no_cudagraphs,inductor_no_cudagraphs,1.39x,1.55x,1.37x
