dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,35.738184,31.791936,27.843447,16.694402,4.535968,26.127080,9.254162,4.877082,0.577534,43.549620,96.943800,57.856059
cuda,beit_base_patch16_224,64,20.917545,18.401946,14.404566,9.464558,1.518219,15.702345,3.517480,1.792176,0.244698,0.962238,2.876810,8.868611
cuda,botnet26t_256,128,24.954322,22.729217,18.561260,14.207293,2.276301,20.782583,5.908401,2.420195,0.133762,25.507705,51.753773,34.496365
cuda,cait_m36_384,4,46.148592,38.035790,34.642113,16.691324,5.080264,33.299138,12.604309,7.280627,2.095843,7.272092,20.440622,29.894702
cuda,coat_lite_mini,128,24.289412,21.975970,17.933506,13.117337,2.077935,25.374333,6.934149,2.697808,0.214288,13.515576,38.740144,27.994342
cuda,convit_base,64,21.240569,18.874335,15.482049,9.868608,2.070520,17.957034,4.482691,2.173958,0.258981,5.638971,8.240142,15.966509
cuda,convmixer_768_32,32,20.012430,18.541702,14.513169,6.910491,2.794296,12.104673,2.637711,1.830455,0.275590,3.801677,12.026541,2.931857
cuda,convnext_base,64,24.082859,19.748003,15.905847,9.610215,2.926086,19.079360,4.708626,2.439022,0.450361,5.677979,6.990353,18.277326
cuda,crossvit_9_240,128,27.113939,23.600785,19.553763,11.353800,2.813680,23.789596,6.082091,3.072221,0.392013,22.043242,33.207703,37.530698
cuda,cspdarknet53,64,27.243801,23.004384,19.051389,10.994279,3.070289,17.577310,4.272001,2.806006,0.327334,23.574889,52.882782,33.477961
cuda,deit_base_distilled_patch16_224,64,18.848689,16.815655,12.715713,8.423578,1.234524,15.310376,2.789644,1.541504,0.191358,2.618396,3.544176,10.868469
cuda,dla102,128,34.379684,30.175884,26.321966,14.092528,4.402772,21.805570,7.458341,3.569907,0.548600,17.182292,39.025528,29.672768
cuda,dm_nfnet_f0,128,23.726624,19.234146,16.043327,8.413556,3.461375,16.296967,4.636117,2.101289,0.260939,23.329302,28.666372,34.895801
cuda,dpn107,32,41.022352,34.171750,30.811850,16.253983,5.296145,25.119119,7.258141,4.061158,0.535852,16.512269,29.238272,31.105263
cuda,eca_botnext26ts_256,128,26.219829,23.817101,19.737584,14.832603,2.789042,21.061356,5.961521,2.452636,0.152328,29.797219,57.285971,38.973768
cuda,ese_vovnet19b_dw,128,17.019581,15.269472,11.151603,8.184880,1.496949,13.824719,2.968341,1.488089,0.111054,25.319481,47.368608,32.551442
cuda,fbnetc_100,128,26.956132,23.399725,19.364203,12.167720,3.076344,18.166256,4.254285,2.346047,0.288040,43.183591,93.620678,52.483358
cuda,fbnetv3_b,128,38.664122,32.926343,28.880504,16.132957,5.326686,24.832292,7.653699,3.900543,0.625115,51.385943,100.797030,65.793669
cuda,gernet_l,128,23.043271,19.408774,15.443845,8.982486,2.342651,14.052482,2.916776,1.734136,0.218586,21.821666,43.855007,29.434242
cuda,ghostnet_100,128,36.916171,31.569518,27.563305,16.766739,4.145195,28.143559,7.761007,3.924084,0.466602,98.855457,175.232719,114.978691
cuda,gluon_inception_v3,128,35.325096,31.378277,28.094833,17.125142,4.478143,26.670876,9.008734,4.802920,0.561024,44.895418,101.422004,59.251127
cuda,gluon_xception65,32,37.153091,32.175629,28.654019,13.799583,4.944616,20.350797,6.743029,3.282381,0.698103,15.561621,31.155928,27.507713
