dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,23.529062,20.191738,17.006909,10.099724,2.305110,15.512830,4.216203,1.850705,0.260054,23.800155,7.898404
cuda,Background_Matting,4,20.034125,18.008095,14.647148,8.756742,2.328087,15.781349,5.046510,2.744699,0.210775,28.915556,9.525245
cuda,LearningToPaint,96,13.226475,12.329239,8.042000,5.610724,0.917267,9.735041,1.379450,0.675596,0.067765,23.579112,5.114317
cuda,Super_SloMo,6,20.442235,18.372725,15.152411,9.435240,2.650288,14.307044,5.048830,2.469422,0.129673,7.650673,7.525182
cuda,alexnet,128,6.453339,6.148181,2.463612,2.151196,0.172600,6.063661,0.723780,0.424625,0.012489,4.095067,4.567728
cuda,attention_is_all_you_need_pytorch,256,23.885786,21.063907,17.604383,10.200717,2.149669,16.787591,4.476962,2.008667,0.336975,31.196322,8.940704
cuda,dcgan,32,5.796594,5.508708,2.345755,1.912754,0.180662,3.037452,0.308910,0.100159,0.011224,1.318651
cuda,demucs,4,13.306446,12.488447,8.875841,8.025297,0.418454,12.979911,1.034678,0.537991,0.033030,7.961529,5.398751
cuda,densenet121,4,44.855182,39.485566,36.588662,21.250349,6.873399,31.710385,12.478175,5.243962,0.656297,56.671155,17.801370
cuda,dlrm,1024,4.568058,4.260575,1.785243,1.348017,0.165894,2.768343,0.467818,0.133739,0.014873,1.598559
cuda,drq,1,6.421032,5.943659,2.779858,2.390962,0.119071,3.936285,0.117919,0.072787,0.013201,1.676454
cuda,fastNLP_Bert,6,25.142660,21.526150,18.038025,12.167289,2.211901,17.156651,3.182608,1.770329,0.274202,6.642831,7.372057
cuda,functorch_dp_cifar10,64,10.893490,10.174162,7.403831,4.966249,1.181554,10.254308,1.963598,0.854129,0.055356,33.786768,6.537611
cuda,hf_Albert,8,18.508256,16.531899,12.686367,7.150157,1.662418,12.061188,2.768525,1.453357,0.156888,8.737002,7.187531
cuda,hf_Bart,4,30.003553,23.627544,20.825266,12.527101,2.343457,20.213315,3.992531,2.218493,0.277332,3.580021,10.256770
cuda,hf_Bert,4,21.502735,18.115381,14.390586,8.166072,1.779660,13.246472,3.344954,1.579021,0.266923,2.996422,7.022771
cuda,hf_Bert_large,4,33.394760,26.127531,22.980967,11.447442,3.415078,18.888664,6.453405,3.064301,0.733787,3.057082,11.461071
cuda,hf_BigBird,2,65.912086,55.375290,52.531991,27.308246,8.604663,45.892221,20.481812,9.438755,0.558111,8.181058,27.829208
cuda,hf_DistilBert,8,15.075024,13.541447,9.709095,6.448965,0.950337,10.842354,1.963359,0.879619,0.113514,5.173795,5.435233
cuda,hf_GPT2,4,19.788473,16.780838,14.068379,8.699891,1.817192,12.255349,3.461722,1.578751,0.232665,7.692325,5.524291
cuda,hf_GPT2_large,4,49.749943,39.768594,36.964980,20.065219,5.669522,28.757995,11.372111,4.688238,1.195276,14.358407,14.830458
cuda,hf_Longformer,2,75.922634,66.628803,63.449467,42.662924,8.989079,57.423317,21.925448,7.401066,0.438517,6.192563,24.447250
cuda,hf_Reformer,4,26.972919,23.618378,20.589538,18.696407,1.077391,22.931734,1.248997,0.725811,0.066288,5.249969,5.417646
cuda,hf_T5,8,24.380522,20.317493,17.268433,9.665850,2.126217,15.451478,3.971727,1.621672,0.289466,6.777920,8.134253
cuda,hf_T5_large,2,84.902238,64.490386,60.931662,30.611133,8.851655,45.827425,18.228322,6.118159,2.535238,25.863966,24.934383
cuda,lennard_jones,1000,4.566089,4.176981,1.417200,1.204733,0.030498,2.244403,0.069251,0.038223,0.006052,1.075645
cuda,mnasnet1_0,32,20.525629,18.669075,14.999551,9.315306,2.368221,14.373271,3.664310,1.794614,0.196104,71.127172,7.608006
cuda,mobilenet_v2,96,22.323671,20.400521,16.675398,10.488411,2.365488,15.413655,3.768965,1.920965,0.220373,91.549668,7.471986
cuda,mobilenet_v3_large,32,22.293450,19.995946,16.285114,10.154523,2.446676,16.570487,3.992593,1.940679,0.222040,93.015396,9.232768
cuda,nvidia_deeprecommender,256,5.244578,4.934994,1.779274,1.443242,0.108822,4.712456,0.227630,0.059075,0.008663,3.387321,0.493844
cuda,phlippe_densenet,128,23.482301,21.480262,18.300213,12.320532,2.358885,19.054254,4.277554,2.243567,0.220237,127.542880,9.271082
cuda,phlippe_resnet,128,10.492313,9.646900,6.517056,4.230187,1.039204,7.323234,0.908768,0.644711,0.063805,14.187063,4.198963
cuda,pytorch_CycleGAN_and_pix2pix,1,11.195980,10.433846,7.230898,4.655889,0.920414,8.002643,1.801389,0.916367,0.060812,14.056916,4.505458
cuda,pytorch_stargan,16,12.453077,11.632317,7.843338,5.077634,0.889886,8.519362,1.135176,0.511272,0.056958,27.611967,4.408390
cuda,pytorch_struct,200,7.477948,7.029268,4.154342,3.587735,0.134259,7.785478,0.166042,0.120137,0.019788,11.693030,4.348638
cuda,pytorch_unet,1,13.049893,12.011856,8.884823,6.028958,1.221721,10.527553,2.160934,1.055256,0.079353,31.228486,5.799144
cuda,resnet152,32,40.424757,35.045990,32.203123,14.640097,6.729075,20.220637,8.190085,4.126415,0.897888,29.671194,12.841368
cuda,resnet18,16,12.706680,11.824681,8.134186,5.717823,0.948121,9.668689,1.536931,0.788644,0.065226,24.036254,4.966799
cuda,resnet50,32,19.280852,17.037605,14.206101,8.060546,2.522361,12.083850,3.144841,1.661438,0.197426,29.347096,6.900327
cuda,resnext50_32x4d,8,17.989908,16.056996,13.188970,7.322305,2.099888,11.788707,2.945207,1.684116,0.187891,19.235741,6.921167
cuda,shufflenet_v2_x1_0,128,20.322643,18.234204,15.360252,8.861843,2.674829,14.154962,4.040333,2.541086,0.257299,43.295815,8.172941
cuda,soft_actor_critic,256,5.331084,5.021089,2.111535,1.905396,0.063165,3.328460,0.052004,0.040378,0.006320,1.492732
cuda,speech_transformer,32,28.449837,24.400634,21.477073,13.411477,2.481943,20.973278,4.284062,2.251031,0.303304,26.541274,10.471646
cuda,squeezenet1_1,32,7.136963,6.522073,3.262650,2.474110,0.394710,7.207206,1.211911,0.760690,0.035188,5.149360,10.043224
cuda,timm_efficientnet,32,24.134635,20.921530,17.640409,10.635731,2.721572,18.011359,4.451725,2.127737,0.271681,99.450924,10.308256
cuda,timm_nfnet,128,23.431347,18.816223,15.345387,7.848195,3.475295,15.602747,4.862197,2.138409,0.260726,29.321034,11.451819
