dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,35.966686,31.628008,27.896057,16.612904,4.520638,25.762931,9.141964,4.830392,0.558093,97.219873,13.999879
cuda,beit_base_patch16_224,64,20.836946,18.313017,14.330811,9.395283,1.523361,15.480763,3.410094,1.791973,0.246521,2.896702,7.756043
cuda,botnet26t_256,128,24.770797,22.551566,18.501927,14.153917,2.301069,21.095085,6.248194,2.439183,0.133914,54.307961,9.380158
cuda,cait_m36_384,4,46.082517,37.262120,34.060782,16.218782,5.514595,31.901199,12.641774,6.647197,1.972651,19.181751,22.099396
cuda,coat_lite_mini,128,24.318461,21.716405,17.588184,12.721280,2.084101,24.901179,6.868191,2.700366,0.212292,38.874111,14.404308
cuda,convit_base,64,20.497349,17.856822,14.780859,9.182943,2.310615,16.697179,4.226881,2.154640,0.259088,8.711531,9.984470
cuda,convmixer_768_32,32,18.394616,16.943438,13.818176,6.303130,3.017002,11.176841,2.587754,1.786347,0.265389,8.116946,2.626949
cuda,convnext_base,64,24.341603,19.523235,16.086758,9.742009,2.976840,19.384888,4.758169,2.417778,0.452540,6.959028,12.825308
cuda,crossvit_9_240,128,25.702703,21.894995,18.901751,10.906352,2.747685,22.711177,5.867013,3.015277,0.386855,33.816409,14.778029
cuda,cspdarknet53,64,25.901404,21.679577,18.751081,10.743770,3.075281,17.099786,4.504817,2.429669,0.325650,54.888265,9.673633
cuda,deit_base_distilled_patch16_224,64,19.235034,16.998856,12.899442,8.469866,1.481176,15.487409,2.779032,1.532152,0.189978,3.559055,8.624100
cuda,dla102,128,32.690610,28.500452,25.598087,13.559831,4.848190,20.608917,7.122175,3.586123,0.535043,39.418163,12.263368
cuda,dm_nfnet_f0,128,23.666586,18.878363,15.906268,8.282739,3.499141,15.990390,4.668436,2.116575,0.264443,24.139452,11.706434
cuda,dpn107,32,41.247111,33.791270,30.631833,16.035969,5.278534,24.646915,7.247671,4.101155,0.532125,27.827473,14.766610
cuda,eca_botnext26ts_256,128,24.843668,22.493218,19.385689,14.527390,2.802291,20.826976,5.972726,2.464428,0.152265,61.956987,9.254799
cuda,ese_vovnet19b_dw,128,15.847151,14.085042,11.024956,7.939503,1.531480,13.462755,3.155116,1.475397,0.111010,47.062270,7.149944
cuda,fbnetc_100,128,25.402391,21.843384,18.875484,11.553673,3.060451,17.678944,4.444144,2.309763,0.279479,89.346092,9.403899
cuda,fbnetv3_b,128,37.211128,31.165872,28.167464,15.731550,5.635882,23.644185,7.117076,3.749751,0.610056,104.776484,13.924229
cuda,gernet_l,128,21.510884,17.944551,14.987876,8.770596,2.309761,14.013877,3.105112,1.716514,0.219377,46.433832,7.745586
cuda,ghostnet_100,128,35.171453,29.972038,26.978220,16.474648,4.382683,27.441534,7.528181,3.888427,0.467594,181.070011,15.919073
cuda,gluon_inception_v3,128,34.175411,30.292143,27.294579,16.376623,4.474408,25.709927,8.972190,4.815388,0.567119,94.976766,14.133756
cuda,gluon_xception65,32,38.316082,33.113808,29.209034,13.664094,4.982304,20.115920,6.666297,3.256924,0.696431,28.301143,11.882906
cuda,gmixer_24_224,128,25.583427,21.809821,17.609779,10.055314,2.262903,18.600846,4.990377,2.583794,0.384679,6.134944,11.011247
cuda,gmlp_s16_224,128,25.657772,22.099853,18.126719,10.678389,2.526587,20.532342,5.001719,2.676282,0.377627,12.794995,12.594503
cuda,hrnet_w18,128,90.582026,82.763956,79.691762,38.646982,16.541741,53.908617,25.371598,11.221203,4.863481,89.553656,32.970479
cuda,inception_v3,128,34.689138,30.487552,27.524919,16.660939,4.474694,25.960343,8.658733,5.118399,0.558366,101.088156,14.101738
cuda,jx_nest_base,32,32.538006,27.665829,24.684201,15.021449,3.243662,27.175415,8.970581,4.006122,0.543319,19.097978,15.681813
cuda,lcnet_050,128,17.677003,15.831582,12.741458,9.120962,1.701873,13.847554,2.708998,1.404205,0.120025,70.470579,6.694733
cuda,mixer_b16_224,128,16.104455,14.395103,11.103002,7.569708,1.168910,13.729354,2.206918,1.089797,0.139163,5.184234,7.429973
cuda,mixnet_l,128,34.155955,27.768685,24.414359,14.794477,3.901273,23.564157,5.986593,3.446150,0.495985,100.507038,12.961395
cuda,mnasnet_100,128,22.877144,20.083797,16.591265,10.992306,2.707551,16.550428,3.668397,1.941158,0.204292,87.493026,8.440228
