dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function
cuda,adv_inception_v3,128,9.895512,5.800703,5.784256
cuda,beit_base_patch16_224,64,6.228503,3.542124,3.526925
cuda,botnet26t_256,128,4.856625,2.624983,2.610545
cuda,cait_m36_384,4,21.032361,12.713524,12.695475
cuda,coat_lite_mini,128,5.959585,3.531298,3.516080
cuda,convit_base,64,6.666536,4.134180,4.119456
cuda,convmixer_768_32,32,5.736014,4.230411,4.213461
cuda,convnext_base,64,8.567976,4.065248,4.049582
cuda,crossvit_9_240,128,9.613715,5.922192,5.905770
cuda,cspdarknet53,64,8.452505,4.182284,4.167685
cuda,deit_base_distilled_patch16_224,64,5.013122,3.011858,2.997040
cuda,dla102,128,10.915857,6.508228,6.491398
cuda,dm_nfnet_f0,128,8.906535,4.403783,4.387699
cuda,dpn107,32,15.442329,8.359093,8.142658
cuda,eca_botnext26ts_256,128,5.474851,3.123799,3.108931
cuda,ese_vovnet19b_dw,128,3.590841,1.804313,1.789574
cuda,fbnetc_100,128,7.293782,3.619793,3.598593
cuda,fbnetv3_b,128,12.716650,6.750122,6.733434
cuda,gernet_l,128,7.103483,3.448286,3.433403
cuda,ghostnet_100,128,11.703354,6.215028,6.198529
cuda,gluon_inception_v3,128,9.878965,5.745841,5.729251
cuda,gluon_xception65,32,12.592026,7.649693,7.632647
cuda,gmixer_24_224,128,9.003414,5.324209,5.307214
cuda,gmlp_s16_224,128,8.226966,4.739514,4.723169
cuda,hrnet_w18,128,29.734995,21.673840,21.647529
cuda,inception_v3,128,9.861474,5.776433,5.759648
cuda,jx_nest_base,32,11.096037,6.428197,6.411657
cuda,lcnet_050,128,3.806595,2.134674,2.120281
cuda,mixer_b16_224,128,4.009094,2.262706,2.248110
cuda,mixnet_l,128,12.404054,6.155508,6.139762
cuda,mnasnet_100,128,5.820590,3.070840,3.054967
cuda,mobilenetv2_100,128,6.103890,3.279912,3.264563
cuda,mobilenetv3_large_100,128,6.329159,3.351629,3.336639
cuda,mobilevit_s,64,8.273848,4.596649,4.581264
cuda,nfnet_l0,128,8.299639,4.661473,4.646071
cuda,pit_b_224,64,5.839463,3.381675,3.365292
cuda,pnasnet5large,16,21.986882,14.803970,14.781031
cuda,poolformer_m36,64,10.329418,5.089621,5.073381
cuda,regnety_002,128,6.598197,3.090741,3.075558
cuda,repvgg_a2,128,6.958549,3.268635,3.254047
cuda,res2net101_26w_4s,64,19.155863,12.214271,12.194167
cuda,res2net50_14w_8s,128,17.639816,11.610277,11.591646
cuda,res2next50,128,9.351437,6.064258,6.047624
cuda,resmlp_12_224,128,3.628836,1.901335,1.886265
cuda,resnest101e,64,18.043025,10.639853,10.619911
cuda,rexnet_100,128,8.457247,4.505919,4.491274
cuda,sebotnet33ts_256,64,7.026162,3.892603,3.877889
cuda,selecsls42b,128,4.164173,2.579627,2.564654
cuda,spnasnet_100,128,7.321639,3.758022,3.741478
cuda,swin_base_patch4_window7_224,64,14.373710,8.383312,8.367120
cuda,swsl_resnext101_32x16d,32,10.330929,6.338877,6.317432
cuda,tf_efficientnet_b0,128,7.709275,4.293720,4.278521
cuda,tf_mixnet_l,128,13.044159,6.398902,6.382442
cuda,tinynet_a,128,8.957263,4.939481,4.924290
cuda,tnt_s_patch16_224,128,11.830849,7.410999,7.394750
cuda,twins_pcpvt_base,64,15.456113,9.106796,9.089909
cuda,visformer_small,128,4.627914,2.774079,2.754699
cuda,vit_base_patch16_224,64,4.988179,3.014433,2.999263
cuda,volo_d1_224,64,8.635811,5.401486,5.386091
cuda,xcit_large_24_p8_224,5,19.652262,11.936134,11.916532
