dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function
cuda,BERT_pytorch,16,8.000939,4.811593,4.758726
cuda,Background_Matting,4,5.410645,3.395384,3.380156
cuda,LearningToPaint,96,2.139337,1.241502,1.227179
cuda,Super_SloMo,6,6.092075,4.043127,4.029491
cuda,alexnet,128,0.498827,0.196945,0.182715
cuda,attention_is_all_you_need_pytorch,256,7.788857,4.840571,4.826363
cuda,dcgan,32,0.497790,0.218974,0.204971
cuda,demucs,4,1.306200,0.503279,0.489518
cuda,densenet121,4,13.632684,8.829452,8.811894
cuda,dlrm,1024,0.594762,0.301095,0.287520
cuda,drq,1,0.683429,0.234311,0.220705
cuda,fastNLP_Bert,6,7.591112,4.274532,4.258196
cuda,functorch_dp_cifar10,64,1.627199,0.910893,0.897476
cuda,hf_Albert,8,5.850154,3.953473,3.939927
cuda,hf_Bart,4,11.648768,5.257666,5.240496
cuda,hf_Bert,4,7.361184,3.979468,3.964907
cuda,hf_Bert_large,4,14.792969,7.916588,7.901166
cuda,hf_BigBird,2,30.742342,20.734039,20.706078
cuda,hf_DistilBert,8,3.596310,1.966114,1.952232
cuda,hf_GPT2,4,6.939952,3.864722,3.850225
cuda,hf_GPT2_large,4,21.540025,11.649208,11.632432
cuda,hf_Longformer,2,26.140907,17.731915,17.690544
cuda,hf_Reformer,4,4.934315,1.521023,1.499997
cuda,hf_T5,8,9.739441,5.558460,5.543355
cuda,hf_T5_large,2,42.422284,23.077409,23.056820
cuda,lennard_jones,1000,0.364461,0.123119,0.109342
cuda,mnasnet1_0,32,4.906914,3.060102,3.045678
cuda,mobilenet_v2,96,5.146351,3.248771,3.233709
cuda,mobilenet_v2_quantized_qat,96,10.133648,7.717906,7.699087
cuda,mobilenet_v3_large,32,5.395602,3.335471,3.320304
cuda,nvidia_deeprecommender,256,0.481349,0.179968,0.166503
cuda,phlippe_densenet,128,5.179812,3.189523,3.174479
cuda,phlippe_resnet,128,1.971778,1.134581,1.120157
cuda,pytorch_CycleGAN_and_pix2pix,1,2.146593,1.383504,1.369450
cuda,pytorch_stargan,16,2.493791,1.679514,1.664796
cuda,pytorch_struct,200,0.855208,0.417390,0.404453
cuda,pytorch_unet,1,2.702165,1.664006,1.649934
cuda,resnet152,32,14.957332,9.314393,9.296191
cuda,resnet18,16,2.004408,1.157471,1.142834
cuda,resnet50,32,5.104724,3.165603,3.150589
cuda,resnet50_quantized_qat,32,9.801220,7.525302,7.506689
cuda,resnext50_32x4d,8,5.047416,3.116337,3.101948
cuda,shufflenet_v2_x1_0,128,5.653045,3.559923,3.544541
cuda,soft_actor_critic,256,0.419625,0.118289,0.104712
cuda,speech_transformer,32,9.255157,5.601593,5.584481
cuda,squeezenet1_1,32,1.066438,0.463377,0.449587
cuda,timm_efficientnet,32,7.271281,3.964865,3.950401
cuda,timm_nfnet,128,8.594608,4.246371,4.232341
cuda,timm_regnet,32,8.948259,4.385442,4.370382
cuda,timm_resnest,32,2.723829,1.558124,1.543867
cuda,timm_vision_transformer,32,4.874378,2.935277,2.920406
cuda,timm_vovnet,32,4.807725,2.352970,2.339455
cuda,tts_angular,64,0.316623,0.055941,0.042637
cuda,vgg16,64,0.738169,0.323077,0.309258
cuda,yolov3,16,7.863286,4.532926,4.517181
