dev,name,batch_size,ts_nvfuser,aot_nvfuser,inductor_cudagraphs
cuda,ghostnet_100,128,1.2065,0.9995,1.7354
cuda,coat_lite_mini,128,1.0451,1.0735,1.5684
cuda,dm_nfnet_f0,128,0.692,1.2271,1.4368
cuda,regnety_002,128,1.1758,1.2975,1.4073
cuda,hrnet_w18,128,1.2504,1.2993,1.3428
cuda,crossvit_9_240,64,1.0526,1.0477,1.3351
cuda,nfnet_l0,128,1.2176,1.1836,1.3135
cuda,res2next50,128,1.1004,1.1502,1.2929
cuda,res2net50_14w_8s,128,1.1658,1.2162,1.2593
cuda,inception_v3,128,1.1105,1.1336,1.2584
cuda,adv_inception_v3,128,1.1106,1.1335,1.2578
cuda,gluon_inception_v3,128,1.1109,1.1336,1.2576
cuda,selecsls42b,128,1.1845,1.1905,1.2392
cuda,resnet18,128,1.1481,1.1599,1.23
cuda,botnet26t_256,128,1.1514,1.1659,1.2283
cuda,pit_b_224,64,1.0415,1.0613,1.2171
cuda,lcnet_050,128,0.8828,1.2991,1.2148
cuda,eca_botnext26ts_256,128,1.175,1.16,1.2082
cuda,eca_halonext26ts,128,1.166,1.1574,1.2066
cuda,gmixer_24_224,128,1.0725,1.0673,1.1826
cuda,hardcorenas_a,128,1.0373,1.0652,1.1799
cuda,convnext_base,64,0.9882,0.0,1.1482
cuda,rexnet_100,128,1.0289,1.0414,1.1444
cuda,mobilenetv3_large_100,128,0.9894,1.0403,1.1444
cuda,tf_efficientnet_b0,128,1.057,1.0369,1.1385
cuda,ese_vovnet19b_dw,128,1.0531,0.0,1.1292
cuda,gmlp_s16_224,128,1.0128,1.004,1.1282
cuda,mnasnet_100,128,1.0289,1.0274,1.1059
cuda,swsl_resnext101_32x16d,32,1.0918,1.0957,1.0923
cuda,cspdarknet53,64,0.9417,1.0712,1.0859
cuda,fbnetc_100,128,1.015,1.0311,1.0833
cuda,mobilenetv2_100,128,0.9169,1.048,1.0649
cuda,spnasnet_100,128,0.9774,0.9772,1.0437
cuda,repvgg_a2,128,0.9428,0.9795,1.0366
cuda,visformer_small,128,1.025,1.0186,1.0225
cuda,tinynet_a,128,1.0143,0.9838,1.0108
cuda,poolformer_m36,64,1.0467,0.0,1.0094
cuda,gernet_l,128,1.0043,1.0078,1.0016
cuda,fbnetv3_b,128,0.8543,0.9764,0.9226
cuda,mixer_b16_224,128,0.975,0.9901,0.9203
cuda,gluon_xception65,32,1.0718,1.0407,0.9014
cuda,resmlp_12_224,128,1.1978,0.0,0.6441
cuda,tnt_s_patch16_224,128,1.295,1.5857,0.0
cuda,ecaresnet101d,128,1.1907,1.2151,0.0
cuda,convit_base,64,1.1489,1.1769,0.0
cuda,sebotnet33ts_256,128,1.1784,1.1723,0.0
cuda,resnest101e,64,1.1248,1.1718,0.0
cuda,densenet121,128,1.1006,1.1534,0.0
cuda,volo_d1_224,128,1.0705,1.1438,0.0
cuda,res2net101_26w_4s,128,1.101,1.1386,0.0
cuda,gluon_senet154,64,1.1547,1.1275,0.0
cuda,nasnetalarge,16,1.0901,1.102,0.0
cuda,twins_pcpvt_base,128,1.1153,1.0993,0.0
cuda,mobilevit_s,128,1.1405,1.0893,0.0
cuda,pnasnet5large,16,1.0818,1.0832,0.0
cuda,mixnet_l,128,0.9929,1.0291,0.0
cuda,tf_mixnet_l,128,0.9926,1.0279,0.0
cuda,convmixer_768_32,64,1.0201,1.0209,0.0
cuda,deit_base_distilled_patch16_224,128,1.0352,1.0196,0.0
cuda,dpn107,64,1.0187,1.0076,0.0
cuda,jx_nest_base,64,1.1348,0.9998,0.0
cuda,swin_base_patch4_window7_224,64,1.0659,0.9997,0.0
cuda,cait_m36_384,4,0.9969,0.9861,0.0
cuda,vit_base_patch16_224,128,0.9883,0.9811,0.0
cuda,beit_base_patch16_224,128,0.9701,0.9619,0.0
cuda,dla102,128,1.2486,0.0,0.0
cuda,levit_128,128,1.1542,0.0,0.0
cuda,xcit_large_24_p8_224,11,1.0242,0.0,0.0
cuda,legacy_senet154,0,0.0,0.0,0.0
