dev,name,batch_size,time,memory,graphs
cuda,adv_inception_v3,128,18.5754,14.1500,2
cuda,beit_base_patch16_224,128,21.5754,20.9551,2
cuda,botnet26t_256,128,12.8146,13.5070,2
cuda,cait_m36_384,4,18.3970,18.5056,77
cuda,coat_lite_mini,128,10.6181,11.7419,18
cuda,convit_base,64,15.1176,13.5640,27
cuda,convmixer_768_32,64,17.0870,27.0385,2
cuda,convnext_base,64,35.3768,14.8610,6
cuda,crossvit_9_240,64,14.4575,4.2210,2
cuda,cspdarknet53,64,31.7554,12.1300,2
cuda,deit_base_distilled_patch16_224,128,9.1354,19.7589,2
cuda,densenet121,128,44.7997,17.7232,14
cuda,dla102,128,32.4864,18.7219,2
cuda,dm_nfnet_f0,128,40.3184,13.9529,2
cuda,dpn107,64,48.7872,22.6803,2
cuda,eca_botnext26ts_256,128,15.2781,16.5703,2
cuda,eca_halonext26ts,128,15.8536,16.6856,2
cuda,ecaresnet101d,0,0.0000
cuda,ese_vovnet19b_dw,128,10.9833,9.9145,2
cuda,fbnetc_100,128,16.2839,8.0753,2
cuda,fbnetv3_b,128,56.8631,11.0183,2
cuda,gernet_l,128,20.7064,10.3343,2
cuda,ghostnet_100,128,6.4768,5.3461,2
cuda,gluon_inception_v3,128,18.5818,14.1500,2
cuda,gluon_senet154,0,0.0000
cuda,gluon_xception65,32,26.8586,14.4660,2
cuda,gmixer_24_224,128,31.9809,12.7287,50
cuda,gmlp_s16_224,128,13.8939,18.5110,32
cuda,hardcorenas_a,128,18.0063,6.0733,2
cuda,hrnet_w18,128,89.3343,17.5495,2
cuda,inception_v3,128,18.3834,14.1500,2
cuda,jx_nest_base,64,9.0143,19.7422,2
cuda,lcnet_050,128,16.5071,2.1741,2
cuda,legacy_senet154,0,0.0000
cuda,levit_128,128,27.8494,3.2618,2
cuda,mixer_b16_224,128,11.4935,15.8299,26
cuda,mixnet_l,128,37.8214,16.5259,2
cuda,mnasnet_100,128,12.7884,6.3904,2
cuda,mobilenetv2_100,128,7.9479,10.1625,2
cuda,mobilenetv3_large_100,128,22.5394,5.8439,2
cuda,mobilevit_s,128,17.2848,25.9388,2
cuda,nasnetalarge,16,77.4666,12.8508,2
cuda,nfnet_l0,128,29.9124,13.2545,2
cuda,pit_b_224,64,9.8720,14.8430,2
cuda,pnasnet5large,16,56.1678,14.6556,2
cuda,poolformer_m36,64,48.0864,17.1035,2
cuda,regnety_002,128,24.5134,2.9305,2
cuda,repvgg_a2,128,18.5083,6.4718,2
cuda,res2net101_26w_4s,128,46.2471,22.7051,2
cuda,res2net50_14w_8s,128,40.9592,16.6113,2
cuda,res2next50,128,22.1199,16.9979,2
cuda,resmlp_12_224,128,18.2463,7.9038,2
cuda,resnest101e,64,48.7752,17.3014,2
cuda,resnet18,128,7.2705,3.9492,2
cuda,rexnet_100,128,25.8876,10.8650,2
cuda,sebotnet33ts_256,128,20.9865,24.3626,2
cuda,selecsls42b,128,10.9501,6.6821,2
cuda,spnasnet_100,128,15.8129,6.9826,2
cuda,swin_base_patch4_window7_224,64,14.6165,15.0288,3
cuda,swsl_resnext101_32x16d,32,28.7371,15.7685,2
cuda,tf_efficientnet_b0,128,23.6368,11.6557,2
cuda,tf_mixnet_l,128,41.1306,16.8272,2
cuda,tinynet_a,128,27.1884,9.2722,2
cuda,tnt_s_patch16_224,128,15.0730,18.9068,51
cuda,twins_pcpvt_base,128,18.4666,22.6797,34
cuda,visformer_small,128,9.8281,10.8521,2
cuda,vit_base_patch16_224,128,8.9776,19.6335,2
cuda,volo_d1_224,128,17.5299,18.7912,41
cuda,xcit_large_24_p8_224,11,39.5091,18.4448,78
