dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function
cuda,BartForCausalLM,2,1.360078,3.721567
cuda,BertForQuestionAnswering,64,1.581528,3.702111
cuda,BlenderbotSmallForCausalLM,64,0.966881,2.570162
cuda,BlenderbotSmallForConditionalGeneration,32,2.302569,7.067752
cuda,CamemBert,1,1.597212,3.745411
cuda,DebertaForMaskedLM,4,3.673045,5.362962
cuda,DistilBertForMaskedLM,16,0.755597,1.875148
cuda,DistilBertForQuestionAnswering,32,0.763475,1.857596
cuda,DistillGPT2,1,0.880938,1.743034
cuda,ElectraForCausalLM,1,1.582708,3.671433
cuda,ElectraForQuestionAnswering,64,1.592602,3.732569
cuda,GoogleFnet,1,1.003307,1.704477
cuda,LayoutLMForSequenceClassification,16,1.691313,3.953490
cuda,MBartForCausalLM,16,1.381028,3.752525
cuda,MT5ForConditionalGeneration,2,3.483770,9.532650
cuda,MegatronBertForCausalLM,2,3.256412,8.203594
cuda,MegatronBertForQuestionAnswering,8,3.273868,7.933032
cuda,MobileBertForMaskedLM,16,7.814198,21.150382
cuda,MobileBertForQuestionAnswering,32,8.117568,22.114393
cuda,OPTForCausalLM,4,1.401445,3.730136
cuda,PLBartForCausalLM,16,0.815161,1.843393
cuda,PLBartForConditionalGeneration,8,1.774846,5.318713
cuda,PegasusForCausalLM,8,1.422934,3.769780
cuda,PegasusForConditionalGeneration,4,3.331748,9.610534
cuda,RobertaForCausalLM,4,1.629049,3.928561
cuda,RobertaForQuestionAnswering,64,1.605915,3.793155
cuda,Speech2Text2ForCausalLM,64,0.837476,1.858320
cuda,T5ForConditionalGeneration,4,2.451561,6.199673
cuda,T5Small,1,2.421064,6.050103
cuda,TrOCRForCausalLM,8,1.352238,3.660027
cuda,YituTechConvBert,1,2.294327,6.859914
