dev,name,batch_size,speedup,start_latency,peak_memory
cuda,BERT_pytorch,16,1.6545,8.4144,8.0479
cuda,Background_Matting,4,0.8943,6.2926,16.7286
cuda,LearningToPaint,96,1.1262,2.0738,1.7732
cuda,Super_SloMo,6,0.8922,5.3375,10.6764
cuda,alexnet,128,0.8322,0.9535,4.0323
cuda,attention_is_all_you_need_pytorch,256,0.8034,8.8870,11.1388
cuda,dcgan,32,1.6510,0.7263,0.1818
cuda,densenet121,4,2.5401,15.6277,1.2058
cuda,dlrm,0,0.0000
cuda,drq,1,1.7058,0.9840,0.1624
cuda,fastNLP_Bert,6,0.7989,8.1664,11.3198
cuda,hf_Albert,8,0.7751,7.4982,13.7747
cuda,hf_Bart,4,0.9093,12.0927,13.9719
cuda,hf_Bert,4,0.9474,6.9209,10.6720
cuda,hf_BigBird,0,0.0000
cuda,hf_DistilBert,8,0.7062,4.1520,10.8352
cuda,hf_GPT2,4,0.8535,6.9846,14.4572
cuda,hf_Longformer,0,0.0000
cuda,hf_Reformer,0,0.0000
cuda,hf_T5,0,0.0000
cuda,mnasnet1_0,32,1.2067,4.7441,2.4714
cuda,mobilenet_v2,96,0.7699,4.8763,12.7182
cuda,mobilenet_v3_large,32,1.3987,5.1059,2.5590
cuda,moco,32,0.9912,2.3161,3.1183
cuda,nvidia_deeprecommender,256,0.6509,0.6311,11.6701
cuda,pytorch_CycleGAN_and_pix2pix,1,1.3212,2.8977,1.1602
cuda,pytorch_stargan,16,0.9959,2.6499,1.8131
cuda,pytorch_struct,200,1.0272,1.2860,0.8136
cuda,pytorch_unet,1,0.8722,2.2402,6.0944
cuda,resnet18,16,1.5487,2.1424,1.2160
cuda,resnet50,32,0.9920,5.1043,5.6466
cuda,resnext50_32x4d,8,1.7921,4.9930,2.6035
cuda,shufflenet_v2_x1_0,128,0.9527,6.0157,4.3584
cuda,soft_actor_critic,256,1.1344,0.6048,0.0560
cuda,speech_transformer,0,0.0000
cuda,squeezenet1_1,32,1.2923,1.9102,1.3320
cuda,tacotron2,0,0.0000
cuda,timm_efficientdet,1,2.2481,43.6853,3.4143
cuda,timm_efficientnet,32,1.1324,7.5871,5.8127
cuda,timm_nfnet,128,0.8767,9.8490,23.2945
cuda,timm_regnet,32,0.9112,9.7098,11.9946
cuda,timm_resnest,32,0.8457,3.1254,4.0149
cuda,timm_vision_transformer,8,1.6286,5.1063,2.0825
cuda,timm_vovnet,32,0.9812,4.4582,5.2323
cuda,tts_angular,64,0.9958,0.6616,0.6186
cuda,vgg16,64,0.8627,1.5262,16.5132
cuda,vision_maskrcnn,0,0.0000
cuda,yolov3,16,0.8053,14.1034,14.7381
