dev,name,batch_size,speedup,start_latency,peak_memory
cuda,adv_inception_v3,128,0.8574,10.2030,22.2421
cuda,beit_base_patch16_224,0,0.0000
cuda,botnet26t_256,128,0.8348,5.0878,19.0680
cuda,cait_m36_384,2,1.0484,29.5277,26.6476
cuda,coat_lite_mini,0,0.0000
cuda,convmixer_768_32,32,0.9244,7.7571,20.7388
cuda,convnext_base,32,0.7577,9.2610,15.6761
cuda,crossvit_9_240,64,0.8393,9.1056,6.9066
cuda,cspdarknet53,64,0.8113,7.7049,17.9624
cuda,deit_base_distilled_patch16_224,64,0.7993,5.4689,19.5366
cuda,densenet121,64,1.0215,16.8557,13.4395
cuda,dla102,64,0.8420,11.1382,15.6526
cuda,dm_nfnet_f0,128,0.8746,9.8518,23.2967
cuda,dpn107,32,0.8298,14.9645,20.0818
cuda,eca_botnext26ts_256,64,0.6821,5.6417,16.1602
cuda,eca_halonext26ts,0,0.0000
cuda,ese_vovnet19b_dw,128,0.7956,3.8511,15.9597
cuda,fbnetc_100,128,0.8520,7.1321,11.1085
cuda,fbnetv3_b,128,0.8552,11.8152,18.2926
cuda,gernet_l,128,0.8348,6.4394,13.9126
cuda,ghostnet_100,128,0.9446,9.5533,8.4667
cuda,gluon_inception_v3,128,0.8532,10.5426,22.2414
cuda,gluon_senet154,32,0.9758,27.5139,23.2341
cuda,gluon_xception65,32,0.7599,12.5886,22.9397
cuda,gmixer_24_224,64,0.6929,9.9445,14.2091
cuda,gmlp_s16_224,64,0.7763,8.8525,14.8045
cuda,hrnet_w18,2,2.5624,43.5277,1.4381
cuda,inception_v3,128,0.8562,10.3517,22.2435
cuda,jx_nest_base,0,0.0000
cuda,lcnet_050,128,1.0091,3.4645,3.5074
cuda,mixer_b16_224,64,0.7886,4.5339,14.5641
cuda,mixnet_l,64,0.8406,15.3156,14.5002
cuda,mnasnet_100,128,0.8475,5.4971,9.2300
cuda,mobilenetv2_100,128,0.7728,5.4686,16.8906
cuda,mobilenetv3_large_100,128,0.8677,5.9592,9.3760
cuda,mobilevit_s,0,0.0000
cuda,nfnet_l0,64,0.7566,9.8029,13.0595
cuda,pit_b_224,0,0.0000
cuda,pnasnet5large,16,0.8189,35.0786,31.7358
cuda,poolformer_m36,64,0.8076,12.1584,26.5406
cuda,regnety_002,128,1.2022,6.4084,4.1102
cuda,repvgg_a2,128,0.8778,5.4631,9.4710
cuda,res2net101_26w_4s,64,0.9030,22.0435,19.1461
cuda,res2net50_14w_8s,2,2.3235,18.8746,1.6057
cuda,res2next50,2,2.3374,9.2600,1.5930
cuda,resmlp_12_224,128,0.7665,4.2801,15.0436
cuda,resnest101e,32,1.0563,21.3451,15.6556
cuda,resnet18,128,0.8502,2.2997,5.6426
cuda,rexnet_100,128,0.7204,8.2747,21.6491
cuda,sebotnet33ts_256,64,0.7019,7.0706,19.4806
cuda,selecsls42b,128,0.8471,4.4140,10.6129
cuda,spnasnet_100,128,0.8433,6.6265,10.1268
cuda,swin_base_patch4_window7_224,0,0.0000
cuda,swsl_resnext101_32x16d,32,0.8213,11.1698,29.2350
cuda,tf_efficientnet_b0,128,0.6943,8.3105,22.5275
cuda,tf_mixnet_l,64,0.8246,15.1821,15.0212
cuda,tinynet_a,128,0.6965,9.5982,18.0696
cuda,tnt_s_patch16_224,64,0.8684,15.3228,17.0639
cuda,twins_pcpvt_base,0,0.0000
cuda,visformer_small,128,0.8358,5.5436,18.4051
cuda,vit_base_patch16_224,64,0.8433,5.6560,19.3811
cuda,volo_d1_224,64,0.8538,10.2692,17.4045
