dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler
cuda,Background_Matting,4,1.682697,5.541748,2.109297,8.809732,4.594222,1.947765,0.202152,5.685659
cuda,LearningToPaint,96,0.687322,2.716975,0.950624,3.629568,1.085762,0.507163,0.075276,2.195456
cuda,Super_SloMo,6,1.884429,8.133090,2.766855,9.285348,4.872182,1.758687,0.108718,3.992786
cuda,alexnet,128,0.134480,1.583059,0.212384,2.453103,0.558709,0.189812,0.013853,1.089185
cuda,attention_is_all_you_need_pytorch,256,2.118161,7.151976,2.739748,9.285107,3.818535,1.607238,0.355001,23.017006,4.997676
cuda,dcgan,32,0.131417,1.239683,0.194693,1.857796,0.181165,0.076992,0.012437,0.820685
cuda,demucs,4,0.290302
cuda,densenet121,4,3.853940,14.824763,6.309359,21.903460,12.652766,3.976683,0.635188,13.638712
cuda,drq,1,0.230181,1.661119,0.159406,2.628961,0.143936,0.074950,0.014360,1.135867
cuda,fastNLP_Bert,6,2.699932,8.272963,2.392846,10.553684,3.342043,1.565822,0.291339,5.685593,5.110714
cuda,functorch_dp_cifar10,64,0.521829,3.184923,1.261921,5.813426,2.419144,0.660829,0.071901,3.935653,6.853356
cuda,hf_Albert,8,2.089242,3.495303,2.350493,6.209229,2.521737,1.060489,0.145867,5.155751,5.920992
cuda,hf_Bart,4,3.046271,7.858775,2.906500,12.173761,4.859776,1.863727,0.390796,4.757640,7.357926
cuda,hf_Bert,4,2.563609,5.088378,2.342215,7.793394,3.678274,1.398949,0.284407,5.155815,0.611058
cuda,hf_BigBird,2,11.335170,6.369448,1.826425,9.898586,2.780532,1.250758,0.217202,5.468486,0.504704
cuda,hf_DistilBert,8,1.121863,3.241266,1.334218,5.331611,1.814995,0.766508,0.120967,3.479608,3.474164
cuda,hf_GPT2,4,2.416528,4.736025,1.953784,7.274700,2.745189,1.609182,0.240509,4.582122,3.906410
cuda,hf_GPT2_large,4,8.282819,12.245791,6.251479,19.457143,9.999141,3.754110,1.221372,13.745126,2.579180
cuda,hf_Reformer,4,3.229224,8.715577,0.748415,9.378283,1.434857,0.624856,0.064308,5.113074,1.459891
cuda,hf_T5,8,3.321622,7.294093,2.316525,10.778888,4.310835,1.498573,0.291148,6.482405,5.935227
cuda,hf_T5_large,2,17.605018,25.369319,9.852998,34.529309,18.235621,5.788826,2.331846,35.027055,20.537920
cuda,lennard_jones,1000,0.108513,0.902591,0.072768,1.439392,0.072677,0.046198,0.006427,0.614217
cuda,mnasnet1_0,32,1.537892,5.769239,2.529582,8.054047,3.367581,1.413109,0.211550,4.904965,4.031635
cuda,mobilenet_v2,96,1.607040,6.684042,2.899054,8.391319,3.890622,1.525715,0.240009,4.711290
cuda,mobilenet_v3_large,32,1.694096,6.228210,2.813355,9.000041,3.892098,1.565636,0.242245,5.684227,10.669918
cuda,nvidia_deeprecommender,256,0.192360,1.223737,0.116534,2.264749,0.116276,0.061980,0.009485,1.164565,0.649591
cuda,pytorch_CycleGAN_and_pix2pix,1,0.616104,2.570914,0.972728,4.530010,1.790821,0.961727,0.073975,2.977909
cuda,pytorch_stargan,16,0.609462,1.977701,0.952252,3.263025,0.826085,0.321130,0.052871,2.276645,43.408590
cuda,pytorch_struct,200,0.281044,1.135186,0.178846,2.655605,0.376183,0.128573,0.025153,1.712237,31.584066
cuda,pytorch_unet,1,0.769050,3.188016,0.984555,4.663864,1.868712,0.861610,0.073584,2.498430
cuda,resnet18,16,0.647383,3.342366,0.972746,4.655926,1.518255,0.800170,0.072648,2.321448,5.108322
cuda,resnet50,32,1.610747,5.051024,2.530902,7.102672,3.122330,1.254750,0.212492,4.678058,5.150018
cuda,resnext50_32x4d,8,1.590244,4.361347,2.108942,6.867962,2.993709,1.250857,0.192525,4.709187,6.019941
cuda,shufflenet_v2_x1_0,128,1.765793,6.083358,2.837978,8.704042,4.000481,1.988710,0.286937,5.561347
cuda,soft_actor_critic,256,0.149258,1.506616,0.070674,2.426744,0.069754,0.041361,0.006240,0.995581
cuda,speech_transformer,32,3.124289,8.057665,2.578159,12.477651,4.264320,2.233166,0.318931,7.124871
cuda,squeezenet1_1,32,0.299136,2.066634,0.457152,2.947070,0.831181,0.381792,0.039952,1.354376
cuda,tacotron2,64,20.846339,15.989645,3.539096,24.361148,5.665808,3.457869,0.554493,6.463091,12.122632
cuda,timm_nfnet,128,2.852767,7.163179,6.048902,10.120294,5.710926,1.747804,0.260660,9.635780
cuda,timm_resnest,32,0.901433,5.148385,1.603115,7.845594,3.044918,1.226652,0.100290,49.703378,4.350777
cuda,timm_vision_transformer,8,1.515830,4.543378,2.090646,10.339578,2.655184,1.294860,0.211855,31.131873,8.289959
cuda,timm_vision_transformer_large,8,4.859951,10.883682,6.900584,27.542854,10.898575,3.963173,1.244346,22.593632,23.844399
cuda,tts_angular,64,0.146817,0.881042,0.045381,1.360104,0.027411,0.014148,0.001398,0.526425
cuda,vgg16,64,0.205623,1.758983,0.316208,2.729127,0.768083,0.277901,0.024618,1.297269
cuda,yolov3,16,3.962469,34.745876,4.759874,388.142389,14.511574,5.554146,0.356277,358.302844
