dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,4,0.8853,9.1933,0.7431
cuda,AlbertForQuestionAnswering,4,0.8857,9.1340,0.7540
cuda,AllenaiLongformerBase,1,0.7211,18.2925,0.9476
cuda,BartForCausalLM,4,0.9692,8.6460,0.8997
cuda,BartForConditionalGeneration,2,0.9692,23.4574,0.9073
cuda,BertForMaskedLM,64,0.9564,9.9601,0.8990
cuda,BertForQuestionAnswering,128,0.9831,10.1354,0.9520
cuda,BigBird,1,0.9120,17.6364,0.9547
cuda,BlenderbotSmallForCausalLM,64,0.9271,5.9693,0.8172
cuda,BlenderbotSmallForConditionalGeneration,64,0.9236,14.9556,0.8918
cuda,CamemBert,1,0.8340,9.4983,0.8143
cuda,DebertaForMaskedLM,4,0.7206,13.3804,0.9824
cuda,DebertaForQuestionAnswering,8,0.8952,13.3498,1.0737
cuda,DistilBertForMaskedLM,64,0.9531,4.5501,0.8599
cuda,DistilBertForQuestionAnswering,64,0.9508,4.5626,0.9216
cuda,DistillGPT2,1,0.8669,4.3628,0.7984
cuda,ElectraForCausalLM,32,0.9435,9.5563,0.8480
cuda,ElectraForQuestionAnswering,64,0.9702,9.5633,0.9538
cuda,GPT2ForSequenceClassification,4,0.9789,8.6531,0.9164
cuda,LayoutLMForMaskedLM,16,0.9614,9.9474,0.9238
cuda,LayoutLMForSequenceClassification,16,0.9819,9.8095,0.9325
cuda,M2M100ForConditionalGeneration,8,0.8773,21.7769,0.9583
cuda,MBartForCausalLM,32,0.9383,8.6136,0.8924
cuda,MBartForConditionalGeneration,16,0.8365,23.0304,0.8555
cuda,MT5ForConditionalGeneration,8,0.8289,17.6853,0.8300
cuda,MegatronBertForCausalLM,16,0.8479,19.2551,0.8597
cuda,MegatronBertForQuestionAnswering,16,0.8528,19.1526,0.8529
cuda,MobileBertForMaskedLM,32,0.8297,42.9125,0.8864
cuda,MobileBertForQuestionAnswering,64,0.8123,43.0802,0.9965
cuda,OPTForCausalLM,32,0.9311,9.1719,0.8679
cuda,PLBartForCausalLM,32,0.9288,4.5096,0.8444
cuda,PLBartForConditionalGeneration,16,0.8298,12.1019,0.9000
cuda,PegasusForCausalLM,32,0.9523,8.6368,0.8906
cuda,PegasusForConditionalGeneration,16,0.8312,24.1735,0.9635
cuda,RobertaForCausalLM,64,0.9604,9.4396,0.8994
cuda,RobertaForQuestionAnswering,128,0.9840,9.6973,0.9520
cuda,Speech2Text2ForCausalLM,128,0.9364,4.4472,0.8196
cuda,T5ForConditionalGeneration,4,0.8513,12.3363,0.9527
cuda,T5Small,1,0.8571,12.4457,0.8840
cuda,TrOCRForCausalLM,32,0.9414,8.7548,0.8921
cuda,XGLMForCausalLM,8,0.8210,17.8961,0.9164
cuda,YituTechConvBert,1,0.8260,14.2617,0.8648
