dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,Background_Matting,4,1.770228
cuda,LearningToPaint,96,0.805872
cuda,Super_SloMo,6,1.999200
cuda,alexnet,128,0.231211
cuda,attention_is_all_you_need_pytorch,256,2.200481
cuda,dcgan,32,0.228189
cuda,demucs,4,0.358691
cuda,densenet121,4,4.021290
cuda,drq,1,0.230070
cuda,fastNLP_Bert,6,2.658564
cuda,functorch_dp_cifar10,64,0.610129
cuda,hf_Albert,8,2.071676
cuda,hf_Bart,4,2.969001
cuda,hf_Bert,4,2.512598
cuda,hf_BigBird,2,11.304647
cuda,hf_DistilBert,8,1.087979
cuda,hf_GPT2,4,2.353495
cuda,hf_GPT2_large,4,8.181276
cuda,hf_Longformer,2,8.592689
cuda,hf_Reformer,4,2.935758
cuda,hf_T5,8,3.512881
cuda,hf_T5_large,2,17.405595
cuda,lennard_jones,1000,0.195081
cuda,mnasnet1_0,32,1.602328
cuda,mobilenet_v2,96,1.677472
cuda,mobilenet_v3_large,32,1.764662
cuda,nvidia_deeprecommender,256,0.294095
cuda,pytorch_CycleGAN_and_pix2pix,1,0.713300
cuda,pytorch_stargan,16,0.719242
cuda,pytorch_struct,200,0.378257
cuda,pytorch_unet,1,0.840521
cuda,resnet18,16,0.740969
cuda,resnet50,32,1.696114
cuda,resnext50_32x4d,8,1.687728
cuda,shufflenet_v2_x1_0,128,1.895401
cuda,soft_actor_critic,256,0.241258
cuda,speech_transformer,32,3.110780
cuda,squeezenet1_1,32,0.393975
cuda,tacotron2,64,20.370056
cuda,timm_nfnet,128,2.962714
cuda,timm_resnest,32,1.020466
cuda,timm_vision_transformer,8,1.666960
cuda,timm_vision_transformer_large,8,5.123463
cuda,tts_angular,64,0.238724
cuda,vgg16,64,0.316014
cuda,yolov3,16,4.051636
