dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,2.956973,11.584182,5.065140,16.651788,8.666080,3.766330,0.605165,1.343722,11.663934
cuda,beit_base_patch16_224,64,1.874844,6.029826,2.159258,9.754902,3.352653,2.087149,0.240267,1.294655,2.974642,7.279698
cuda,cait_m36_384,4,6.004060,12.845456,6.867114,24.880328,12.774955,5.563396,1.754961,12.341123,15.458323,31.609270
cuda,coat_lite_mini,128,1.708518,6.480550,3.382091,13.176414,5.724086,2.066916,0.194638,12.764762,46.843438,22.937873
cuda,convit_base,64,1.843590,5.915795,2.649269,11.663013,4.834354,2.077281,0.271398,6.412493,8.622551,15.172370
cuda,convmixer_768_32,32,2.249738,4.780802,2.683458,7.368226,2.321515,1.239915,0.271038,7.015861,12.422155,6.212261
cuda,convnext_base,64,2.389864,8.508528,4.965553,20.977311,9.339451,3.046664,0.443356,24.407211,48.883714,42.019848
cuda,crossvit_9_240,128,2.803465,8.076846,3.537228,14.171843,6.848493,2.474269,0.394852,14.520594,16.786718,24.309729
cuda,deit_base_distilled_patch16_224,64,1.533184,5.263550,2.043494,11.607348,3.901063,1.397299,0.216831,4.120355,4.632813,12.601159
cuda,dla102,128,3.355127,9.317551,4.555655,13.855352,7.273779,2.732835,0.547786,1.220721,10.517640
cuda,dm_nfnet_f0,128,2.895922,7.569052,5.789005,11.089831,6.166371,1.754936,0.268286,1.048236,10.552045
cuda,gluon_inception_v3,128,2.920889,11.615826,5.119686,16.702742,8.736102,3.825502,0.617905,1.248167,11.640287
cuda,gluon_xception65,32,4.049046,9.412546,5.318723,13.073186,6.812149,2.386434,0.687700,6.658777,15.875681,5.378194
cuda,gmixer_24_224,128,2.632514,6.781695,2.293794,12.761057,5.802815,2.286968,0.388151,7.474784,12.199188,15.881610
cuda,gmlp_s16_224,128,2.291110,10.424899,3.957989,16.956853,8.559130,2.946260,0.426601,9.275780,15.949822,19.936110
cuda,hrnet_w18,128,11.249930,30.391478,14.701237,46.635411,27.505784,9.522119,5.279341,3.997469,36.509508
cuda,inception_v3,128,2.939965,11.609439,5.114667,16.728897,8.737849,3.838137,0.610591,1.330354,11.749753
cuda,jx_nest_base,32,2.816792,11.217268,5.099527,20.432854,10.676970,3.779926,0.588292,19.523565,30.182786,34.407233
cuda,mixer_b16_224,128,1.194217,5.664159,2.343382,8.214743,2.790980,1.078009,0.149556,5.746358,8.795904,10.730108
cuda,nfnet_l0,128,2.632186,5.349101,2.641954,9.060955,4.182908,1.394531,0.267032,1.626385,8.115743,0.898840
cuda,pit_b_224,64,1.770821,5.710773,2.561328,9.075048,3.829320,1.488707,0.239234,0.250640,1.704414,6.277346
cuda,poolformer_m36,64,3.148941,14.585604,7.209679,22.835793,13.615230,4.878649,0.676153,1.659066,17.374368
cuda,res2net101_26w_4s,64,6.104924,17.014147,8.099327,24.643111,13.700303,5.916400,1.615212,2.847699,18.936332
cuda,res2net50_14w_8s,128,5.266146,15.398848,7.510727,22.951837,12.963457,4.875565,1.341428,2.548836,17.925567
cuda,res2next50,128,2.875106,8.866519,3.822364,13.445486,7.035362,2.816121,0.496588,1.062491,9.632688
cuda,resmlp_12_224,128,1.017260,3.728400,1.471004,9.812867,2.204037,1.070426,0.132313,5.777817,9.987268,13.395683
cuda,resnest101e,64,6.083535,12.943051,6.741710,21.067739,11.450690,4.363749,1.122624,12.884640,25.238008,28.083752
cuda,selecsls42b,128,1.277355,5.892601,2.310788,9.041875,3.932212,1.695009,0.184258,0.613407,6.154499
cuda,swin_base_patch4_window7_224,64,4.774198,15.732920,6.752795,27.694818,14.265052,5.311361,0.636922,32.366007,39.211841,51.313227
cuda,swsl_resnext101_32x16d,32,3.301603,7.679281,4.129571,10.998684,5.525613,1.932334,0.460257,5.981185,14.010942,4.847359
cuda,tnt_s_patch16_224,128,3.323229,9.177227,4.723042,15.840075,7.946180,2.910907,0.653803,5.529528,4.554134,17.124585
cuda,twins_pcpvt_base,64,4.913554,12.763753,6.584747,22.019219,11.437482,4.250266,1.223175,48.684371,91.394993,64.807266
cuda,visformer_small,128,1.390530,5.995922,3.155301,8.342524,3.276566,1.228776,0.187356,8.156688,13.761474,7.471527
cuda,vit_base_patch16_224,64,1.494369,5.098843,2.038462,11.181500,2.977617,1.644326,0.215083,4.088921,4.841583,12.301308
cuda,volo_d1_224,64,2.274878,9.297856,4.379237,15.381406,7.676503,2.865852,0.425545,8.556083,11.828962,19.183916
cuda,xcit_large_24_p8_224,5,5.554234,16.143590,9.063338,26.544520,15.123930,5.549629,1.473722,16.459575,22.886703,37.010970
