dev,name,batch_size,speedup,start_latency,peak_memory
cuda,adv_inception_v3,128,1.2933,51.9108,8.9926
cuda,beit_base_patch16_224,64,0.8982,17.6254,9.8366
cuda,botnet26t_256,128,1.5190,25.7099,7.6310
cuda,cait_m36_384,2,1.2504,48.6877,15.9443
cuda,coat_lite_mini,0,0.0000
cuda,convmixer_768_32,32,1.0591,10.2956,7.7083
cuda,convnext_base,32,1.0631,23.0123,8.1432
cuda,crossvit_9_240,64,1.0114,27.4327,2.8591
cuda,cspdarknet53,64,1.2019,28.8189,7.7244
cuda,deit_base_distilled_patch16_224,64,0.9849,10.5280,9.6404
cuda,densenet121,64,1.6331,110.6313,5.1905
cuda,dla102,0,0.0000
cuda,dm_nfnet_f0,128,1.1742,36.6542,9.6088
cuda,dpn107,32,1.1325,62.7227,9.2626
cuda,eca_botnext26ts_256,64,1.2742,32.0637,5.6638
cuda,eca_halonext26ts,64,1.2605,34.1095,5.6744
cuda,ecaresnet101d,64,1.4468,43.7156,7.5209
cuda,ese_vovnet19b_dw,128,1.4227,24.3098,5.7436
cuda,fbnetc_100,0,0.0000
cuda,fbnetv3_b,128,1.5172,53.9825,6.9592
cuda,gernet_l,128,1.2914,23.6792,5.9469
cuda,ghostnet_100,128,1.6130,43.7633,3.0998
cuda,gluon_inception_v3,128,1.2928,52.9962,8.9926
cuda,gluon_senet154,32,1.4406,74.1366,11.1205
cuda,gluon_xception65,32,1.1568,29.7727,9.3068
cuda,gmixer_24_224,64,1.0336,16.1613,4.8610
cuda,gmlp_s16_224,64,1.0142,13.2552,5.6642
cuda,hardcorenas_a,128,1.4354,38.8570,3.6644
cuda,hrnet_w18,2,1.4752,222.3107,1.0592
cuda,inception_v3,128,1.2929,52.4454,8.9926
cuda,jx_nest_base,0,0.0000
cuda,lcnet_050,128,2.2081,20.8689,1.4866
cuda,legacy_senet154,32,1.4502,73.6138,11.1159
cuda,mixer_b16_224,64,0.9677,11.1690,6.9529
cuda,mixnet_l,64,1.1508,51.8516,5.1632
cuda,mnasnet_100,0,0.0000
cuda,mobilenetv2_100,0,0.0000
cuda,mobilenetv3_large_100,128,1.5295,41.9562,3.8825
cuda,mobilevit_s,32,1.3454,31.2040,4.2869
cuda,nasnetalarge,16,1.1666,149.5552,10.0448
cuda,nfnet_l0,64,1.1271,31.2314,5.0336
cuda,pit_b_224,0,0.0000
cuda,pnasnet5large,16,1.1245,116.6652,11.3271
cuda,poolformer_m36,0,0.0000
cuda,regnety_002,128,1.7994,33.2317,1.7507
cuda,repvgg_a2,128,1.4729,27.7490,4.5580
cuda,res2net101_26w_4s,64,1.5566,67.0108,7.8382
cuda,res2net50_14w_8s,2,1.4632,73.6046,1.2060
cuda,res2next50,2,1.4403,47.0813,1.1895
cuda,resmlp_12_224,0,0.0000
cuda,resnest101e,32,1.4820,66.3094,6.6264
cuda,resnet18,128,1.4550,16.7844,2.9735
cuda,rexnet_100,128,1.2070,75.4671,7.1411
cuda,sebotnet33ts_256,64,1.2306,35.5413,8.0860
cuda,selecsls42b,128,1.5170,28.1256,4.6530
cuda,spnasnet_100,0,0.0000
cuda,swin_base_patch4_window7_224,64,0.9959,35.0656,13.6597
cuda,swsl_resnext101_32x16d,32,1.1403,31.8323,15.4476
cuda,tf_efficientnet_b0,128,1.2332,45.4595,7.1076
cuda,tf_mixnet_l,64,1.1388,51.9727,5.2455
cuda,tinynet_a,128,1.2585,44.8676,6.3399
cuda,tnt_s_patch16_224,64,1.7801,23.9001,6.7384
cuda,twins_pcpvt_base,0,0.0000
cuda,visformer_small,0,0.0000
cuda,vit_base_patch16_224,64,0.9198,9.5806,9.5659
cuda,volo_d1_224,64,1.1353,28.7875,7.2069
