dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,10.121710,8.828641,3.241796,1.799123,7.438560,2.859238,1.053463,0.144790,1.500714,7.578492,0.888250
cuda,AlbertForQuestionAnswering,4,10.190729,8.893087,3.224717,1.748945,7.601756,2.847317,1.041226,0.135867,1.085388,7.292541,0.511063
cuda,BartForCausalLM,4,12.869148,11.639750,5.925111,1.709736,9.013096,2.801228,1.154606,0.222282,1.359812,1.469015,6.242082
cuda,BartForConditionalGeneration,2,31.788573,28.420845,13.700974,4.855325,18.920856,7.920246,2.892954,0.824173,0.931828,1.238663,11.225796
cuda,BertForMaskedLM,16,13.337437,11.836614,5.867112,1.985903,8.374002,2.645059,1.552468,0.250010,1.905541,6.486095,1.436419
cuda,BertForQuestionAnswering,16,13.294253,11.792373,5.835969,1.987278,8.237885,2.634324,1.535147,0.244164,1.464838,5.942085,1.010565
cuda,BlenderbotSmallForCausalLM,64,8.102816,7.230375,3.282657,1.171680,5.627479,1.841157,0.857844,0.147698,2.348050,5.923408,2.021326
cuda,BlenderbotSmallForConditionalGeneration,64,20.022564,17.869767,7.867132,2.823049,12.159648,5.215361,2.061885,0.484396,2.037917,1.901136,9.297564
cuda,CamemBert,16,13.372150,11.860484,5.835271,1.768863,8.504354,2.634456,1.537198,0.245701,0.824715,5.352132,0.343525
cuda,DebertaForMaskedLM,4,25.583014,20.136032,12.355528,2.592510,15.831042,3.975150,1.951898,0.324140,18.015342,0.855651,24.320028
cuda,DebertaForQuestionAnswering,8,25.419967,19.950428,12.236142,2.525574,16.007983,3.898281,1.906431,0.318979,18.972654,1.776598,25.502910
cuda,DebertaV2ForMaskedLM,1,35.047420,26.371642,13.957432,2.952703,17.931448,4.407271,2.359213,0.561830,42.183734,1.470138,49.490815
cuda,DebertaV2ForQuestionAnswering,2,34.832236,26.117050,13.699597,3.454991,18.212990,5.260791,2.797903,0.568920,42.219109,0.488466,50.568274
cuda,DistilBertForMaskedLM,128,6.731359,6.097027,2.911903,0.950168,4.691007,1.435244,0.675719,0.112025,1.504526,4.284768,1.182305
cuda,DistilBertForQuestionAnswering,256,6.824644,6.166546,2.929275,0.960142,4.853603,1.463750,0.686912,0.109101,0.919451,3.851465,0.575761
cuda,DistillGPT2,16,8.534827,7.730892,4.637911,1.015307,6.440750,1.444267,0.686074,0.098162,2.108354,2.678492,4.972564
cuda,ElectraForCausalLM,32,15.586247,13.998097,7.840436,2.071200,10.968011,2.809737,1.330067,0.252821,3.496257,2.800336,8.787704
cuda,ElectraForQuestionAnswering,64,13.359926,11.797805,5.644720,1.799402,8.373624,2.692592,1.556587,0.249877,1.830453,6.451825,1.309952
cuda,GPT2ForSequenceClassification,4,11.841133,10.280591,4.657099,1.925359,6.800136,2.759205,1.207310,0.215718,1.400592,5.550970,1.017051
cuda,GoogleFnet,16,9.918495,8.934098,6.074136,1.093848,9.856064,1.758959,0.661855,0.111720,4.034401,1.768131,8.976601
cuda,LayoutLMForMaskedLM,16,14.049719,12.073972,6.044198,2.053930,8.643404,3.048333,1.290896,0.253879,1.885178,6.630071,1.411188
cuda,LayoutLMForSequenceClassification,16,13.729233,11.832635,5.949537,1.966920,10.101518,3.688729,1.482799,0.247618,7.072330,13.286232,6.530166
cuda,M2M100ForConditionalGeneration,16,30.024366,26.537925,12.544513,3.996095,19.355115,7.273457,3.176447,0.681905,3.972833,8.544579,15.297233
cuda,MBartForCausalLM,4,14.502915,13.253980,7.427211,1.749915,10.510667,2.825550,1.180350,0.221959,1.331446,1.321699,6.250535
cuda,MBartForConditionalGeneration,2,31.275012,27.877303,12.944462,4.844742,18.134936,7.996047,2.958785,0.846168,0.948730,0.526363,11.204342
cuda,MT5ForConditionalGeneration,16,23.225283,19.763445,8.834084,3.463717,13.855225,5.889445,1.928348,0.467397,4.035476,20.589944,12.689426
cuda,MegatronBertForCausalLM,4,22.769716,19.567447,7.784710,3.655837,11.863671,6.119393,2.437028,0.638263,1.159521,9.068274,0.392524
cuda,MegatronBertForQuestionAnswering,8,22.648792,19.417475,7.655730,3.573690,11.578397,5.941207,2.348757,0.638946,1.446770,9.115102,0.562919
cuda,MobileBertForMaskedLM,64,34.106592,27.288855,7.272783,5.187486,17.938325,9.143777,3.857104,2.032222,3.167050,19.345766,1.722428
cuda,MobileBertForQuestionAnswering,128,34.178147,27.365361,7.327404,5.283414,19.557917,9.995188,4.307150,2.378528,2.805014,20.641270,1.024792
cuda,OPTForCausalLM,2,13.067045,11.772769,6.119467,1.767587,9.248558,3.271310,1.337443,0.239660,1.500192,1.724342,6.477518
cuda,PLBartForCausalLM,8,8.380838,7.671249,4.374072,0.964857,6.708269,1.540683,0.690628,0.111750,1.132368,1.200050,4.478120
cuda,PLBartForConditionalGeneration,4,17.095537,15.367800,7.238287,2.456994,11.598746,4.547654,1.750844,0.369590,1.705079,1.716558,8.642303
cuda,PegasusForCausalLM,32,12.702084,11.398602,5.918167,1.696672,9.581128,2.809694,1.234075,0.233292,1.731135,1.589363,7.175062
cuda,PegasusForConditionalGeneration,32,29.137862,25.830153,11.042008,4.183281,16.746283,6.955240,3.087314,0.674887,2.319844,0.681356,12.426853
cuda,RobertaForCausalLM,16,13.441588,11.952677,5.987633,1.988002,8.365880,2.702771,1.574314,0.244826,0.814341,0.717856,5.270306
cuda,RobertaForQuestionAnswering,16,13.396249,11.895682,5.918842,1.957241,8.291319,2.618603,1.528700,0.244611,0.502041,4.920371
cuda,Speech2Text2ForCausalLM,256,8.379569,7.618191,4.829503,0.819253,7.591545,1.283205,0.637408,0.102404,1.413320,1.106456,5.039610
cuda,T5ForConditionalGeneration,4,17.252561,14.670648,6.949158,2.143370,13.004912,4.524189,1.415271,0.289191,2.639449,5.757193,10.965312
cuda,T5Small,4,17.147496,14.612260,6.940345,2.148044,13.021945,4.586571,1.418524,0.284492,2.684620,5.838527,11.040411
cuda,TrOCRForCausalLM,32,12.890455,11.653582,5.886170,1.688204,9.253999,3.158579,1.244791,0.234931,1.228343,1.086040,6.368488
cuda,XGLMForCausalLM,8,27.309555,24.553847,12.226118,3.944923,17.732581,7.381169,2.555822,0.671284,4.249428,22.033615,14.157461
cuda,YituTechConvBert,16,20.176497,17.708028,8.637092,3.261257,13.778613,4.537666,1.874637,0.420200,5.625635,7.579051,14.167183
