dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,AlbertForMaskedLM,4,1.899021,0.000201
cuda,AlbertForQuestionAnswering,4,1.887024,0.000205
cuda,AllenaiLongformerBase,4,9.125820,0.004218
cuda,BartForCausalLM,4,3.314265,0.000457
cuda,BartForConditionalGeneration,2,6.771656,0.000318
cuda,BertForMaskedLM,16,3.956821,0.000170
cuda,BertForQuestionAnswering,16,4.016161,0.000216
cuda,BlenderbotForCausalLM,4,6.096298,0.000858
cuda,BlenderbotSmallForCausalLM,64,2.426858,0.000340
cuda,BlenderbotSmallForConditionalGeneration,64,4.745559,0.000233
cuda,CamemBert,16,4.000051,0.000195
cuda,DebertaForMaskedLM,4,5.312156,0.002123
cuda,DebertaForQuestionAnswering,8,5.226733,0.002169
cuda,DebertaV2ForMaskedLM,1,10.191787,0.004123
cuda,DebertaV2ForQuestionAnswering,2,10.135669,0.003928
cuda,DistilBertForMaskedLM,128,1.464932,0.000134
cuda,DistilBertForQuestionAnswering,256,1.451324,0.000093
cuda,DistillGPT2,16,1.555203,0.000129
cuda,ElectraForCausalLM,32,4.027562,0.000233
cuda,ElectraForQuestionAnswering,64,4.011642,0.000189
cuda,GPT2ForSequenceClassification,4,2.981863,0.000210
cuda,GoogleFnet,16,2.028954,0.000683
cuda,LayoutLMForMaskedLM,16,3.888829,0.000237
cuda,LayoutLMForSequenceClassification,16,3.834578,0.000236
cuda,M2M100ForConditionalGeneration,16,6.823225,0.000734
cuda,MBartForCausalLM,4,3.294293,0.000495
cuda,MBartForConditionalGeneration,2,6.894537,0.000327
cuda,MT5ForConditionalGeneration,16,5.825107,0.000503
cuda,MegatronBertForCausalLM,4,7.788229,0.000259
cuda,MegatronBertForQuestionAnswering,8,7.845606,0.000271
cuda,MobileBertForMaskedLM,64,14.242950,0.000578
cuda,MobileBertForQuestionAnswering,128,14.127365,0.000556
cuda,OPTForCausalLM,2,3.118244,0.000520
cuda,PLBartForCausalLM,8,2.063306,0.000261
cuda,PLBartForConditionalGeneration,4,5.003114,0.000435
cuda,PegasusForCausalLM,32,3.223774,0.000491
cuda,PegasusForConditionalGeneration,32,4.161652,0.000475
cuda,RobertaForCausalLM,16,3.973716,0.000181
cuda,RobertaForQuestionAnswering,16,3.994275,0.000191
cuda,Speech2Text2ForCausalLM,256,1.866317,0.000321
cuda,T5ForConditionalGeneration,4,4.259029,0.000397
cuda,T5Small,4,4.300015,0.000394
cuda,TrOCRForCausalLM,32,3.271851,0.000453
cuda,XGLMForCausalLM,8,5.639713,0.000969
cuda,XLNetLMHeadModel,8,7.560909,0.000900
cuda,YituTechConvBert,16,5.600739,0.000299
