dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,21.138134,19.239365,16.613253,10.969128,1.569535,20.482955,3.126354,1.422400,0.151832,7.205112,11.221172
cuda,AlbertForQuestionAnswering,4,19.981032,18.080399,15.400545,9.829540,1.700644,18.143799,3.087934,1.423476,0.149777,3.545171,10.153685
cuda,BartForCausalLM,4,23.705270,20.323425,17.034459,10.655623,1.589287,17.283122,3.162658,1.696493,0.203620,1.839445,8.386895
cuda,BartForConditionalGeneration,2,38.867687,31.523284,28.850801,13.422144,4.160448,20.753354,7.623028,3.785553,1.069921,0.442348,11.882871
cuda,BertForMaskedLM,16,22.249956,18.392780,15.651637,9.177638,1.666232,16.295051,3.215292,1.819338,0.274943,6.364795,8.944230
cuda,BertForQuestionAnswering,16,22.581754,18.713195,15.970256,9.472621,1.654826,15.601892,2.933971,1.879926,0.268288,6.033128,7.947826
cuda,BlenderbotForCausalLM,4,30.897389,24.521794,21.851150,9.546856,3.555862,17.700881,5.365047,3.406660,0.404341,8.529153,12.029993
cuda,BlenderbotSmallForCausalLM,64,18.275178,15.949838,12.303727,8.300794,1.078493,16.234448,2.017844,1.161905,0.137602,2.420845,9.125046
cuda,BlenderbotSmallForConditionalGeneration,64,27.206887,22.283549,19.594599,9.398650,2.851754,15.486696,4.780126,2.565646,0.565615,2.245125,9.205310
cuda,CamemBert,16,22.540462,18.660219,15.869570,9.317020,1.666351,14.911587,3.221740,1.599430,0.273419,5.070243,7.424702
cuda,DebertaForMaskedLM,4,25.701901,20.591250,17.738564,11.727312,1.604768,19.845418,3.500154,1.997058,0.270067,3.200434,9.965417
cuda,DebertaForQuestionAnswering,8,26.142586,20.971340,18.111359,11.936901,1.790065,20.528393,3.264220,1.953019,0.263819,3.005877,10.626815
cuda,DebertaV2ForMaskedLM,1,36.371718,25.967226,23.236821,12.679712,2.044356,19.522754,4.027939,2.308821,0.499167,1.351876,9.329174
cuda,DebertaV2ForQuestionAnswering,2,34.279500,23.957618,21.216517,10.423861,2.359914,18.173177,4.622664,3.167113,0.518468,10.553327
cuda,DistilBertForMaskedLM,128,14.184979,12.440583,9.699120,6.457540,0.908340,10.690688,1.740978,0.873381,0.118418,8.414119,5.224476
cuda,DistilBertForQuestionAnswering,256,14.263405,12.793328,10.036688,6.765705,0.913106,11.215346,1.634306,1.047536,0.113337,10.280447,5.444674
cuda,DistillGPT2,16,13.756305,12.159942,9.357331,6.111875,0.988418,10.267210,1.924399,0.893820,0.105277,2.061800,5.222209
cuda,ElectraForCausalLM,32,27.158222,23.234724,20.495254,13.949266,1.703219,26.466005,3.680788,1.706242,0.274669,12.898700,14.388328
cuda,ElectraForQuestionAnswering,64,24.432922,20.412800,16.709623,9.572297,1.671765,19.941830,3.228870,1.613096,0.278931,6.616319,12.203734
cuda,GPT2ForSequenceClassification,4,19.333187,16.348110,13.669407,7.835461,2.263959,10.847453,3.075540,1.580700,0.241434,1.450765,5.425922
cuda,GoogleFnet,16,15.645969,13.522682,10.834900,7.628511,1.044094,14.522718,1.870137,0.903125,0.115654,1.998169,8.044714
cuda,LayoutLMForMaskedLM,16,24.281500,20.540022,17.799014,11.022628,1.712891,18.796816,3.268961,1.863858,0.275707,6.364468,9.662442
cuda,LayoutLMForSequenceClassification,16,25.437253,21.692375,18.151837,11.483865,1.687563,20.912784,3.459215,1.648995,0.273682,8.528454,11.283030
