dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function
cuda,BERT_pytorch,16,12.781057,7.812383,7.756004
cuda,Background_Matting,4,8.071100,4.712059,4.697395
cuda,LearningToPaint,96,3.311511,1.877322,1.863238
cuda,Super_SloMo,6,8.733214,5.713213,5.699022
cuda,alexnet,128,0.798955,0.322246,0.308261
cuda,attention_is_all_you_need_pytorch,256,11.292430,7.151581,7.136988
cuda,dcgan,32,0.732851,0.320825,0.307080
cuda,demucs,4,2.253214,0.807310,0.793339
cuda,densenet121,4,19.025137,11.896302,11.878442
cuda,dlrm,1024,0.804703,0.448332,0.434319
cuda,drq,1,1.023559,0.390220,0.376650
cuda,fastNLP_Bert,6,11.500329,6.674814,6.659153
cuda,functorch_dp_cifar10,64,2.456050,1.286565,1.272891
cuda,hf_Albert,8,9.400697,6.790707,6.775325
cuda,hf_Bart,4,19.203647,8.747834,8.730084
cuda,hf_Bert,4,12.337874,6.297686,6.282585
cuda,hf_Bert_large,4,24.264094,12.527712,12.511577
cuda,hf_BigBird,2,38.540672,26.040465,26.014651
cuda,hf_DistilBert,8,5.594289,3.067513,3.052547
cuda,hf_GPT2,4,10.184035,5.662100,5.647443
cuda,hf_GPT2_large,4,31.122456,17.011358,16.993171
cuda,hf_Longformer,2,33.759860,21.686531,21.646093
cuda,hf_Reformer,4,5.308107,2.210433,2.193732
cuda,hf_T5,8,14.120132,8.182909,8.166283
cuda,hf_T5_large,2,53.176321,29.662822,29.643021
cuda,lennard_jones,1000,0.613268,0.235208,0.221642
cuda,mnasnet1_0,32,7.261413,4.235211,4.220599
cuda,mobilenet_v2,96,7.510063,4.545838,4.530288
cuda,mobilenet_v3_large,32,8.249623,4.895812,4.880297
cuda,nvidia_deeprecommender,256,0.789478,0.319314,0.305423
cuda,phlippe_densenet,128,7.517964,4.412698,4.397610
cuda,phlippe_resnet,128,3.027493,1.632973,1.619135
cuda,pytorch_CycleGAN_and_pix2pix,1,3.081661,1.934677,1.920613
cuda,pytorch_stargan,16,3.414540,2.135795,2.121663
cuda,pytorch_struct,200,1.386859,0.675256,0.662339
cuda,pytorch_unet,1,3.905469,2.251340,2.237400
cuda,resnet152,32,21.705779,13.043312,13.025629
cuda,resnet18,16,3.090578,1.678853,1.664589
cuda,resnet50,32,7.552117,4.421229,4.406705
cuda,resnext50_32x4d,8,7.570049,4.434296,4.419518
cuda,shufflenet_v2_x1_0,128,8.294484,4.914304,4.898738
cuda,soft_actor_critic,256,0.600750,0.196350,0.182590
cuda,speech_transformer,32,14.324866,8.597309,8.580587
cuda,squeezenet1_1,32,1.764945,0.766924,0.753353
cuda,timm_efficientnet,32,10.658556,5.915867,5.901108
cuda,timm_nfnet,128,11.705749,5.895821,5.880676
cuda,timm_regnet,32,12.808178,6.361739,6.346772
cuda,timm_resnest,32,4.188608,2.293929,2.279512
cuda,timm_vision_transformer,32,7.437494,4.374674,4.360200
cuda,timm_vovnet,32,6.565112,3.286606,3.272182
cuda,tts_angular,64,0.491052,0.070358,0.056437
cuda,vgg16,64,1.305514,0.575826,0.562463
cuda,yolov3,16,12.332864,7.127659,7.110467
