dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,AlbertForMaskedLM,4,2.624417,0.000257
cuda,AlbertForQuestionAnswering,4,2.667741,0.000247
cuda,AllenaiLongformerBase,4,11.647938,0.004421
cuda,BartForCausalLM,4,6.462116,0.000567
cuda,BartForConditionalGeneration,2,11.472656,0.000370
cuda,BertForMaskedLM,16,6.048200,0.000252
cuda,BertForQuestionAnswering,16,6.008127,0.000254
cuda,BlenderbotForCausalLM,4,11.058956,0.000916
cuda,BlenderbotSmallForCausalLM,64,4.273454,0.000397
cuda,BlenderbotSmallForConditionalGeneration,64,7.676977,0.000237
cuda,CamemBert,16,6.075529,0.000252
cuda,DebertaForMaskedLM,4,6.966384,0.002276
cuda,DebertaForQuestionAnswering,8,6.919191,0.002306
cuda,DebertaV2ForMaskedLM,1,14.565140,0.004111
cuda,DebertaV2ForQuestionAnswering,2,14.085969,0.003886
cuda,DistilBertForMaskedLM,128,2.451767,0.000094
cuda,DistilBertForQuestionAnswering,256,2.404469,0.000094
cuda,DistillGPT2,16,2.420924,0.000134
cuda,ElectraForCausalLM,32,5.973924,0.000278
cuda,ElectraForQuestionAnswering,64,5.897810,0.000234
cuda,GPT2ForSequenceClassification,4,4.597513,0.000271
cuda,LayoutLMForMaskedLM,16,5.778250,0.000272
cuda,LayoutLMForSequenceClassification,16,5.722427,0.000277
cuda,M2M100ForConditionalGeneration,16,11.247560,0.000807
cuda,MBartForCausalLM,4,6.031859,0.000513
cuda,MBartForConditionalGeneration,2,11.306680,0.000358
cuda,MT5ForConditionalGeneration,16,7.802615,0.000530
cuda,MegatronBertForCausalLM,4,11.686648,0.000318
cuda,MegatronBertForQuestionAnswering,8,11.528985,0.000304
cuda,MobileBertForMaskedLM,64,19.559937,0.000621
cuda,MobileBertForQuestionAnswering,128,19.613539,0.000636
cuda,OPTForCausalLM,2,5.323521,0.000562
cuda,PLBartForCausalLM,8,3.676207,0.000303
cuda,PLBartForConditionalGeneration,4,8.689970,0.000487
cuda,PegasusForCausalLM,32,5.751661,0.000557
cuda,PegasusForConditionalGeneration,32,4.966596,0.000531
cuda,RobertaForCausalLM,16,5.978821,0.000229
cuda,RobertaForQuestionAnswering,16,5.962627,0.000244
cuda,Speech2Text2ForCausalLM,256,3.202618,0.000354
cuda,T5ForConditionalGeneration,4,5.655398,0.000471
cuda,T5Small,4,5.674347,0.000440
cuda,TrOCRForCausalLM,32,6.066781,0.000522
cuda,XGLMForCausalLM,8,9.267114,0.001004
cuda,XLNetLMHeadModel,8,11.017912,0.000996
cuda,YituTechConvBert,16,8.422370,0.000334
