dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,26.996719,22.362004,19.946308,10.042905,2.557680,15.774233,4.395894,2.085815,0.330105,26.398810,8.735053
cuda,Background_Matting,4,23.204173,19.924137,16.967521,9.130070,2.587106,15.965235,5.567131,2.948306,0.246685,32.494559,9.620052
cuda,LearningToPaint,96,12.918564,11.561010,8.515709,5.544282,1.270839,9.284040,1.251060,0.735106,0.077687,23.537685,5.090572
cuda,Super_SloMo,6,24.171929,21.231804,18.521468,10.529071,2.715437,16.280065,6.109685,2.723522,0.155808,8.616284,8.202567
cuda,alexnet,128,5.723745,5.247987,2.632856,2.197352,0.180615,5.214676,0.935888,0.323778,0.015359,3.208995,4.652117
cuda,attention_is_all_you_need_pytorch,256,28.151371,23.983614,20.715384,11.059742,2.822008,18.066600,4.981491,2.340391,0.392705,32.625196,10.059347
cuda,dcgan,32,5.572151,5.148557,2.500232,1.936256,0.342293,2.880701,0.217326,0.116270,0.013086,1.302911
cuda,demucs,4,12.906016,11.468505,8.749480,7.577738,0.459064,12.160206,1.302043,0.670953,0.043570,9.425484,5.072275
cuda,densenet121,4,52.918759,45.066260,42.231007,22.885342,7.662162,34.101856,13.682244,5.633945,0.717994,54.555927,19.414557
cuda,drq,1,7.874228,7.208396,3.670463,3.118403,0.133481,4.922283,0.188543,0.110648,0.016243,1.950920
cuda,fastNLP_Bert,6,30.112144,25.218332,22.015403,13.544692,2.270356,19.195805,4.005188,2.401338,0.314273,7.212043,8.111601
cuda,functorch_dp_cifar10,64,11.744819,10.316786,7.725000,4.896823,1.340230,10.263814,2.411166,0.956442,0.069573,32.187378,6.783755
cuda,hf_Albert,8,29.586013,26.936573,23.092309,14.986792,1.916909,24.472746,3.438610,1.554294,0.157256,9.840261,11.565787
cuda,hf_Bart,4,40.304468,29.798067,27.233417,16.087532,3.020587,24.129186,5.772512,2.726201,0.297260,3.953039,11.315399
cuda,hf_Bert,4,27.281875,21.432130,18.906207,10.592338,2.013668,16.661870,4.135735,1.987984,0.307279,8.073598,8.270923
cuda,hf_Bert_large,4,45.991740,34.563596,31.977078,15.665148,4.573565,24.400064,8.069803,3.861198,0.869588,12.106393,13.675426
cuda,hf_BigBird,2,76.994619,65.006344,62.193402,31.350922,9.632025,49.750518,22.606295,10.563469,0.602921,9.057095,28.718100
cuda,hf_DistilBert,8,16.888359,14.314405,11.395551,7.084934,1.056433,11.139116,1.894277,1.064992,0.119829,6.223737,5.201431
cuda,hf_GPT2,4,23.217538,18.568171,15.440265,8.177219,2.124097,12.277166,3.725495,1.783365,0.261875,2.692301,6.389996
cuda,hf_GPT2_large,4,56.960017,42.939950,39.905273,18.189562,6.519150,32.432651,12.089939,5.355483,1.423934,2.530854,21.817961
cuda,hf_Longformer,2,84.087818,72.481480,69.269515,44.297279,8.402088,60.021430,22.471220,7.809155,0.441010,7.169090,24.814798
cuda,hf_Reformer,4,24.864017,21.493836,18.535848,15.932935,0.832708,19.870686,1.322144,0.769831,0.059592,4.927726,4.866317
cuda,hf_T5,8,35.375468,29.644228,26.397115,16.850672,2.936185,24.231933,4.191283,2.240424,0.272853,10.512792,10.559531
cuda,hf_T5_large,2,100.655063,76.054859,73.194565,35.204588,10.139643,51.928396,17.966686,7.371561,1.779358,36.266371,27.784380
cuda,lennard_jones,1000,4.962793,4.582708,1.897837,1.572396,0.067007,2.780527,0.083231,0.184922,0.006362,1.281598
cuda,mnasnet1_0,32,23.871985,20.973681,17.508397,10.201912,2.456422,15.427985,3.722203,1.936122,0.215243,74.484030,8.100431
cuda,mobilenet_v2,96,25.863751,22.864726,19.350208,11.493714,2.864282,16.734987,4.477348,2.088809,0.241750,89.067421,8.331681
cuda,mobilenet_v3_large,32,25.709543,22.263821,19.545194,11.456220,3.025614,18.419808,4.559053,2.212596,0.248821,97.073578,10.205511
cuda,nvidia_deeprecommender,256,5.036526,4.564306,2.122118,1.612832,0.134369,4.241360,0.274474,0.091837,0.009825,2.774702,0.549449
cuda,phlippe_densenet,128,25.902144,22.661810,19.867905,12.567242,2.791028,18.866000,4.553984,2.353818,0.232705,124.758303,9.294094
cuda,phlippe_resnet,128,12.790874,11.268264,7.471863,4.480583,0.961805,7.229857,1.063870,0.706577,0.072440,14.904076,3.785147
cuda,pytorch_CycleGAN_and_pix2pix,1,11.477880,10.315591,7.656579,4.429945,1.028268,8.061236,1.986017,1.177208,0.072710,18.267927,4.731281
cuda,pytorch_stargan,16,11.982563,10.788295,8.141606,4.902025,0.953046,8.413271,1.237506,0.544570,0.062753,28.167817,4.546686
cuda,pytorch_struct,200,5.787366,5.066253,2.654884,1.814482,0.152767,5.317656,0.410528,0.171453,0.021800,3.674929,8.330805
cuda,pytorch_unet,1,14.006093,12.203234,9.623962,6.076766,1.169239,10.518271,2.362129,1.146293,0.089042,35.884300,5.699272
cuda,resnet152,32,50.756303,41.610674,38.753442,16.340309,7.824580,22.173857,8.896322,4.600816,0.996598,30.792205,14.281664
cuda,resnet18,16,12.749354,11.419852,8.718965,5.789908,1.040721,9.699865,2.056385,0.862952,0.073540,24.907935,5.027061
cuda,resnet50,32,21.857331,18.527180,15.819495,8.388131,2.515161,13.190028,3.735958,1.827953,0.217484,30.506397,7.522795
cuda,resnext50_32x4d,8,20.729671,17.724944,15.070603,7.573663,2.371341,12.726211,3.265249,1.857373,0.206954,20.882474,7.732599
cuda,shufflenet_v2_x1_0,128,24.300394,20.796174,18.084693,9.862871,3.248111,15.107428,4.357404,2.747198,0.282495,41.935962,8.720395
cuda,soft_actor_critic,256,4.779872,4.340138,1.861600,1.566351,0.065224,2.917837,0.078182,0.057217,0.006988,1.423589
cuda,speech_transformer,32,34.133757,28.189517,25.692149,14.110586,2.916818,22.478042,5.642847,2.757338,0.350141,26.440201,11.536083
cuda,squeezenet1_1,32,7.634573,6.583921,3.893882,2.764826,0.423641,7.025870,1.591156,0.741074,0.045982,4.709912,10.016922
cuda,timm_efficientnet,32,28.729502,23.832342,21.052218,11.849492,3.295628,19.216330,5.121486,2.470050,0.296171,99.376533,10.902770
cuda,timm_nfnet,128,27.119272,21.229142,18.401791,8.257080,3.724772,15.788890,5.192856,2.288761,0.294276,29.097347,11.503882
cuda,timm_regnet,32,30.033841,23.155681,20.324670,9.470894,3.725985,14.803959,4.548195,2.385733,0.365286,28.034050,9.335637
cuda,timm_resnest,32,16.763216,14.995416,12.268946,8.478901,1.402933,14.613229,3.525366,1.612074,0.104116,70.182682,7.634971
cuda,timm_vision_transformer,32,19.180269,16.120761,13.350094,7.676578,1.605778,20.556010,3.329067,1.970430,0.235617,13.984240,14.790442
cuda,timm_vovnet,32,19.898876,16.489264,13.730261,8.126119,1.992900,14.392803,4.300800,1.907340,0.158739,29.844709,8.411732
cuda,tts_angular,64,4.346445,3.770554,1.283016,1.145131,0.050316,1.851253,0.026831,0.018455,0.001874,0.760327
cuda,vgg16,64,6.472785,5.771349,3.113640,2.299149,0.246842,5.795736,0.939893,0.443704,0.026883,3.760412,4.154639
cuda,yolov3,16,34.728073,29.439421,26.649192,14.889253,4.596314,22.310393,7.126274,3.281837,0.364593,65.457497,12.340043
