dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,26.737350,22.157026,19.737919,10.010778,2.836906,15.444819,4.221657,2.111995,0.327581,11.480840,26.576205,19.959358
cuda,Background_Matting,4,24.763638,21.501470,17.515311,9.574131,2.575241,16.889037,5.710721,2.961918,0.246571,19.046744,34.207497,29.140368
cuda,LearningToPaint,96,12.850671,11.482261,8.472082,5.461936,1.027743,9.072435,1.252489,0.736199,0.077026,12.099730,22.951047,16.820245
cuda,Super_SloMo,6,24.221254,21.282472,18.547330,10.511011,2.716915,15.984819,6.153302,2.754693,0.155857,8.344216,8.040833
cuda,alexnet,128,5.834090,5.352333,2.691484,2.251401,0.181623,5.268307,0.948472,0.328726,0.015148,4.286295,7.495625,4.139759
cuda,attention_is_all_you_need_pytorch,256,27.865243,23.608653,21.094975,10.942160,2.529083,17.815092,4.982009,2.344854,0.403354,14.380375,32.493280,24.017120
cuda,dcgan,32,5.452658,5.028979,2.434544,1.872033,0.338914,2.720667,0.210477,0.115418,0.013030,0.112072,1.315896
cuda,demucs,4,12.723246,11.268630,8.582486,7.525916,0.465333,12.145849,1.171245,0.677330,0.044615,5.539410,8.702185,10.656130
cuda,densenet121,4,52.159730,45.139990,42.354311,22.945162,7.190037,34.484276,13.641914,5.657898,0.720333,27.914530,55.684288,47.190402
cuda,drq,1,8.344306,7.693407,3.516324,2.996261,0.130368,4.733641,0.189685,0.110645,0.016126,0.398407,2.280021
cuda,fastNLP_Bert,6,28.336050,23.613710,21.202720,12.735175,2.065054,18.062024,4.304042,2.138092,0.319232,0.380255,7.315592,7.963941
cuda,functorch_dp_cifar10,64,11.777938,10.594974,8.020180,5.180901,1.317678,10.323974,2.225035,0.943811,0.069809,26.008871,35.243736,32.546360
cuda,hf_Albert,8,29.081064,26.466039,22.641852,14.995033,2.076794,24.295160,3.350212,1.564933,0.161250,2.858942,10.376198,14.396979
cuda,hf_Bart,4,39.180012,29.051564,26.492192,15.585909,2.692533,23.253250,4.715833,2.720638,0.299624,4.061843,4.058827,14.674551
cuda,hf_Bert,4,27.445026,21.688083,19.187680,10.787059,1.986960,16.622894,4.107159,1.962917,0.306207,0.598720,8.293274,8.609635
cuda,hf_Bert_large,4,47.006461,34.788351,32.226039,15.662941,4.193477,24.220448,8.050737,3.831564,0.861332,0.699872,12.283898,13.816098
cuda,hf_BigBird,2,73.793597,62.029689,59.297061,29.912803,8.892974,47.739647,21.282371,10.318599,0.605694,14.361781,9.558036,41.786360
cuda,hf_DistilBert,8,17.688016,15.236487,11.661247,7.120097,1.070247,11.404700,1.898314,1.064850,0.122808,2.094274,6.378832,7.545982
cuda,hf_GPT2,4,22.120614,17.654616,15.095600,7.757032,2.151057,11.826883,3.753193,1.816670,0.272689,0.322091,2.543379,6.715363
cuda,hf_GPT2_large,4,56.161575,42.504376,39.796108,17.875772,6.517148,32.203147,12.151177,6.092465,1.436047,0.654635,2.739424,22.027432
cuda,hf_Longformer,2,79.605384,68.344082,65.571162,41.240132,8.543303,54.411580,21.331729,7.732449,0.452546,16.314865,7.152360,38.761861
cuda,hf_Reformer,4,22.286433,19.301627,16.803557,14.194357,0.813265,17.492268,1.309052,0.766853,0.061934,0.431591,4.905586,4.642302
cuda,hf_T5,8,36.927803,31.320525,27.451758,17.751391,2.434711,25.943460,4.180549,1.962476,0.275505,4.572050,10.869266,15.440672
cuda,hf_T5_large,2,101.547471,78.271938,75.113923,36.903888,9.287589,54.418887,17.906984,8.072059,1.756778,6.030320,37.187102,34.113388
cuda,lennard_jones,1000,4.162287,3.780026,1.519588,1.199283,0.067006,2.010636,0.083639,0.194085,0.006570,0.100231,0.985287
cuda,mnasnet1_0,32,22.633110,19.720999,17.071507,9.800085,2.496225,15.312946,3.750718,2.207096,0.216447,35.053769,73.082900,43.264817
cuda,mobilenet_v2,96,24.503100,21.549631,18.865260,11.081632,2.862605,16.171265,4.152713,2.364532,0.244732,41.954324,94.241154,50.124942
cuda,mobilenet_v3_large,32,25.047134,21.837966,19.134184,11.040774,3.035367,17.965826,4.564513,2.215203,0.249542,63.214603,99.226190,73.389644
cuda,nvidia_deeprecommender,256,4.901544,4.436271,2.043921,1.540465,0.131915,4.133110,0.273096,0.090053,0.009873,0.678589,3.415495,0.549699
cuda,phlippe_densenet,128,29.080590,25.969317,21.689255,13.880765,2.838640,20.709348,4.658167,2.386803,0.236169,54.049093,120.977702,63.930395
cuda,phlippe_resnet,128,12.132000,10.742971,7.375544,4.387860,0.968374,7.017207,1.063590,0.705366,0.072253,7.665375,14.474930,11.339967
cuda,pytorch_CycleGAN_and_pix2pix,1,11.611066,10.458558,7.837408,4.603655,1.041225,8.260637,2.009000,1.029125,0.072506,9.616754,18.266204,14.388945
cuda,pytorch_stargan,16,11.860495,10.676569,8.068535,4.829296,0.949816,7.926633,1.235405,0.544945,0.062652,13.918429,28.433637,18.049980
cuda,pytorch_struct,200,6.053377,5.297275,2.719316,1.826336,0.154573,5.152195,0.430855,0.178609,0.022037,0.000009,3.500832,9.251869
cuda,pytorch_unet,1,13.873779,12.283028,9.682457,6.106919,1.159500,10.628172,2.374123,1.160334,0.090034,20.147550,36.825047,25.919580
cuda,resnet152,32,50.450259,41.519185,38.719767,16.220913,7.329266,22.281132,9.392521,4.654705,1.009674,15.967043,32.667612,29.989249
cuda,resnet18,16,12.840260,11.530616,8.844556,5.933990,1.037258,9.546442,1.857603,0.862592,0.074570,9.181143,22.549344,13.908734
cuda,resnet50,32,23.233871,20.147444,16.291427,8.723820,2.511039,13.770508,3.500239,2.082442,0.219180,15.220113,33.083866,22.984526
cuda,resnext50_32x4d,8,20.872273,17.763490,15.087304,7.560772,2.358329,12.507280,3.243201,1.851571,0.209813,10.999750,19.277922,18.513852
cuda,shufflenet_v2_x1_0,128,24.253271,21.018459,18.323695,10.029614,2.935970,15.181113,4.633290,2.739199,0.278283,21.335700,46.471114,29.654293
cuda,soft_actor_critic,256,4.921788,4.515465,2.068654,1.791802,0.062819,3.082368,0.077458,0.055817,0.006927,0.214247,1.575027
cuda,speech_transformer,32,32.401907,26.719354,24.331806,13.715833,2.757805,21.921066,5.440694,2.728705,0.353973,0.000027,27.616921,11.209588
cuda,squeezenet1_1,32,7.522585,6.509755,3.816116,2.726883,0.417736,6.864117,1.427147,0.741281,0.046316,10.514716,15.095650,10.363923
cuda,timm_efficientnet,32,28.979024,24.370464,21.585333,11.914749,3.354622,19.000480,5.160690,2.470836,0.301781,62.315906,98.438550,73.010435
cuda,timm_nfnet,128,26.856847,21.083046,18.275063,8.131487,3.739080,15.692172,5.216839,2.289461,0.294471,22.372431,28.307834,33.922958
cuda,timm_regnet,32,28.663043,22.407956,19.656632,9.410674,3.313320,15.065115,4.803131,2.347761,0.363393,23.538828,28.477352,32.782471
cuda,timm_resnest,32,16.943199,15.178915,12.474233,8.678656,1.398643,14.486435,3.329153,1.602033,0.103201,43.688137,71.876879,50.996922
cuda,timm_vision_transformer,32,19.556586,16.506141,13.758759,8.102536,1.605295,20.952797,3.306127,1.951162,0.239635,9.039982,14.452693,23.811902
cuda,timm_vovnet,32,19.776270,16.490926,13.734370,8.169719,1.999888,14.031764,4.074324,1.901932,0.159257,14.860791,29.148690,22.874703
cuda,tts_angular,64,4.094620,3.665035,1.234207,1.104220,0.048968,1.802107,0.026591,0.018043,0.001948,0.099018,0.849939
cuda,vgg16,64,6.454364,5.759728,3.109054,2.287056,0.243544,5.505752,0.928740,0.437458,0.026673,4.120970,7.600804,3.946410
cuda,yolov3,16,33.908656,29.155884,26.424376,14.740127,4.209488,21.970305,7.097503,3.247254,0.367056,29.833178,66.257951,41.593498
