dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function
cuda,adv_inception_v3,128,12.858350,6.878991,6.727147
cuda,beit_base_patch16_224,64,8.676801,4.497621,4.482880
cuda,botnet26t_256,128,6.568020,3.227774,3.212931
cuda,cait_m36_384,4,32.862197,17.967069,17.947388
cuda,coat_lite_mini,128,8.219774,4.570583,4.555847
cuda,convit_base,64,9.053161,5.247998,5.232925
cuda,convmixer_768_32,32,6.784964,5.068953,5.052966
cuda,convnext_base,64,13.468822,6.044744,6.029242
cuda,crossvit_9_240,128,13.592514,7.720391,7.704571
cuda,cspdarknet53,64,11.103599,5.052739,5.037787
cuda,deit_base_distilled_patch16_224,64,7.749770,4.208460,4.193898
cuda,dla102,128,14.449343,7.582267,7.565825
cuda,dm_nfnet_f0,128,11.779506,5.401820,5.387529
cuda,dpn107,32,19.583497,9.640927,9.623705
cuda,eca_botnext26ts_256,128,7.011860,3.643557,3.629241
cuda,ese_vovnet19b_dw,128,4.951602,2.294603,2.280683
cuda,fbnetc_100,128,9.588328,4.477130,4.461946
cuda,fbnetv3_b,128,17.189424,8.457889,8.441964
cuda,gernet_l,128,9.018275,3.996637,3.982159
cuda,ghostnet_100,128,16.106870,7.739339,7.716889
cuda,gluon_inception_v3,128,12.996724,6.814366,6.798202
cuda,gluon_xception65,32,17.217470,9.141497,9.123810
cuda,gmixer_24_224,128,13.819646,7.604345,7.588548
cuda,gmlp_s16_224,128,12.414625,6.473646,6.457788
cuda,hrnet_w18,128,35.371336,25.699733,25.671458
cuda,inception_v3,128,12.796663,6.825696,6.681617
cuda,jx_nest_base,32,14.777902,7.907597,7.891902
cuda,lcnet_050,128,4.968499,2.562141,2.548143
cuda,mixer_b16_224,128,6.199589,3.140908,3.126910
cuda,mixnet_l,128,16.531309,7.583953,7.568470
cuda,mnasnet_100,128,7.580745,3.535249,3.520805
cuda,mobilenetv2_100,128,7.882822,3.758816,3.744509
cuda,mobilenetv3_large_100,128,8.376938,4.099904,4.085277
cuda,mobilevit_s,64,11.418436,5.902888,5.887986
cuda,nfnet_l0,128,11.088886,5.523375,5.509107
cuda,pit_b_224,64,8.290367,4.464535,4.449691
cuda,pnasnet5large,16,26.392834,17.928955,17.906610
cuda,poolformer_m36,64,13.882932,6.039537,6.023824
cuda,regnety_002,128,8.781942,3.790474,3.776358
cuda,repvgg_a2,128,8.731129,3.897948,3.883935
cuda,res2net101_26w_4s,64,26.012450,14.713454,14.694370
cuda,res2net50_14w_8s,128,22.356350,13.006761,12.989450
cuda,res2next50,128,12.203778,6.927578,6.911247
cuda,resmlp_12_224,128,5.457442,2.498326,2.484422
cuda,resnest101e,64,24.578159,13.102676,13.082653
cuda,rexnet_100,128,11.782511,5.718723,5.704267
cuda,sebotnet33ts_256,64,9.390619,4.914661,4.900394
cuda,selecsls42b,128,5.418725,2.966725,2.951759
cuda,spnasnet_100,128,9.767771,4.604942,4.589552
cuda,swin_base_patch4_window7_224,64,19.249050,10.443900,10.427723
cuda,swsl_resnext101_32x16d,32,13.907769,7.496231,7.478495
cuda,tf_efficientnet_b0,128,10.469897,5.311563,5.296630
cuda,tf_mixnet_l,128,17.212401,7.813061,7.797757
cuda,tinynet_a,128,12.194396,6.106637,6.091950
cuda,tnt_s_patch16_224,128,17.718866,10.049992,10.033456
cuda,twins_pcpvt_base,64,23.400066,12.573247,12.556310
cuda,visformer_small,128,6.318423,3.388632,3.373806
cuda,vit_base_patch16_224,64,7.218292,3.896611,3.882009
cuda,volo_d1_224,64,12.060262,6.781241,6.765682
cuda,xcit_large_24_p8_224,5,28.316298,15.386557,15.367942
