dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,28.503332,23.758400,20.736697,11.992918,3.007018,16.327827,4.166399,2.089826,0.320426,11.541198,29.046969,22.483717
cuda,Background_Matting,4,25.355619,21.987116,18.102392,10.821501,2.791426,16.870003,5.970361,2.954304,0.233041,17.355999,31.799861,28.978898
cuda,LearningToPaint,96,15.071746,13.601285,9.819387,6.865228,1.117549,10.281602,1.258036,0.737568,0.073545,12.570661,22.578501,18.285352
cuda,Super_SloMo,6,25.766203,22.794154,19.590270,12.321437,2.915035,16.918491,6.243163,2.748265,0.148820,9.878243,6.881658
cuda,alexnet,128,7.147466,6.651637,2.742227,2.331987,0.187109,6.009096,0.947450,0.323766,0.015263,4.360747,8.383289,4.215207
cuda,attention_is_all_you_need_pytorch,256,29.547980,25.223075,21.678644,12.778760,2.709441,18.223552,4.954949,2.291612,0.376767,14.315851,32.609632,25.997995
cuda,dcgan,32,6.941178,6.492296,2.780694,2.229699,0.360610,3.172822,0.213948,0.116358,0.012564,0.121176,1.645243
cuda,demucs,4,14.244314,12.739686,9.534545,8.521495,0.483675,13.539692,1.170784,0.674109,0.045221,5.698437,8.761247,11.678898
cuda,densenet121,4,56.132727,48.721251,45.375509,27.319250,7.157585,36.367593,13.840610,6.252016,0.692065,25.752439,53.204541,49.696495
cuda,dlrm,1024,5.625363,5.239473,2.447824,1.795528,0.183451,3.194738,0.391828,0.168378,0.016229,0.126751,1.935875
cuda,drq,1,7.261517,6.598924,3.178924,2.701416,0.137855,4.326348,0.192455,0.112366,0.015781,0.272887,2.240698
cuda,fastNLP_Bert,6,30.608958,25.631847,22.731024,15.050609,2.232564,19.300466,4.392931,2.111917,0.313340,0.390727,7.253306,10.133004
