dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,adv_inception_v3,128,6.389750,0.000177
cuda,beit_base_patch16_224,64,4.399559,0.000255
cuda,botnet26t_256,128,3.149170,0.000306
cuda,cait_m36_384,4,14.693140,0.000503
cuda,coat_lite_mini,128,3.679539,0.000211
cuda,convit_base,64,3.943330,0.000214
cuda,convmixer_768_32,32,1.739969,0.000159
cuda,convnext_base,64,7.293879,0.000240
cuda,crossvit_9_240,128,5.968066,0.000252
cuda,cspdarknet53,64,6.019422,0.000488
cuda,deit_base_distilled_patch16_224,64,3.367295,0.000185
cuda,dla102,128,6.732406,0.000196
cuda,dm_nfnet_f0,128,6.323768,0.000312
cuda,dpn107,32,9.969890,0.000824
cuda,eca_botnext26ts_256,128,3.364938,0.000324
cuda,ese_vovnet19b_dw,128,2.673701,0.000256
cuda,fbnetc_100,128,5.248228,0.000483
cuda,fbnetv3_b,128,8.712442,0.000648
cuda,gernet_l,128,5.131621,0.000438
cuda,ghostnet_100,128,7.707710,0.000186
cuda,gluon_inception_v3,128,6.095856,0.000178
cuda,gluon_xception65,32,8.086633,0.000207
cuda,gmixer_24_224,128,6.048206,0.000272
cuda,gmlp_s16_224,128,6.066062,0.000238
cuda,hrnet_w18,128,9.566024,0.000541
cuda,inception_v3,128,6.166592,0.000202
cuda,jx_nest_base,32,6.855068,0.000309
cuda,lcnet_050,128,2.520371,0.000241
cuda,mixer_b16_224,128,3.032055,0.000134
cuda,mixnet_l,128,8.847339,0.000505
cuda,mnasnet_100,128,4.098223,0.000448
cuda,mobilenetv2_100,128,4.319795,0.000389
cuda,mobilenetv3_large_100,128,4.317478,0.000387
cuda,mobilevit_s,64,5.525381,0.000398
cuda,nfnet_l0,128,5.563735,0.000282
cuda,pit_b_224,64,3.885175,0.000199
cuda,pnasnet5large,16,8.423604,0.000386
cuda,poolformer_m36,64,7.975308,0.000335
cuda,regnety_002,128,4.940618,0.000408
cuda,repvgg_a2,128,5.085569,0.000468
cuda,res2net101_26w_4s,64,10.914569,0.000309
cuda,res2net50_14w_8s,128,9.401558,0.000270
cuda,res2next50,128,5.538771,0.000218
cuda,resmlp_12_224,128,2.976421,0.000160
cuda,resnest101e,64,11.568685,0.000353
cuda,rexnet_100,128,5.926155,0.000438
cuda,sebotnet33ts_256,64,4.381855,0.000416
cuda,selecsls42b,128,2.642885,0.000112
cuda,spnasnet_100,128,5.200123,0.000455
cuda,swin_base_patch4_window7_224,64,8.891019,0.000485
cuda,swsl_resnext101_32x16d,32,6.463646,0.000266
cuda,tf_efficientnet_b0,128,5.358993,0.000380
cuda,tf_mixnet_l,128,9.640702,0.000555
cuda,tinynet_a,128,6.187842,0.000479
cuda,tnt_s_patch16_224,128,7.359613,0.000295
cuda,twins_pcpvt_base,64,10.840807,0.000381
cuda,visformer_small,128,2.965542,0.000171
cuda,vit_base_patch16_224,64,3.343561,0.000197
cuda,volo_d1_224,64,5.449325,0.000268
cuda,xcit_large_24_p8_224,5,12.649651,0.000484
