dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,BERT_pytorch,16,4.930501,0.000231
cuda,Background_Matting,4,3.745498,0.000149
cuda,LearningToPaint,96,1.430943,0.000106
cuda,Super_SloMo,6,2.995220,0.000190
cuda,alexnet,128,0.499331,0.000073
cuda,attention_is_all_you_need_pytorch,256,4.475993,0.000226
cuda,dcgan,32,0.429472,0.000067
cuda,demucs,4,1.510384,0.000252
cuda,densenet121,4,7.695734,0.000200
cuda,dlrm,1024,0.377499,0.000087
cuda,drq,1,0.669688,0.000118
cuda,fastNLP_Bert,6,5.305089,0.000386
cuda,functorch_dp_cifar10,64,1.208619,0.000114
cuda,hf_Albert,8,2.577446,0.000238
cuda,hf_Bart,4,6.358860,0.000261
cuda,hf_Bert,4,5.104473,0.000185
cuda,hf_Bert_large,4,10.310949,0.000269
cuda,hf_BigBird,2,13.129211,0.002959
cuda,hf_DistilBert,8,2.423267,0.000145
cuda,hf_GPT2,4,4.870208,0.000314
cuda,hf_GPT2_large,4,15.341594,0.000767
cuda,hf_Longformer,2,9.653298,0.000797
cuda,hf_Reformer,4,4.198405,0.001564
cuda,hf_T5,8,5.883517,0.000314
cuda,hf_T5_large,2,27.427470,0.001300
cuda,lennard_jones,1000,0.391926,0.000068
cuda,mnasnet1_0,32,3.178124,0.000169
cuda,mobilenet_v2,96,3.249162,0.000123
cuda,mobilenet_v3_large,32,3.480860,0.000139
cuda,moco,32,33.671414,0.796048
cuda,nvidia_deeprecommender,256,0.497463,0.000078
cuda,phlippe_densenet,128,3.226353,0.000127
cuda,phlippe_resnet,128,1.339442,0.000105
cuda,pytorch_CycleGAN_and_pix2pix,1,1.212191,0.000112
cuda,pytorch_stargan,16,1.230722,0.000098
cuda,pytorch_struct,200,0.741706,0.000086
cuda,pytorch_unet,1,1.617683,0.000109
cuda,resnet152,32,9.262565,0.000215
cuda,resnet18,16,1.345425,0.000090
cuda,resnet50,32,3.228554,0.000120
cuda,resnext50_32x4d,8,3.248087,0.000128
cuda,shufflenet_v2_x1_0,128,3.435584,0.000145
cuda,soft_actor_critic,256,0.428416,0.000104
cuda,speech_transformer,32,6.039173,0.000594
cuda,squeezenet1_1,32,1.048655,0.000095
cuda,timm_efficientnet,32,5.032444,0.000403
cuda,timm_nfnet,128,6.194569,0.000297
cuda,timm_regnet,32,6.792611,0.000505
cuda,timm_resnest,32,1.827736,0.000139
cuda,timm_vision_transformer,32,3.349493,0.000189
cuda,timm_vision_transformer_large,32,10.422114,0.000413
cuda,timm_vovnet,32,3.683913,0.000332
cuda,tts_angular,64,0.448008,0.000114
cuda,vgg16,64,0.735862,0.000077
cuda,yolov3,16,5.364637,0.000167
