dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,BERT_pytorch,16,3.325356,0.000228
cuda,Background_Matting,4,2.077190,0.000096
cuda,LearningToPaint,96,0.914838,0.000067
cuda,Super_SloMo,6,2.150639,0.000152
cuda,alexnet,128,0.306254,0.000049
cuda,attention_is_all_you_need_pytorch,256,3.034734,0.000206
cuda,dcgan,32,0.287433,0.000045
cuda,demucs,4,0.832024,0.000164
cuda,densenet121,4,5.047143,0.000174
cuda,dlrm,1024,0.318484,0.000098
cuda,drq,1,0.469129,0.000089
cuda,fastNLP_Bert,6,3.510170,0.000354
cuda,functorch_dp_cifar10,64,0.732850,0.000062
cuda,hf_Albert,8,1.949946,0.000179
cuda,hf_Bart,4,3.877097,0.000241
cuda,hf_Bert,4,3.566000,0.000171
cuda,hf_Bert_large,4,7.166839,0.000249
cuda,hf_BigBird,2,10.548693,0.002923
cuda,hf_DistilBert,8,1.543121,0.000119
cuda,hf_GPT2,4,3.332147,0.000255
cuda,hf_GPT2_large,4,10.853792,0.000762
cuda,hf_Longformer,2,7.419888,0.000728
cuda,hf_Reformer,4,3.437500,0.001456
cuda,hf_T5,8,4.320319,0.000297
cuda,hf_T5_large,2,21.614614,0.001205
cuda,lennard_jones,1000,0.250279,0.000042
cuda,mnasnet1_0,32,1.903999,0.000094
cuda,mobilenet_v2,96,1.960803,0.000091
cuda,mobilenet_v2_quantized_qat,96,2.733066,0.000118
cuda,mobilenet_v3_large,32,2.100533,0.000100
cuda,moco,32,30.514566,0.699869
cuda,nvidia_deeprecommender,256,0.323935,0.000045
cuda,phlippe_densenet,128,2.041205,0.000115
cuda,phlippe_resnet,128,0.863142,0.000082
cuda,pytorch_CycleGAN_and_pix2pix,1,0.797518,0.000086
cuda,pytorch_stargan,16,0.818811,0.000072
cuda,pytorch_struct,200,0.483716,0.000064
cuda,pytorch_unet,1,1.073626,0.000082
cuda,resnet152,32,5.941078,0.000200
cuda,resnet18,16,0.869832,0.000062
cuda,resnet50,32,2.001902,0.000094
cuda,resnet50_quantized_qat,32,2.545055,0.000110
cuda,resnext50_32x4d,8,2.005025,0.000141
cuda,shufflenet_v2_x1_0,128,2.182130,0.000124
cuda,soft_actor_critic,256,0.299981,0.000072
cuda,speech_transformer,32,3.812536,0.000541
cuda,squeezenet1_1,32,0.638988,0.000114
cuda,timm_efficientnet,32,3.555035,0.000356
cuda,timm_nfnet,128,4.554156,0.000300
cuda,timm_regnet,32,4.940797,0.000520
cuda,timm_resnest,32,1.207055,0.000091
cuda,timm_vision_transformer,32,2.018124,0.000166
cuda,timm_vovnet,32,2.621779,0.000276
cuda,tts_angular,64,0.270603,0.000041
cuda,vgg16,64,0.432625,0.000064
cuda,yolov3,16,3.515518,0.000132
