,Compiler,torchbench,huggingface,timm_models
eager,eager,0.99x,0.99x,1.00x
aot_eager,aot_eager,0.89x,0.91x,0.89x
inductor,inductor,0.80x,0.90x,0.91x
inductor_no_cudagraphs,inductor_no_cudagraphs,0.95x,1.05x,1.01x
