,Compiler,torchbench,huggingface,timm_models
eager,eager,1.00x,1.01x,1.00x
aot_eager,aot_eager,1.00x,1.00x,1.00x
inductor,inductor,1.88x,1.64x,1.43x
inductor_no_cudagraphs,inductor_no_cudagraphs,1.38x,1.55x,1.37x
