dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.713533,6.758515,2.931897,9.996148,3.904934,1.549084,0.304828,0.000005,8.975117,6.283381
cuda,Background_Matting,4,1.715728,5.438865,2.702973,9.587746,5.077721,2.125705,0.208935,0.459996,7.404099
cuda,LearningToPaint,96,0.707239,2.719752,1.045148,3.638848,1.132006,0.526923,0.074933,0.275243,2.277621
cuda,Super_SloMo,6,1.968390,8.110306,3.248884,11.170064,5.851525,2.151775,0.131462,0.392395,6.795602
cuda,alexnet,128,0.135292,1.622812,0.236045,2.840249,0.796361,0.277204,0.015139,0.145515,1.605354
cuda,attention_is_all_you_need_pytorch,256,2.326258,7.451471,3.055328,9.825939,4.094571,1.699833,0.358077,0.489603,9.551199,6.043426
cuda,dcgan,32,0.139631,2.057839,0.208009,2.717786,0.215097,0.091237,0.013060,0.111818,6.312739,0.988093
cuda,demucs,4,0.285382
cuda,densenet121,4,4.042671,15.057014,8.830207,23.222029,13.083164,5.106764,0.631327,0.649256,18.160798
cuda,dlrm,1024,0.257124,1.181462,0.181429,2.130691,0.380291,0.126143,0.015198,0.119834,1.258569
cuda,drq,1,0.239417,1.799523,0.153646,2.870357,0.161782,0.080619,0.014914,0.262456,1.495442
cuda,fastNLP_Bert,6,2.749467,8.185915,2.490518,11.136080,3.679400,1.601401,0.293513,0.832307,4.329948,6.376975
cuda,functorch_dp_cifar10,64,0.403287,3.786470,1.347600,6.319552,2.202046,0.749145,0.072565,8.644289,12.309108,12.689196
cuda,hf_Albert,8,2.250870,3.784878,2.319203,6.996318,3.117251,1.133096,0.147506,3.462442,9.083308,3.106535
cuda,hf_Bart,4,3.212051,8.092222,3.470848,12.071081,4.191900,1.911681,0.386199,2.526459,3.281734,10.108913
cuda,hf_Bert,4,2.697978,4.893863,2.326491,7.683027,3.043324,1.788779,0.289710,0.686673,5.900962,0.425306
cuda,hf_DistilBert,8,1.185017,2.922541,1.165944,4.926891,1.457511,0.750724,0.126009,2.116786,5.338480,1.858180
cuda,hf_GPT2,4,2.565689,4.880187,2.272387,7.694698,2.991412,1.687040,0.242030,2.304670,7.484468,2.039349
cuda,hf_Reformer,4,2.274564,7.908803,0.748450,8.696311,1.167487,0.595050,0.052323,2.394391,3.184860,3.968513
cuda,hf_T5,8,3.398929,7.137337,2.971298,10.655483,4.117687,1.490656,0.269750,2.044290,5.286657,8.660922
cuda,hf_T5_large,2,17.120622,25.901725,19.785425,35.404324,18.998902,5.889405,2.079415,4.958550,23.058165,34.749460
cuda,lennard_jones,1000,0.107994,0.991300,0.075102,1.582458,0.072021,0.046399,0.006676,0.106569,0.777406
cuda,mnasnet1_0,32,1.599336,6.227276,2.939624,8.723973,3.606409,1.731166,0.210302,2.821084,8.349442,2.469440
cuda,mobilenet_v2,96,1.672111,6.806076,3.022071,8.832398,3.841609,1.962016,0.233943,0.272371,5.420546
cuda,mobilenet_v3_large,32,1.704347,6.454187,3.126041,9.718537,4.253721,1.670869,0.238202,30.540203,37.032243,30.257292
cuda,nvidia_deeprecommender,256,0.174972,1.169378,0.135190,2.260530,0.125697,0.074133,0.010062,0.580148,1.813101,0.447061
cuda,pytorch_CycleGAN_and_pix2pix,1,0.669801,2.730024,1.137168,4.728359,1.867880,0.704311,0.072787,0.219596,3.526285
cuda,pytorch_stargan,16,0.661271,2.267107,0.892146,3.753890,0.983834,0.340859,0.047991,19.279240,21.695779,19.117086
cuda,pytorch_struct,200,0.294369,1.253762,0.185041,2.659909,0.224030,0.133071,0.021867,15.342112,16.945235,15.221505
cuda,pytorch_unet,1,0.795303,3.295381,1.215594,5.368150,2.045342,0.813005,0.079837,0.186609,3.520046
cuda,resnet152,32,4.872696,12.379048,10.593654,16.573800,9.076426,3.767568,0.879313,3.576281,18.654622,2.451487
cuda,resnet18,16,0.661540,3.361784,1.187800,4.656990,1.566106,0.644805,0.072885,2.810976,5.331354,2.615277
cuda,resnet50,32,1.655542,5.328110,2.796429,7.740211,3.514109,1.347396,0.209350,2.861294,8.166162,2.527447
cuda,resnext50_32x4d,8,1.657906,4.721281,2.698693,7.294028,3.101242,1.340655,0.196405,3.151371,8.519033,2.823678
cuda,shufflenet_v2_x1_0,128,1.883126,6.452050,2.818515,9.339883,4.586596,2.201766,0.288020,0.341006,6.154224
cuda,soft_actor_critic,256,0.160472,1.610600,0.069366,2.570387,0.069252,0.040863,0.006386,0.315661,1.350038
cuda,speech_transformer,32,3.320555,9.141160,2.878676,13.186255,5.283818,2.136279,0.297692,0.161866,7.386390
cuda,squeezenet1_1,32,0.299347,2.237350,0.557479,3.956219,1.489439,0.602096,0.042691,0.162958,2.454501
cuda,timm_efficientdet,1,14.248205,20.588002,16.396225,36.067718,21.204964,6.130635,1.248768,36.575372,46.109490,68.887038
cuda,timm_efficientnet,32,2.834163,7.321951,4.062788,10.923159,4.828736,2.338526,0.300490,37.262964,45.051032,36.881936
cuda,timm_nfnet,128,3.073256,5.721453,3.943811,11.965988,5.512198,1.812877,0.262439,1.182615,11.515048,0.663612
cuda,timm_regnet,32,3.582990,6.214147,4.347870,9.571702,4.663222,1.757279,0.342149,20.926343,28.774680,20.253128
cuda,timm_resnest,32,0.937882,5.251703,1.488299,8.306397,3.176435,1.291378,0.099918,29.566285,41.287762,34.158015
cuda,timm_vision_transformer,8,1.547025,4.263139,1.846261,10.331709,2.803302,1.327519,0.215491,11.713577,15.377825,19.706355
cuda,timm_vision_transformer_large,8,5.143268,11.622112,7.470099,28.257061,10.296476,4.920249,1.225697,10.501034,11.087558,34.867030
cuda,timm_vovnet,32,2.006314,5.202879,2.198369,8.638827,3.800926,1.795494,0.155623,2.744525,8.453565,2.483528
cuda,tts_angular,64,0.110167,0.947563,0.046465,1.452221,0.027437,0.014433,0.001426,0.095198,0.648454
cuda,vgg16,64,0.201263,1.730647,0.352660,3.006782,0.849565,0.357722,0.026115,0.199085,1.838475
cuda,yolov3,16,2.802331,9.092735,4.937062,13.533521,7.000364,2.506629,0.337886,0.603986,10.125108
