dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,14.957932,13.008550,5.213675,1.948866,10.089226,3.599808,1.294243,0.161466,1.308171,1.423762,8.226839
cuda,AlbertForQuestionAnswering,4,14.880781,12.955177,5.163589,1.882330,9.916687,3.530958,1.257418,0.153862,0.916457,1.058021,7.644317
cuda,AllenaiLongformerBase,4,62.536517,53.637349,31.866009,6.525639,39.334911,17.233218,6.061723,0.460944,16.497405,3.268216,30.871492
cuda,BartForCausalLM,4,19.969940,16.325667,7.668279,2.132139,11.198844,4.232469,1.842857,0.345837,2.224086,2.334932,8.015706
cuda,BartForConditionalGeneration,2,49.652937,40.858255,18.457908,6.084674,25.058731,11.434837,4.631495,1.463069,0.548869,1.292427,13.548512
cuda,BertForMaskedLM,16,19.667957,16.133767,7.144096,2.253795,10.237914,4.367918,1.858055,0.354280,1.794889,2.206750,7.265229
cuda,BertForQuestionAnswering,16,19.962039,16.374162,7.222843,2.239751,10.281110,4.391808,1.864882,0.351619,1.378777,1.764094,6.801055
cuda,BlenderbotSmallForCausalLM,64,12.646629,10.426454,4.534604,1.414661,6.889012,2.514410,1.251503,0.201736,2.796966,6.646669,2.520346
cuda,BlenderbotSmallForConditionalGeneration,64,32.550616,26.804686,12.117494,3.883614,16.174837,7.491812,3.115204,0.755237,1.908721,1.851160,10.052118
cuda,CamemBert,16,19.763233,16.188783,7.079626,2.251855,10.148622,4.405293,1.860409,0.360766,0.716154,1.067090,6.160703
cuda,DebertaForMaskedLM,4,34.343624,27.212479,16.940958,3.155583,20.726537,5.744611,2.696455,0.399333,15.329304,2.626888,22.548578
