dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,4,1.6437,162.5643,35.2048,1.2648
cuda,AlbertForQuestionAnswering,4,1.6535,160.1166,36.4370,1.3145
cuda,AllenaiLongformerBase,4,1.5240,129.8368,101.8127,0.8507
cuda,BartForCausalLM,4,1.5511,72.6924,34.6576,0.9749
cuda,BartForConditionalGeneration,2,1.4853,92.3726,71.9607,1.0139
cuda,BertForMaskedLM,16,1.6133,68.4256,43.4208,1.0499
cuda,BertForQuestionAnswering,16,1.7790,53.8341,42.1615,1.1334
cuda,BlenderbotForCausalLM,4,1.1437,80.8803,57.2766,0.9980
cuda,BlenderbotSmallForCausalLM,64,1.2941,45.9360,24.9149,0.9119
cuda,BlenderbotSmallForConditionalGeneration,64,1.4094,79.8160,49.7785,0.9803
cuda,CamemBert,16,1.5478,76.9631,41.9095,1.0469
cuda,DebertaForMaskedLM,4,1.0104,59.9889,45.1052,1.0423
cuda,DebertaForQuestionAnswering,8,1.1308,66.9744,46.8339,1.1526
cuda,DebertaV2ForMaskedLM,1,0.8013,128.1439,63.5754,0.9880
cuda,DebertaV2ForQuestionAnswering,2,0.8042,133.3276,62.7942,0.9801
cuda,DistilBertForMaskedLM,128,1.2558,67.1749,25.7639,0.9624
cuda,DistilBertForQuestionAnswering,256,1.4425,71.5867,24.6777,1.1484
cuda,DistillGPT2,16,1.6666,63.4745,21.8773,1.0641
cuda,ElectraForCausalLM,32,1.8747,47.4008,52.8147,0.9717
cuda,ElectraForQuestionAnswering,64,2.0739,56.0741,45.9008,1.1590
cuda,GPT2ForSequenceClassification,4,2.1340,42.6435,30.2847,1.2324
cuda,LayoutLMForMaskedLM,16,1.6290,69.5121,45.2203,1.0496
cuda,LayoutLMForSequenceClassification,16,1.8177,54.3721,48.4492,1.1292
cuda,M2M100ForConditionalGeneration,16,1.5227,77.5298,87.6665,1.0056
cuda,MBartForCausalLM,4,1.5537,72.5580,34.9455,0.9912
cuda,MBartForConditionalGeneration,2,1.4902,92.2200,71.8931,1.0307
cuda,MT5ForConditionalGeneration,16,1.9916,46.7548,90.5575,1.0009
cuda,MegatronBertForCausalLM,4,1.5446,56.8934,74.2177,1.0952
cuda,MegatronBertForQuestionAnswering,8,1.6505,86.4591,72.8482,1.1152
cuda,MobileBertForMaskedLM,64,1.8271,92.3404,110.8945,1.0136
cuda,MobileBertForQuestionAnswering,128,1.8687,89.8299,104.3854,0.8579
cuda,OPTForCausalLM,2,2.4737,67.2276,33.8667,1.1344
cuda,PLBartForCausalLM,8,1.6581,68.4234,22.8757,0.9886
cuda,PLBartForConditionalGeneration,4,1.6529,71.0569,43.0055,1.0520
cuda,PegasusForCausalLM,32,1.2197,57.2732,36.8200,0.9864
cuda,PegasusForConditionalGeneration,32,1.3831,106.9055,58.8614,1.0689
cuda,RobertaForCausalLM,16,1.6900,68.2977,43.2768,1.0498
cuda,RobertaForQuestionAnswering,16,1.7865,53.9114,38.9930,1.1332
cuda,Speech2Text2ForCausalLM,256,1.5871,33.8337,25.0946,0.8779
cuda,T5ForConditionalGeneration,4,1.6404,62.2226,52.1368,1.1814
cuda,T5Small,4,1.6286,62.8824,51.8660,1.1814
cuda,TrOCRForCausalLM,32,1.2893,106.7437,33.0155,0.9583
cuda,XGLMForCausalLM,8,1.5416,56.1660,94.3357,0.9788
cuda,XLNetLMHeadModel,8,1.6886,162.9237,78.7139,1.1240
cuda,YituTechConvBert,16,1.5016,89.5089,70.2981,1.0365
