dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function
cuda,BartForCausalLM,2,1.329781,3.730146
cuda,BartForConditionalGeneration,1,3.484357,11.387060
cuda,BertForMaskedLM,64,1.585404,4.075875
cuda,BertForQuestionAnswering,64,1.589641,4.084111
cuda,BigBird,1,8.017174,3.247974
cuda,BlenderbotSmallForCausalLM,64,0.975427,2.604634
cuda,BlenderbotSmallForConditionalGeneration,32,2.255317,7.199972
cuda,CamemBert,1,1.563526,3.848596
cuda,DebertaForMaskedLM,4,4.713943,5.523717
cuda,DebertaForQuestionAnswering,4,4.671313,5.496574
cuda,DistilBertForMaskedLM,16,0.784545,2.032666
cuda,DistilBertForQuestionAnswering,32,0.766778,1.922966
cuda,DistillGPT2,1,0.892082,1.831142
cuda,ElectraForCausalLM,1,1.591407,4.030428
cuda,GoogleFnet,1,1.016147,1.761835
cuda,LayoutLMForSequenceClassification,16,1.697208,4.241104
cuda,M2M100ForConditionalGeneration,2,3.207703,9.678678
cuda,MBartForCausalLM,16,1.398177,3.972297
cuda,MBartForConditionalGeneration,8,3.466190,11.423315
cuda,MT5ForConditionalGeneration,2,3.574285,10.299754
cuda,MegatronBertForCausalLM,2,3.312741,8.798183
cuda,MegatronBertForQuestionAnswering,8,3.315993,8.667565
cuda,MobileBertForMaskedLM,16,7.998055,21.786966
cuda,MobileBertForQuestionAnswering,32,8.050291,21.732423
cuda,OPTForCausalLM,4,1.401957,3.866162
cuda,PLBartForCausalLM,16,0.790307,1.873488
cuda,PLBartForConditionalGeneration,8,1.770813,5.407788
cuda,PegasusForCausalLM,8,1.380855,3.748661
cuda,PegasusForConditionalGeneration,4,3.361141,10.054388
cuda,RobertaForCausalLM,4,1.585888,4.245670
cuda,RobertaForQuestionAnswering,64,1.610300,4.214791
cuda,Speech2Text2ForCausalLM,64,0.833124,1.884321
cuda,T5ForConditionalGeneration,4,2.464391,6.686812
cuda,T5Small,1,2.436461,6.582861
cuda,TrOCRForCausalLM,8,1.343719,3.822480
cuda,XGLMForCausalLM,1,2.661041,8.660486
cuda,XLNetLMHeadModel,4,3.999696,18.459007
cuda,YituTechConvBert,1,2.261503,7.138118
