dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,2,1.2815,40.7022,0.5978
cuda,AlbertForQuestionAnswering,2,1.2863,16.7044,0.6081
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,2,1.0844,46.6167,0.7228
cuda,BartForConditionalGeneration,1,1.1657,93.7209,0.6607
cuda,BertForMaskedLM,64,1.0428,54.4989,0.6890
cuda,BertForQuestionAnswering,64,1.0974,17.1968,0.6723
cuda,BigBird,1,1.7020,160.5700,0.6700
cuda,BlenderbotSmallForCausalLM,64,1.0011,39.8545,0.7108
cuda,BlenderbotSmallForConditionalGeneration,32,1.1555,73.9295,0.6829
cuda,CamemBert,1,2.0865,44.6523,0.6432
cuda,DebertaForMaskedLM,0,0.0000
cuda,DebertaForQuestionAnswering,0,0.0000
cuda,DistilBertForMaskedLM,16,1.1283,21.0637,0.7541
cuda,DistilBertForQuestionAnswering,32,1.1510,30.8417,0.7438
cuda,DistillGPT2,1,1.1359,23.1102,0.8169
cuda,ElectraForCausalLM,1,3.6243,45.6482,0.6007
cuda,ElectraForQuestionAnswering,64,1.3518,54.2454,0.8249
cuda,GPT2ForSequenceClassification,4,1.6533,47.3866,1.3315
cuda,GoogleFnet,1,1.3116,20.9413,0.6282
cuda,LayoutLMForMaskedLM,16,1.1579,43.1545,0.8591
cuda,LayoutLMForSequenceClassification,16,1.2294,26.1422,0.8238
cuda,M2M100ForConditionalGeneration,2,2.6517,158.4410,0.6790
cuda,MBartForCausalLM,16,1.0287,32.4174,0.7053
cuda,MBartForConditionalGeneration,8,1.3857,69.9728,0.6253
cuda,MT5ForConditionalGeneration,2,4.6195,126.0437,0.7291
cuda,MegatronBertForCausalLM,2,2.9227,90.4546,0.7463
cuda,MegatronBertForQuestionAnswering,8,1.5267,80.5152,0.6359
cuda,MobileBertForMaskedLM,16,2.5713,92.1262,0.5839
cuda,MobileBertForQuestionAnswering,32,2.4641,82.1180,0.4731
cuda,OPTForCausalLM,4,2.4408,47.9692,0.6928
cuda,PLBartForCausalLM,16,1.1027,32.1373,0.7089
cuda,PLBartForConditionalGeneration,8,1.6445,83.4123,0.6844
cuda,PegasusForCausalLM,8,1.2368,29.8370,0.6468
cuda,PegasusForConditionalGeneration,4,2.0149,92.1743,0.6696
cuda,RobertaForCausalLM,4,2.3943,47.7701,0.6725
cuda,RobertaForQuestionAnswering,64,1.0880,15.6203,0.6723
cuda,Speech2Text2ForCausalLM,64,1.2186,37.0597,0.6670
cuda,T5ForConditionalGeneration,4,1.3123,154.6294,0.8370
cuda,T5Small,1,1.2027,114.4824,0.8443
cuda,TrOCRForCausalLM,8,1.2050,15.6969,0.6662
cuda,XGLMForCausalLM,1,2.3457,153.8618,0.7087
cuda,XLNetLMHeadModel,0,0.0000
cuda,YituTechConvBert,1,2.8140,70.3019,0.6405
