dev,name,batch_size,speedup,start_latency,peak_memory
cuda,AlbertForMaskedLM,2,1.0008,1.4616,12.7503
cuda,AlbertForQuestionAnswering,2,1.0000,1.4938,12.2268
cuda,AllenaiLongformerBase,1,0.9763,1.6411,7.6033
cuda,BartForCausalLM,2,1.0020,1.3196,13.5438
cuda,BartForConditionalGeneration,1,1.0067,3.6764,19.5720
cuda,BertForMaskedLM,64,1.0006,1.5725,12.7967
cuda,BertForQuestionAnswering,64,1.0010,1.4773,7.3244
cuda,BigBird,1,0.9931,7.1766,7.3617
cuda,BlenderbotSmallForCausalLM,64,1.0082,1.0752,13.5484
cuda,BlenderbotSmallForConditionalGeneration,32,1.0077,2.6189,9.6672
cuda,CamemBert,1,1.0543,1.4420,5.2747
cuda,DebertaForMaskedLM,4,0.9490,3.3103,8.5672
cuda,DebertaForQuestionAnswering,4,0.9617,3.3248,6.2941
cuda,DistilBertForMaskedLM,16,1.0441,0.7172,4.4833
cuda,DistilBertForQuestionAnswering,32,1.0419,0.7174,3.4863
cuda,DistillGPT2,1,1.0247,0.8170,4.3406
cuda,ElectraForCausalLM,1,1.0495,1.4559,0.9665
cuda,ElectraForQuestionAnswering,64,1.0007,1.6095,5.6176
cuda,GPT2ForSequenceClassification,4,0.9996,1.6175,10.3788
cuda,LayoutLMForMaskedLM,16,1.0000,1.7138,13.8383
cuda,LayoutLMForSequenceClassification,16,1.0002,1.6860,8.4576
cuda,M2M100ForConditionalGeneration,2,0.9946,3.6686,22.2828
cuda,MBartForCausalLM,16,1.0129,1.3024,12.8435
cuda,MBartForConditionalGeneration,8,0.9952,3.6857,18.7175
cuda,MT5ForConditionalGeneration,2,0.9871,4.7115,14.8676
cuda,MegatronBertForCausalLM,2,1.0502,3.0794,14.8037
cuda,MegatronBertForQuestionAnswering,8,1.0523,2.9489,14.6373
cuda,MobileBertForMaskedLM,16,1.0216,7.0523,3.4998
cuda,MobileBertForQuestionAnswering,32,1.0184,7.2483,2.1550
cuda,OPTForCausalLM,4,1.0241,1.3073,6.2769
cuda,PLBartForCausalLM,16,1.0121,0.7576,6.4559
cuda,PLBartForConditionalGeneration,8,1.0116,2.0702,7.5721
cuda,PegasusForCausalLM,8,1.0181,1.2973,11.0680
cuda,PegasusForConditionalGeneration,4,0.9950,3.5052,18.2453
cuda,RobertaForCausalLM,4,1.0465,1.4549,5.2074
cuda,RobertaForQuestionAnswering,64,0.9995,1.5086,7.3221
cuda,Speech2Text2ForCausalLM,64,1.0051,0.7957,3.0639
cuda,T5ForConditionalGeneration,4,0.9930,3.6956,11.0506
cuda,T5Small,1,0.9867,3.5397,4.5708
cuda,TrOCRForCausalLM,8,1.0116,1.2342,10.6761
cuda,XGLMForCausalLM,1,1.0131,2.3406,26.8801
cuda,XLNetLMHeadModel,4,1.0001,3.7560,19.5377
cuda,YituTechConvBert,1,1.0303,2.0456,5.0446
