dev,name,batch_size,speedup,start_latency,peak_memory
cuda,BERT_pytorch,16,1.0175,1.6058,5.0859
cuda,Background_Matting,4,0.9996,1.0228,6.4181
cuda,LearningToPaint,96,1.0019,0.5080,0.8543
cuda,Super_SloMo,6,0.9989,1.0501,4.8927
cuda,alexnet,128,0.9977,0.3594,3.0308
cuda,attention_is_all_you_need_pytorch,256,1.0097,1.3466,5.4078
cuda,dcgan,32,0.9814,0.3431,0.1387
cuda,densenet121,4,1.0010,1.6841,0.5945
cuda,dlrm,2048,0.9893,0.5944,11.1844
cuda,drq,1,1.0076,0.3771,0.1529
cuda,fastNLP_Bert,6,0.9986,1.5636,5.9169
cuda,hf_Albert,8,1.0013,1.2608,5.4169
cuda,hf_Bart,4,1.0014,2.1442,9.3908
cuda,hf_Bert,4,1.0533,1.4203,6.6108
cuda,hf_BigBird,2,0.9952,7.3280,9.2855
cuda,hf_DistilBert,8,1.0079,0.6995,5.9727
cuda,hf_GPT2,4,1.0307,1.4767,9.2780
cuda,hf_Longformer,2,0.9851,1.7237,9.4080
cuda,hf_Reformer,4,0.9982,1.7077,1.0546
cuda,hf_T5,8,0.9969,4.0075,18.7991
cuda,mnasnet1_0,32,0.9986,0.7277,0.9185
cuda,mobilenet_v2,96,1.0006,0.7698,3.9777
cuda,mobilenet_v3_large,32,1.0026,0.8221,0.9967
cuda,moco,32,0.9944,1.8203,3.1183
cuda,nvidia_deeprecommender,256,0.9990,0.3693,10.5303
cuda,pytorch_CycleGAN_and_pix2pix,1,0.9986,0.5122,0.7165
cuda,pytorch_stargan,16,0.9970,0.5196,0.9276
cuda,pytorch_struct,200,0.9877,0.3847,0.4513
cuda,pytorch_unet,1,0.9995,0.5839,2.4971
cuda,resnet18,16,1.0009,0.5059,0.7124
cuda,resnet50,32,1.0005,0.8381,2.5140
cuda,resnext50_32x4d,8,0.9972,0.7980,1.5029
cuda,shufflenet_v2_x1_0,128,0.9995,0.8407,1.5320
cuda,soft_actor_critic,256,1.0007,0.2930,0.0549
cuda,speech_transformer,32,1.0027,1.7644,2.1358
cuda,squeezenet1_1,32,0.9959,0.4702,0.4677
cuda,tacotron2,64,0.9805,24.3369,9.4027
cuda,timm_efficientdet,1,1.0181,13.6503,1.1471
cuda,timm_efficientnet,32,1.0133,1.3427,1.6658
cuda,timm_nfnet,128,0.9997,2.0514,9.8391
cuda,timm_regnet,32,1.0157,1.6931,5.1821
cuda,timm_resnest,32,1.0025,0.5596,1.4894
cuda,timm_vision_transformer,8,1.0008,0.8439,1.2175
cuda,timm_vovnet,32,1.0187,0.9763,2.2148
cuda,tts_angular,64,0.9720,0.4575,0.6152
cuda,vgg16,64,0.9996,0.4472,8.6296
cuda,vision_maskrcnn,4,0.9865,6.4387,4.4792
cuda,yolov3,16,0.9993,6.0251,7.0414
