,Compiler,torchbench,huggingface,timm_models
eager,eager,1.00x,1.01x,1.00x
aot_eager,aot_eager,1.00x,1.00x,1.00x
aot_cudagraphs,aot_cudagraphs,1.21x,1.11x,1.00x
nvprims_nvfuser,nvprims_nvfuser,1.01x,1.01x,1.08x
inductor,inductor,1.89x,1.77x,1.41x
inductor_no_cudagraphs,inductor_no_cudagraphs,1.36x,1.54x,1.36x
