dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,4,1.0005,1.4822,0.9998
cuda,AlbertForQuestionAnswering,4,1.0003,1.7292,1.0000
cuda,AllenaiLongformerBase,1,0.9250,6.8211,0.9995
cuda,BartForCausalLM,4,1.0009,1.4483,1.0000
cuda,BartForConditionalGeneration,2,1.0048,3.6285,1.0000
cuda,BertForMaskedLM,64,1.0001,1.7426,0.9996
cuda,BertForQuestionAnswering,128,0.9999,1.7078,1.0008
cuda,BigBird,1,0.9867,8.3395,1.0009
cuda,BlenderbotSmallForCausalLM,64,1.0049,0.9855,0.9996
cuda,BlenderbotSmallForConditionalGeneration,64,1.0082,2.3430,0.9999
cuda,CamemBert,1,1.0357,1.8344,0.9998
cuda,DebertaForMaskedLM,4,0.9093,5.1571,0.9983
cuda,DebertaForQuestionAnswering,8,0.9850,5.2088,0.9753
cuda,DistilBertForMaskedLM,64,1.0000,0.7548,0.9998
cuda,DistilBertForQuestionAnswering,64,1.0008,0.7718,1.0004
cuda,DistillGPT2,1,1.0314,0.9300,0.9964
cuda,ElectraForCausalLM,32,1.0007,1.8771,0.9974
cuda,ElectraForQuestionAnswering,64,1.0011,1.8292,1.0016
cuda,GPT2ForSequenceClassification,4,1.0013,1.6916,0.9675
cuda,LayoutLMForMaskedLM,16,1.0002,2.2666,0.9999
cuda,LayoutLMForSequenceClassification,16,1.0005,2.2323,1.0040
cuda,M2M100ForConditionalGeneration,8,1.0945,3.3688,1.0018
cuda,MBartForCausalLM,32,1.0039,1.4847,1.0001
cuda,MBartForConditionalGeneration,16,1.0072,3.7892,1.0000
cuda,MT5ForConditionalGeneration,8,1.0150,3.8542,0.9197
cuda,MegatronBertForCausalLM,16,1.0336,3.7221,0.9997
cuda,MegatronBertForQuestionAnswering,16,1.0354,3.7053,1.0000
cuda,MobileBertForMaskedLM,32,1.0193,9.9427,0.9998
cuda,MobileBertForQuestionAnswering,64,1.0182,9.7579,1.0153
cuda,OPTForCausalLM,32,1.0094,1.4458,0.9999
cuda,PLBartForCausalLM,32,1.0071,0.7863,1.0000
cuda,PLBartForConditionalGeneration,16,1.0109,1.9289,0.9984
cuda,PegasusForCausalLM,32,1.0031,1.5156,0.9750
cuda,PegasusForConditionalGeneration,16,1.0118,3.5588,0.9985
cuda,RobertaForCausalLM,64,1.0005,1.7625,0.9990
cuda,RobertaForQuestionAnswering,128,1.0000,1.8069,1.0008
cuda,Speech2Text2ForCausalLM,128,1.0014,0.8421,0.9676
cuda,T5ForConditionalGeneration,4,0.9988,2.5542,0.9996
cuda,T5Small,1,1.0223,2.5585,1.0000
cuda,TrOCRForCausalLM,32,1.0012,1.3701,1.0001
cuda,XGLMForCausalLM,8,1.0119,3.0515,0.9918
cuda,YituTechConvBert,1,1.0283,2.6543,0.9711
