,Compiler,torchbench,huggingface,timm_models
eager,eager,1.00x,1.01x,1.00x
ts_nvfuser,ts_nvfuser,1.15x,1.12x,1.23x
aot_eager,aot_eager,1.00x,1.00x,1.00x
aot_cudagraphs,aot_cudagraphs,0.0x,0.0x,0.0x
aot_nvfuser,aot_nvfuser,1.23x,1.27x,1.29x
inductor_cudagraphs,inductor_cudagraphs,1.87x,1.87x,1.61x
