dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,12.533430,10.948117,3.959996,2.219559,8.460415,2.968735,1.124736,0.147745,1.320682,8.130220,0.805896
cuda,AlbertForQuestionAnswering,4,12.789261,11.129829,3.985362,2.201413,8.556019,3.031054,1.136858,0.146179,0.920583,7.782511,0.386328
cuda,AllenaiLongformerBase,4,54.225848,47.076988,29.056125,7.568523,34.324762,14.767574,4.670617,0.426881,22.854061,0.674806,36.047997
cuda,BartForCausalLM,4,15.427201,13.837976,6.293409,1.985714,9.778610,3.188659,1.739027,0.287988,2.032811,2.177722,7.599853
cuda,BartForConditionalGeneration,2,37.316431,33.003489,14.238835,5.374331,20.420228,8.905488,3.705606,1.121587,0.977540,1.229335,13.058185
cuda,BertForMaskedLM,16,14.531607,12.573581,5.160090,2.027360,8.025812,3.553962,1.489633,0.301912,1.808785,6.802388,1.444566
cuda,BertForQuestionAnswering,16,14.572227,12.582645,5.124165,2.019536,7.860593,3.558322,1.472991,0.293853,1.293699,6.148826,0.997112
cuda,BlenderbotSmallForCausalLM,64,9.581460,8.539040,3.544137,1.312918,5.980187,2.026015,1.004092,0.171237,2.815882,6.629460,2.519704
cuda,BlenderbotSmallForConditionalGeneration,64,24.489651,21.659156,9.235138,3.582885,13.480931,5.823457,2.488890,0.599003,1.990620,1.909435,9.984870
cuda,CamemBert,16,14.456591,12.496357,5.110266,2.032657,7.879998,3.525538,1.471066,0.297024,0.734796,5.637755,0.338528
cuda,DebertaForMaskedLM,4,29.088192,23.285764,14.237200,3.105849,17.764723,4.733123,2.274928,0.357486,17.929662,0.915376,24.820400
cuda,DebertaForQuestionAnswering,8,29.249902,23.439543,14.528431,3.068237,18.013488,4.698824,2.270584,0.352858,20.007141,1.818224,26.816407
cuda,DebertaV2ForMaskedLM,1,42.772768,32.474939,16.913639,3.738757,21.083656,5.623498,2.998248,0.623131,45.471715,1.502819,53.812516
cuda,DebertaV2ForQuestionAnswering,2,43.542912,32.858632,16.420926,4.438769,21.029451,6.734694,3.501329,0.635198,45.367342,0.576092,54.852918
cuda,DistilBertForMaskedLM,128,8.148319,7.363573,3.444189,1.256879,5.122889,1.643921,0.816903,0.126083,1.418065,4.407079,1.142869
cuda,DistilBertForQuestionAnswering,256,8.199373,7.364345,3.337898,1.263520,5.092099,1.653764,0.807064,0.126245,0.829303,3.900647,0.545434
