dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,16.638622,14.926915,6.983329,2.646676,10.365089,3.973233,1.602136,0.318929,8.961106,6.143644
cuda,Background_Matting,4,15.969758,14.969893,7.704149,3.091094,11.066946,5.877401,2.452532,0.283789,6.559378
cuda,LearningToPaint,96,6.896488,6.479298,3.558172,1.126012,4.255263,1.381682,0.640840,0.094676,2.127467
cuda,Super_SloMo,6,16.495820,15.295437,8.498500,2.984762,11.340847,5.994154,2.240847,0.145729,5.915580
cuda,alexnet,128,2.197805,2.101194,1.701463,0.230055,3.063938,0.924655,0.282366,0.016412,1.598934
cuda,attention_is_all_you_need_pytorch,256,17.529855,16.088044,7.916098,2.520568,10.431061,4.332345,1.723112,0.367254,9.544657,5.156995
cuda,dcgan,32,2.127815,2.026860,1.508455,0.213398,2.104804,0.216120,0.093556,0.013800,0.821761
cuda,demucs,4,0.277760
cuda,densenet121,4,40.499327,38.164604,18.998506,7.423522,24.383012,14.325403,4.468569,0.752742,13.683581
cuda,drq,1,2.647085,2.457228,1.945847,0.147881,3.002342,0.170059,0.086555,0.016241,1.212871
cuda,fastNLP_Bert,6,17.668451,15.809841,8.299459,2.599916,11.244178,3.685515,1.649153,0.304224,4.341505,5.650174
cuda,functorch_dp_cifar10,64,6.103736,5.842338,3.320776,1.533187,5.786489,2.142547,0.697090,0.073966,4.041702,0.645144
cuda,hf_Albert,8,12.763335,11.170735,3.994824,1.994411,7.261414,3.057425,1.142560,0.149666,5.347039,2.660210
cuda,hf_Bart,4,20.962011,18.872998,8.728767,3.085960,12.646225,4.299678,1.963852,0.404378,4.098450,7.129605
cuda,hf_Bert,4,14.162655,12.402478,5.111377,2.261966,7.594418,3.158361,1.450754,0.291845,4.839729,0.427724
cuda,hf_Bert_large,4,27.595090,24.026089,9.534890,4.470035,13.616906,6.863415,2.843539,0.800596,8.739188,0.415938
cuda,hf_DistilBert,8,7.759011,6.994189,3.257089,1.237746,5.396364,1.806385,0.797947,0.121848,3.427168,1.889330
cuda,hf_GPT2,4,13.448893,11.676268,5.096977,2.195384,7.934220,3.432776,1.377653,0.251241,5.120978,1.998224
cuda,hf_GPT2_large,4,40.157814,34.564930,14.716323,7.049583,21.831384,11.109397,4.082148,1.269717,14.429487,1.523897
cuda,hf_Longformer,2,54.579122,47.675029,29.064772,7.395460,34.887184,15.705002,5.059244,0.420746,0.730512,13.530991
cuda,hf_Reformer,4,11.906936,9.956544,8.230896,0.780529,9.189662,1.276839,0.816174,0.055548,3.097056,1.775982
cuda,hf_T5,8,18.040389,15.579494,7.066298,2.626152,10.662518,4.139250,1.579131,0.295297,5.796706,6.348707
cuda,hf_T5_large,2,68.707710,57.120272,23.347847,10.055204,38.067130,20.853211,5.967621,2.350077,23.727925,25.273446
cuda,lennard_jones,1000,1.400410,1.323081,0.995961,0.077178,1.558127,0.075703,0.047339,0.007030,0.643956
cuda,mnasnet1_0,32,15.906206,15.013665,7.899268,2.799567,9.461399,4.132912,1.726867,0.266213,4.744732,2.401285
cuda,mobilenet_v2,96,17.473250,16.528313,8.776210,3.051329,9.957043,4.875009,1.851437,0.309131,4.346200
cuda,mobilenet_v3_large,32,17.175189,16.191284,8.361895,3.125646,10.894032,4.956987,1.900102,0.297626,5.769217,29.165410
cuda,nvidia_deeprecommender,256,1.881397,1.756917,1.319494,0.118577,2.425672,0.118773,0.065949,0.010180,1.232242,0.435575
cuda,phlippe_densenet,128,16.983002,16.002394,8.533603,3.020017,10.917897,5.067772,2.112324,0.297432,5.510464
cuda,phlippe_resnet,128,6.442374,6.044557,3.371142,1.453613,3.883129,1.195524,0.635023,0.092329,2.004631
cuda,pytorch_CycleGAN_and_pix2pix,1,6.478918,6.052112,2.870167,1.213770,5.012511,2.094677,0.743251,0.078153,3.400483
