dev,name,batch_size,ts_nvfuser,aot_nvfuser,inductor_cudagraphs
cuda,dm_nfnet_f0,128,0.7393,0.9988,1.422
cuda,nfnet_l0,128,1.1237,1.171,1.3031
cuda,regnety_002,128,1.1776,1.3574,1.1835
cuda,res2next50,128,1.1016,1.1767,1.1761
cuda,gluon_inception_v3,128,1.1115,0.0,1.1578
cuda,inception_v3,128,1.1118,1.134,1.157
cuda,adv_inception_v3,128,1.1112,1.1342,1.1568
cuda,gmlp_s16_224,128,1.0136,1.0051,1.131
cuda,resnet18,128,1.1501,1.1777,1.1183
cuda,selecsls42b,128,1.1898,1.2041,1.1099
cuda,gmixer_24_224,128,1.0233,1.0677,1.107
cuda,lcnet_050,128,0.8846,1.2906,1.0624
cuda,rexnet_100,128,0.9839,1.0424,1.0568
cuda,hardcorenas_a,128,1.0379,1.0732,1.046
cuda,ese_vovnet19b_dw,128,1.0547,1.0793,1.0396
cuda,visformer_small,128,1.0259,1.0206,1.0062
cuda,mobilenetv3_large_100,128,0.9937,1.0554,1.0007
cuda,mobilenetv2_100,128,0.9163,1.0501,0.9897
cuda,tinynet_a,128,0.9157,0.9898,0.9804
cuda,mnasnet_100,128,1.0272,1.0318,0.9553
cuda,fbnetv3_b,128,0.8571,0.9846,0.9359
cuda,gernet_l,128,1.0049,1.0221,0.9314
cuda,repvgg_a2,128,0.9449,0.9972,0.9312
cuda,fbnetc_100,128,1.0161,1.0375,0.9271
cuda,cspdarknet53,64,0.8624,1.0744,0.9267
cuda,mixer_b16_224,128,0.9754,0.9902,0.9032
cuda,spnasnet_100,128,0.9743,0.9848,0.8719
cuda,tnt_s_patch16_224,128,1.2989,1.5934,0.0
cuda,hrnet_w18,128,1.2504,1.3233,0.0
cuda,dla102,128,1.253,1.2987,0.0
cuda,ecaresnet101d,128,1.1944,1.2603,0.0
cuda,res2net50_14w_8s,128,1.167,1.2401,0.0
cuda,convit_base,64,1.1485,1.2063,0.0
cuda,resnest101e,64,1.1254,1.2022,0.0
cuda,botnet26t_256,128,1.1524,1.1908,0.0
cuda,res2net101_26w_4s,128,1.1029,1.1722,0.0
cuda,sebotnet33ts_256,128,1.0637,1.1712,0.0
cuda,eca_botnext26ts_256,128,1.019,1.1664,0.0
cuda,eca_halonext26ts,128,1.0172,1.1587,0.0
cuda,densenet121,128,1.1018,1.1555,0.0
cuda,gluon_senet154,64,1.1532,1.1492,0.0
cuda,volo_d1_224,128,1.071,1.1437,0.0
cuda,swsl_resnext101_32x16d,32,1.0946,1.1087,0.0
cuda,nasnetalarge,16,1.0902,1.104,0.0
cuda,twins_pcpvt_base,128,1.1182,1.1024,0.0
cuda,mobilevit_s,128,1.0591,1.0906,0.0
cuda,pnasnet5large,16,1.0824,1.0883,0.0
cuda,coat_lite_mini,128,1.0459,1.0758,0.0
cuda,pit_b_224,64,1.0416,1.0624,0.0
cuda,convmixer_768_32,64,1.0202,1.0429,0.0
cuda,tf_efficientnet_b0,128,0.9626,1.0392,0.0
cuda,crossvit_9_240,64,1.0235,1.0373,0.0
cuda,gluon_xception65,32,1.0672,1.0341,0.0
cuda,tf_mixnet_l,128,0.9821,1.0291,0.0
cuda,mixnet_l,128,0.9828,1.0249,0.0
cuda,deit_base_distilled_patch16_224,128,1.0362,1.0219,0.0
cuda,dpn107,64,1.016,1.0071,0.0
cuda,ghostnet_100,128,1.206,0.9998,0.0
cuda,jx_nest_base,64,1.1357,0.9997,0.0
cuda,swin_base_patch4_window7_224,64,1.0664,0.9996,0.0
cuda,cait_m36_384,4,0.9962,0.9853,0.0
cuda,vit_base_patch16_224,128,0.99,0.9825,0.0
cuda,beit_base_patch16_224,128,0.9716,0.9623,0.0
cuda,resmlp_12_224,128,1.1982,0.0,0.0
cuda,levit_128,128,1.1517,0.0,0.0
cuda,poolformer_m36,64,1.0469,0.0,0.0
cuda,xcit_large_24_p8_224,11,1.0238,0.0,0.0
cuda,convnext_base,64,0.987,0.0,0.0
cuda,legacy_senet154,0,0.0,0.0,0.0
