dev,name,batch_size,ts_nvfuser,aot_nvfuser,inductor_cudagraphs
cuda,BERT_pytorch,16,0.0,1.6986,1.8443
cuda,Background_Matting,4,1.1492,1.155,1.1324
cuda,LearningToPaint,96,1.2453,1.2943,1.1881
cuda,Super_SloMo,0,0.0,0.0,0.0
cuda,alexnet,128,0.9953,0.9976,1.0665
cuda,attention_is_all_you_need_pytorch,256,1.0314,1.01,0.9638
cuda,dcgan,32,1.0695,1.1187,1.8298
cuda,demucs,4,1.0002,1.0001,0.0
cuda,densenet121,4,1.0693,1.4463,4.3759
cuda,detectron2_maskrcnn,0,0.0,0.0,0.0
cuda,dlrm,0,0.0,0.0,0.0
cuda,drq,1,1.0753,1.0917,2.5365
cuda,fambench_xlmr,0,0.0,0.0,0.0
cuda,fastNLP_Bert,6,1.2973,0.0,0.0
cuda,hf_Albert,8,1.4616,1.4503,1.4786
cuda,hf_Bart,4,1.0631,1.0707,0.0
cuda,hf_Bert,4,1.1337,1.1079,1.1569
cuda,hf_BigBird,2,0.9828,0.8514,0.0
cuda,hf_DistilBert,8,1.0072,0.9615,0.0
cuda,hf_GPT2,4,1.4487,1.2737,0.0
cuda,hf_Longformer,2,1.128,1.0328,0.0
cuda,hf_Reformer,0,0.0,0.0,0.0
cuda,hf_T5,8,0.0,0.8978,0.0
cuda,maml,0,0.0,0.0,0.0
cuda,maml_omniglot,1,1.0341,1.0863,2.7197
cuda,mnasnet1_0,32,1.2857,1.386,1.3092
cuda,mobilenet_v2,96,1.0539,1.3878,1.317
cuda,mobilenet_v2_quantized_qat,96,1.4727,1.7544,0.0
cuda,mobilenet_v3_large,32,1.1816,1.4474,1.8206
cuda,moco,32,1.0954,0.9988,0.0
cuda,nvidia_deeprecommender,256,0.9999,0.9631,0.741
cuda,opacus_cifar10,0,0.0,0.0,0.0
cuda,pyhpc_equation_of_state,0,0.0,0.0,0.0
cuda,pyhpc_isoneutral_mixing,0,0.0,0.0,0.0
cuda,pyhpc_turbulent_kinetic_energy,0,0.0,0.0,0.0
cuda,pytorch_CycleGAN_and_pix2pix,1,1.1937,1.3156,1.6833
cuda,pytorch_stargan,16,1.0921,1.108,1.2136
cuda,pytorch_struct,200,1.0132,1.0764,0.0
cuda,pytorch_unet,1,1.1811,1.2066,1.2938
cuda,resnet18,16,1.1275,1.3897,1.678
cuda,resnet50,32,1.26,1.2918,1.1396
cuda,resnet50_quantized_qat,32,1.3409,1.6336,0.0
cuda,resnext50_32x4d,8,1.0991,1.374,1.7607
cuda,shufflenet_v2_x1_0,128,1.3432,1.3968,1.55
cuda,soft_actor_critic,256,1.0273,0.9598,1.4315
cuda,speech_transformer,32,1.098,1.0236,0.0
cuda,squeezenet1_1,32,1.0823,1.1422,1.6482
cuda,tacotron2,0,0.0,0.0,0.0
cuda,timm_efficientdet,1,0.1196,1.3732,0.0
cuda,timm_efficientnet,32,1.1178,1.4405,1.4519
cuda,timm_nfnet,128,0.6883,0.9988,1.4194
cuda,timm_regnet,32,1.1934,1.4693,1.4948
cuda,timm_resnest,32,1.2716,1.2977,1.4821
cuda,timm_vision_transformer,8,1.0597,1.3377,2.2736
cuda,timm_vovnet,32,1.1756,1.1915,1.1476
cuda,tts_angular,64,0.9911,0.9934,0.0
cuda,vgg16,64,0.9993,0.997,1.1299
cuda,vision_maskrcnn,4,0.0,0.9701,0.0
cuda,yolov3,16,0.9969,0.9964,0.0
