dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function
cuda,BERT_pytorch,16,1.750748,4.267080
cuda,Background_Matting,4,0.835612,2.904525
cuda,LearningToPaint,96,0.536778,0.802593
cuda,Super_SloMo,6,0.996372,2.544748
cuda,alexnet,128,0.343434,0.246063
cuda,attention_is_all_you_need_pytorch,256,1.502647,4.531923
cuda,dcgan,32,0.334577,0.178030
cuda,demucs,4,0.590730
cuda,densenet121,4,1.950473,7.676567
cuda,dlrm,2048,0.578695,0.282252
cuda,drq,1,0.397935,0.256111
cuda,hf_Albert,8,1.316941,3.759390
cuda,hf_Bart,4,1.742828,4.406952
cuda,hf_DistilBert,8,0.762791,1.694840
cuda,hf_T5,8,2.348152,5.439909
cuda,mnasnet1_0,32,0.792050,2.105792
cuda,mobilenet_v2,96,0.816429,1.868214
cuda,mobilenet_v2_quantized_qat,96,3.821055,9.235351
cuda,mobilenet_v3_large,32,0.885148,2.328220
cuda,moco,32,1.834039,0.033445
cuda,nvidia_deeprecommender,256,0.347865,0.100929
cuda,pytorch_CycleGAN_and_pix2pix,1,0.528417,1.617821
cuda,pytorch_stargan,16,0.550786,1.423439
cuda,pytorch_struct,200,0.408555,0.393693
cuda,pytorch_unet,1,0.579991,0.912471
cuda,resnet18,16,0.519777,0.814378
cuda,resnet50,32,0.856682,2.340816
cuda,resnet50_quantized_qat,32,3.332000,8.712161
cuda,resnext50_32x4d,8,0.856906,2.342053
cuda,shufflenet_v2_x1_0,128,0.949221,2.604026
cuda,soft_actor_critic,256,0.292772,0.089210
cuda,squeezenet1_1,32,0.461993,0.842598
cuda,tacotron2,64,12.780521,6.260905
cuda,timm_efficientdet,1,12.775077,14.498660
cuda,timm_efficientnet,32,1.349460,3.310940
cuda,timm_nfnet,128,1.998674,4.246447
cuda,timm_regnet,32,1.766512,4.259157
cuda,timm_resnest,32,0.586221,1.324784
cuda,timm_vision_transformer,8,0.983685,2.529909
cuda,timm_vovnet,32,0.995573,1.811356
cuda,tts_angular,64,0.458815,0.043075
cuda,vgg16,64,0.386951,0.496598
cuda,yolov3,16,5.940498,4.420302
