,Compiler,torchbench,huggingface,timm_models
eager,eager,"96%, 54/56","100%, 46/46","100%, 61/61"
aot_eager,aot_eager,"93%, 52/56","100%, 46/46","100%, 61/61"
aot_cudagraphs,aot_cudagraphs,"75%, 42/56","35%, 16/46","46%, 28/61"
nvprims_nvfuser,nvprims_nvfuser,"75%, 42/56","61%, 28/46","67%, 41/61"
inductor,inductor,"86%, 48/56","85%, 39/46","95%, 58/61"
inductor_no_cudagraphs,inductor_no_cudagraphs,"89%, 50/56","93%, 43/46","95%, 58/61"
