dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.090028,5.847377,2.725312,7.553592,2.765097,1.238080,0.249102,8.164790,4.527070
cuda,Background_Matting,4,1.477132,4.950399,2.181974,8.671127,4.467041,1.979923,0.190377,5.975632
cuda,LearningToPaint,96,0.607965,2.480130,0.844565,3.280993,0.963658,0.471329,0.065232,1.675827
cuda,Super_SloMo,6,1.822057,7.439162,2.725641,10.275850,5.272857,2.202956,0.114944,5.637316
cuda,alexnet,128,0.098397,1.469506,0.198369,2.757276,0.706445,0.365780,0.012339,1.490896
cuda,attention_is_all_you_need_pytorch,256,1.896918,21.257717,2.755563,23.268554,3.408429,1.434120,0.289130,9.012483,5.162788
cuda,dcgan,32,0.125186,1.896272,0.158785,2.474555,0.160055,0.077083,0.010768,2.579622,0.743176
cuda,demucs,4,0.224935
cuda,densenet121,4,3.523699,13.594809,7.461317,20.103084,11.532146,3.832433,0.543679,14.175865
cuda,dlrm,1024,0.205718,1.050551,0.149484,1.962262,0.330205,0.101455,0.013570,1.067950
cuda,drq,1,0.199169,1.735371,0.117470,2.703455,0.111100,0.058985,0.012596,1.092317
cuda,fastNLP_Bert,6,2.183219,8.044131,2.035786,11.370367,3.099444,1.304004,0.238678,4.246216,5.448894
cuda,functorch_dp_cifar10,64,0.317488,3.334118,1.178780,6.048660,2.259071,0.660307,0.059781,5.456574,3.932289
cuda,hf_Albert,8,1.751917,3.315648,2.400386,6.161617,2.483113,1.021754,0.137467,5.323217,2.648463
cuda,hf_Bart,4,2.471368,8.707235,2.779247,12.803071,4.224289,1.647847,0.332583,3.037021,6.986946
cuda,hf_Bert,4,2.122063,5.716840,1.969496,8.579184,2.870094,1.182519,0.235759,4.915677,0.376341
cuda,hf_DistilBert,8,0.879917,2.943187,0.992358,4.834985,1.259435,0.618643,0.105229,2.926077,2.030584
cuda,hf_GPT2,4,2.197441,4.366567,1.882098,6.822400,2.600198,1.435340,0.205781,4.415685,1.706456
cuda,hf_GPT2_large,4,7.993444,12.300477,6.525467,16.953725,8.747051,3.355618,0.967621,11.412193,1.183060
cuda,hf_Reformer,4,2.252859,7.203281,0.665694,7.970942,1.031200,0.514574,0.045486,3.533804,1.466456
cuda,hf_T5,8,3.157684,6.661140,2.539898,11.248953,3.772307,1.292861,0.264282,5.050967,7.238021
cuda,hf_T5_large,2,16.248773,23.398641,15.189582,35.613528,18.296038,5.092233,2.004050,22.609437,27.840492
cuda,lennard_jones,1000,0.069580,0.955858,0.056642,1.494175,0.043171,0.028233,0.005502,0.598457
cuda,mnasnet1_0,32,1.371232,5.381787,2.341759,7.047146,2.743284,1.294330,0.180338,4.294461,3.111438
cuda,mobilenet_v2,96,1.439369,6.308858,2.572641,7.422014,3.334937,1.412651,0.208495,3.764418
cuda,mobilenet_v2_quantized_qat,96,2.425889,9.668525,4.905990,12.957369,6.319561,2.905778,0.544096,8.341743
cuda,mobilenet_v3_large,32,1.471833,5.933658,2.724489,8.487794,3.218608,1.468482,0.218226,5.356600,31.619912
cuda,nvidia_deeprecommender,256,0.129675,1.050842,0.128104,2.106673,0.098538,0.059839,0.008588,1.189235,0.383345
cuda,pytorch_CycleGAN_and_pix2pix,1,0.550208,2.403870,1.060454,4.418513,1.826298,0.628003,0.064129,3.117246
cuda,pytorch_stargan,16,0.580035,2.109197,0.711645,3.540723,0.992595,0.296891,0.043010,2.177151,19.057516
cuda,pytorch_struct,200,0.214421,1.139592,0.137626,2.421126,0.154302,0.094463,0.017984,1.427998,18.890204
cuda,pytorch_unet,1,0.702735,3.087770,1.128917,4.769737,1.990018,0.738420,0.070929,2.847959
cuda,resnet152,32,4.201686,10.248684,7.744082,13.001104,7.059898,2.696404,0.754487,11.261813,2.449821
cuda,resnet18,16,0.566826,3.082318,0.873328,4.671370,1.618529,0.568755,0.062231,2.491119,2.592451
cuda,resnet50,32,1.452359,4.838890,2.419799,6.504832,2.707413,1.139076,0.179122,4.158513,2.832513
cuda,resnet50_quantized_qat,32,2.284631,7.774227,4.836031,11.186893,5.142341,2.140428,0.485223,8.390114,2.781211
cuda,resnext50_32x4d,8,1.436841,4.138531,2.280764,5.928492,2.310856,1.128286,0.165704,4.144452,2.685952
cuda,shufflenet_v2_x1_0,128,1.625062,6.063213,2.466157,8.337549,3.990221,1.965921,0.258061,4.823187
cuda,soft_actor_critic,256,0.138433,1.537100,0.056219,2.482383,0.050017,0.030928,0.005755,1.006245
cuda,speech_transformer,32,2.492839,8.050776,2.555302,11.856410,3.619658,1.922424,0.262249,6.473619
cuda,squeezenet1_1,32,0.231815,1.904312,0.439853,3.488747,1.156646,0.645124,0.032554,2.034863
cuda,timm_efficientdet,1,12.749189,18.404916,13.693132,29.648874,16.093394,5.131274,1.272557,48.021339,25.308089
cuda,timm_efficientnet,32,2.532088,6.139306,3.002520,9.417835,4.312706,1.766195,0.275475,6.383476,38.866354
cuda,timm_nfnet,128,2.842197,5.328125,3.640022,11.268056,4.928748,1.784977,0.304331,9.992676,0.713858
cuda,timm_regnet,32,3.225633,5.381663,3.820849,7.972141,3.145985,1.825448,0.326346,6.524498,22.200678
cuda,timm_resnest,32,0.812487,4.865216,1.193742,7.896750,3.030860,1.190578,0.091541,44.374120,4.265258
cuda,timm_vision_transformer,8,1.151216,3.877749,1.439735,7.186299,2.373204,1.112854,0.170533,16.987806,4.810275
cuda,timm_vision_transformer_large,8,3.906872,9.470297,5.451020,15.772856,8.024610,3.311608,0.944633,11.878750,11.963441
cuda,timm_vovnet,32,1.842663,4.882809,1.713484,7.625766,3.525694,1.354753,0.135849,4.677583,2.794642
cuda,tts_angular,64,0.095782,0.932022,0.045125,1.463207,0.027711,0.014704,0.001492,0.578188
cuda,vgg16,64,0.151285,1.480872,0.280491,2.782408,0.834565,0.300672,0.020671,1.590365
cuda,yolov3,16,2.495280,8.275287,3.784025,12.167908,6.190157,2.267180,0.312182,7.786179
