dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,2.591490,10.774722,3.702205,15.246198,7.826928,3.521039,0.553551,1.226495,9.889527
cuda,beit_base_patch16_224,64,1.533259,5.747702,1.701405,8.519938,2.696070,1.298449,0.219379,1.325885,2.851002,6.098614
cuda,cait_m36_384,4,4.754874,12.379001,5.993898,22.899701,11.701166,4.932892,1.718940,12.652336,15.235090,29.488822
cuda,coat_lite_mini,128,1.391438,6.204055,3.090012,12.182353,5.017941,1.884916,0.178558,13.945007,41.624173,23.095689
cuda,convit_base,64,1.473763,5.944542,2.157676,11.461211,4.558261,2.231488,0.241326,6.761333,8.869131,14.533644
cuda,convmixer_768_32,32,1.905661,4.445704,2.172945,6.334260,1.842510,1.003224,0.230629,7.605872,11.774264,6.743562
cuda,convnext_base,64,1.945126,8.581365,3.718023,17.949758,7.450038,2.413438,0.405006,21.518516,41.927931,34.732802
cuda,crossvit_9_240,128,2.178972,7.619589,2.812414,13.154643,5.553808,2.502914,0.324969,13.624831,15.682959,22.107153
cuda,deit_base_distilled_patch16_224,64,1.121274,5.004607,1.447590,8.611494,2.865250,1.121473,0.176050,4.327895,5.005417,9.454342
cuda,dla102,128,2.932543,8.323933,3.749172,11.805029,5.871019,2.383587,0.493709,0.962415,8.366405
cuda,dm_nfnet_f0,128,2.742652,9.736642,4.421971,10.605778,5.334479,1.731271,0.269755,1.835556,7.280563,0.893291
cuda,gluon_inception_v3,128,2.639003,10.900681,4.093827,15.370356,7.870260,3.536409,0.558676,1.267686,9.988329
cuda,gluon_xception65,32,3.434233,7.993716,3.660566,11.265178,5.033245,2.002565,0.598240,6.788282,13.915705,5.745869
cuda,gmixer_24_224,128,1.870687,5.874716,2.071725,11.513891,4.806927,1.985508,0.347337,6.787316,11.499799,14.612314
cuda,gmlp_s16_224,128,1.694147,10.072187,2.864855,15.336236,7.348004,2.550036,0.349077,9.548276,16.396750,17.807954
cuda,hrnet_w18,128,9.895405,27.614996,11.389081,40.349090,22.862065,8.507721,4.975390,3.606567,29.290762
cuda,inception_v3,128,2.572557,10.798758,4.049139,15.301829,7.892068,3.550013,0.554423,1.168792,9.873833
cuda,jx_nest_base,32,2.511118,10.848337,4.019595,18.186765,9.110263,3.270124,0.547864,19.884670,32.503695,31.401883
cuda,mixer_b16_224,128,0.839254,5.910949,1.645058,7.757334,2.385728,0.885918,0.132218,5.577712,8.852619,9.133865
cuda,nfnet_l0,128,2.364802,4.992533,2.371419,8.331635,3.125081,1.241329,0.266346,1.488358,7.319741,0.840111
cuda,pit_b_224,64,1.267641,5.509536,2.133660,7.761071,2.786355,1.241593,0.196526,1.550577,1.718525,6.016817
cuda,poolformer_m36,64,2.822723,15.428020,5.851247,22.064095,13.782677,4.246271,0.637768,1.634109,14.346622
cuda,res2net101_26w_4s,64,5.217295,15.001335,6.284884,20.719370,11.559752,4.545398,1.443512,1.831776,14.125283
cuda,res2net50_14w_8s,128,4.547248,13.185884,5.218420,19.925922,10.813056,4.331301,1.185569,1.657738,13.866977
cuda,res2next50,128,2.575445,8.554516,3.323539,12.179146,5.727358,3.042611,0.454182,0.870309,7.960631
cuda,resmlp_12_224,128,0.850460,4.656515,1.091745,9.986533,2.293486,0.912156,0.121807,6.013124,9.903757,12.482965
cuda,resnest101e,64,5.268601,11.778920,4.954651,18.641675,9.063575,3.799674,1.056031,8.546102,17.199797,20.631837
cuda,selecsls42b,128,1.114630,5.127106,1.592765,8.069711,3.607579,1.535448,0.160216,0.568703,5.169566
cuda,swin_base_patch4_window7_224,64,3.963098,14.423407,5.501127,24.320983,12.101751,4.637818,0.551226,24.866241,45.193141,40.465006
cuda,swsl_resnext101_32x16d,32,2.851670,6.423070,3.299769,8.497602,3.599305,1.576982,0.387918,7.364277,12.903520,6.447979
cuda,twins_pcpvt_base,64,3.696224,11.293214,5.286680,17.875163,8.360509,3.377007,0.931041,37.196087,41.811007,49.289722
cuda,visformer_small,128,1.251526,5.900625,2.218738,7.101522,2.625825,0.997156,0.162251,9.191334,12.690625,8.557722
cuda,vit_base_patch16_224,64,1.109528,4.992398,1.458135,8.121354,2.505302,1.090352,0.178538,4.534008,5.196801,9.192068
cuda,volo_d1_224,64,1.939804,9.367321,3.514410,14.494425,6.944154,2.454962,0.381155,7.229133,10.066245,16.007197
cuda,xcit_large_24_p8_224,5,4.588098,18.545862,7.599994,26.749481,15.763882,5.165130,1.429111,14.450609,22.807668,30.569052
