,Compiler,torchbench,huggingface,timm_models
eager,eager,1.00x,1.01x,1.00x
aot_eager,aot_eager,1.01x,1.00x,1.00x
aot_cudagraphs,aot_cudagraphs,1.05x,1.02x,1.00x
nvprims_nvfuser,nvprims_nvfuser,1.04x,0.0x,1.16x
inductor,inductor,1.39x,1.29x,1.23x
inductor_no_cudagraphs,inductor_no_cudagraphs,1.22x,1.21x,1.23x
