dev,name,batch_size,time,memory,graphs
cuda,adv_inception_v3,128,6.9775,15.0433,2
cuda,beit_base_patch16_224,64,4.7675,10.5213,2
cuda,botnet26t_256,128,5.3956,11.4926,2
cuda,cait_m36_384,2,11.8884,9.6342,2
cuda,coat_lite_mini,128,4.8427,11.6359,2
cuda,convit_base,32,4.9746,7.8444,27
cuda,convmixer_768_32,32,5.5966,13.6109,2
cuda,convnext_base,32,5.8820,7.9234,2
cuda,crossvit_9_240,64,5.6281,3.6677,2
cuda,cspdarknet53,64,9.5290,10.4972,2
cuda,deit_base_distilled_patch16_224,64,3.9935,9.6711,2
cuda,densenet121,64,10.0990,8.4880,14
cuda,dla102,64,5.6283,9.2715,2
cuda,dm_nfnet_f0,128,12.5395,14.1474,2
cuda,dpn107,32,20.5646,10.7721,2
cuda,eca_botnext26ts_256,128,5.8907,15.8401,2
cuda,eca_halonext26ts,128,6.0941,15.9545,2
cuda,ecaresnet101d,64,7.6694,11.2794,2
cuda,ese_vovnet19b_dw,128,4.2324,9.7105,2
cuda,fbnetc_100,128,7.6365,6.9664,2
cuda,fbnetv3_b,128,12.7433,10.9923,2
cuda,gernet_l,128,8.2400,8.2190,2
cuda,ghostnet_100,128,6.3129,5.3437,2
cuda,gluon_inception_v3,128,6.9186,15.0433,2
cuda,gluon_senet154,32,13.2367,12.2335,2
cuda,gluon_xception65,32,7.9113,14.5669,2
cuda,gmixer_24_224,64,5.1296,7.6582,2
cuda,gmlp_s16_224,64,4.9215,9.1491,2
cuda,hardcorenas_a,128,4.8332,6.0106,2
cuda,hrnet_w18,128,24.0567,16.5782,2
cuda,inception_v3,128,6.9850,15.0433,2
cuda,jx_nest_base,64,8.2060,19.7422,2
cuda,lcnet_050,128,3.9725,2.1586,2
cuda,legacy_senet154,32,14.2693,13.2130,2
cuda,levit_128,128,8.0110,3.3075,2
cuda,mixer_b16_224,64,3.4509,7.9898,2
cuda,mixnet_l,64,15.6142,7.5497,2
cuda,mnasnet_100,128,6.0566,5.8478,2
cuda,mobilenetv2_100,128,6.0784,10.1997,2
cuda,mobilenetv3_large_100,128,5.9928,5.8218,2
cuda,mobilevit_s,64,7.3640,12.2022,2
cuda,nasnetalarge,16,34.6053,15.4129,2
cuda,nfnet_l0,128,8.8479,11.7358,2
cuda,pit_b_224,64,4.3469,11.6979,2
cuda,pnasnet5large,16,27.1347,17.0393,2
cuda,poolformer_m36,64,8.7008,15.9926,2
cuda,regnety_002,128,6.9191,2.5749,2
cuda,repvgg_a2,128,7.8695,5.2368,2
cuda,res2net101_26w_4s,64,13.2766,11.7873,2
cuda,res2net50_14w_8s,128,10.9269,17.0183,2
cuda,res2next50,128,7.0525,17.3280,2
cuda,resmlp_12_224,128,3.4472,6.9945,2
cuda,resnest101e,32,11.3135,8.1258,2
cuda,resnet18,128,2.8797,3.0306,2
cuda,rexnet_100,128,8.1149,11.9667,2
cuda,sebotnet33ts_256,64,7.1139,10.3424,2
cuda,selecsls42b,128,4.0563,6.8294,2
cuda,spnasnet_100,128,7.5027,6.4392,2
cuda,swin_base_patch4_window7_224,64,13.6461,15.0306,2
cuda,swsl_resnext101_32x16d,32,5.6676,14.0149,2
cuda,tf_efficientnet_b0,128,7.4299,11.6207,2
cuda,tf_mixnet_l,64,19.4124,8.3264,2
cuda,tinynet_a,128,7.9498,9.2476,2
cuda,tnt_s_patch16_224,64,6.9946,9.4608,2
cuda,twins_pcpvt_base,32,9.2649,5.8231,2
cuda,visformer_small,128,4.0658,10.8293,2
cuda,vit_base_patch16_224,64,3.9556,9.5883,2
cuda,volo_d1_224,64,5.8493,9.4615,2
cuda,xcit_large_24_p8_224,5,10.2415,9.2802,2
