dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,13.610734,11.729539,4.285153,2.084193,8.797256,3.247922,1.157528,0.151647,1.327460,8.013609,0.806506
cuda,AlbertForQuestionAnswering,4,14.335703,12.338414,4.369745,2.097662,8.954670,3.277653,1.152372,0.146485,0.927256,7.700771,0.415943
cuda,AllenaiLongformerBase,4,57.630696,48.980703,29.053468,7.967953,34.702498,15.389894,5.265573,0.455966,15.875980,0.656657,29.864918
cuda,BartForCausalLM,4,19.165931,15.747753,7.559825,2.391335,10.590108,3.804710,1.689097,0.314128,2.152159,2.345643,7.687433
cuda,BartForConditionalGeneration,2,48.903009,40.146055,18.488428,7.363438,23.959573,10.590739,5.120973,1.237814,0.597287,1.197953,13.738139
cuda,BertForMaskedLM,16,18.572485,15.077754,6.366307,2.541989,9.090297,3.945604,1.706450,0.310123,1.818420,7.206029,1.441051
cuda,BertForQuestionAnswering,16,18.700510,15.208651,6.437028,2.553486,9.123264,3.954522,1.707033,0.310387,1.354660,6.714064,1.012252
cuda,BlenderbotSmallForCausalLM,64,12.426049,10.233590,4.607407,1.561183,6.838353,2.325142,1.152599,0.192849,2.749305,6.785772,2.519928
cuda,BlenderbotSmallForConditionalGeneration,64,31.306661,25.743941,11.780127,4.397845,15.184494,6.768576,2.852285,0.653484,1.926674,1.831068,9.930907
cuda,CamemBert,16,18.802702,15.226223,6.443207,2.549270,9.216726,3.969044,1.700509,0.310837,0.703628,6.147216,0.335683
cuda,DebertaForMaskedLM,4,31.360935,24.437971,14.585424,3.514447,17.603066,5.065995,2.473189,0.382515,14.712598,0.955141,21.517512
cuda,DebertaForQuestionAnswering,8,31.528860,24.674664,14.899084,3.468912,17.872203,4.996600,2.433107,0.378198,15.825067,1.791141,22.539100
cuda,DebertaV2ForMaskedLM,1,49.728024,36.335706,18.787291,4.995995,21.475588,6.419967,3.403429,0.680167,34.094114,1.497213,42.243826
cuda,DebertaV2ForQuestionAnswering,2,50.062130,36.675520,19.104499,5.882000,22.424184,7.425602,3.906645,0.694309,34.651678,0.577548,44.319691
cuda,DistilBertForMaskedLM,128,10.120191,8.556464,3.931361,1.311782,5.716626,2.055377,0.909570,0.136491,1.379271,4.538536,1.131134
cuda,DistilBertForQuestionAnswering,256,10.266383,8.696715,4.077944,1.295504,6.050086,1.895191,0.921644,0.131286,0.818163,4.148101,0.554873
cuda,DistillGPT2,16,10.168907,8.678590,4.602806,1.358881,6.699692,1.980942,0.860076,0.118291,1.697829,1.879749,5.209538
cuda,ElectraForCausalLM,32,20.694271,17.103978,8.169591,2.604782,13.574078,4.144158,1.778909,0.315701,3.593661,3.004246,11.728310
cuda,ElectraForQuestionAnswering,64,18.570159,15.078400,6.330891,2.578303,11.059296,3.967786,1.704352,0.306619,2.108698,9.535525,1.753859
cuda,GPT2ForSequenceClassification,4,16.427665,13.379174,5.857421,2.882770,8.524183,3.520082,1.581842,0.264364,1.609180,7.268266,1.237840
cuda,LayoutLMForMaskedLM,16,20.542120,16.744128,7.841664,2.625365,10.630492,4.065884,1.732518,0.318151,1.787387,1.845107,7.324329
cuda,LayoutLMForSequenceClassification,16,20.741230,17.011584,8.195967,2.610403,12.579228,4.817245,1.991432,0.308257,5.960302,5.928387,13.075182
cuda,M2M100ForConditionalGeneration,16,45.392433,36.982925,16.242915,6.470957,23.102408,9.132175,4.291143,0.897913,4.132046,11.336510,18.047530
cuda,MBartForCausalLM,4,19.615081,16.198073,7.983858,2.507839,11.285351,3.714041,1.987741,0.337001,2.164157,2.246930,8.089994
cuda,MBartForConditionalGeneration,2,46.907537,38.331231,16.798069,7.506420,22.982358,11.627317,4.403447,1.278182,0.942824,0.618379,14.943135
cuda,MT5ForConditionalGeneration,16,29.569032,24.469990,10.495761,4.138635,16.170577,7.241737,2.444263,0.508634,3.960017,20.048751,13.978843
cuda,MegatronBertForCausalLM,4,36.408994,29.349904,12.219140,5.981538,17.575239,8.514285,3.450830,0.888131,0.822539,12.400719,0.406678
cuda,MegatronBertForQuestionAnswering,8,36.444565,29.385920,12.237024,5.893226,17.045571,8.468917,3.403599,0.873256,1.333762,12.276719,0.645871
cuda,MobileBertForMaskedLM,64,49.224864,40.697390,11.445428,8.163206,25.872777,13.998797,5.594363,3.276604,3.083566,26.068386,1.725461
cuda,MobileBertForQuestionAnswering,128,49.590448,40.974043,11.449468,8.337385,25.863909,13.963988,5.619823,3.355203,2.582016,25.728710,1.007808
cuda,OPTForCausalLM,2,18.923575,15.860667,7.811281,2.653666,10.618930,4.266196,1.811170,0.304720,2.169085,2.715056,7.745457
cuda,PLBartForCausalLM,8,12.033950,10.283172,5.628737,1.259499,7.664697,2.028900,0.891306,0.135100,1.336510,1.524424,4.692856
cuda,PLBartForConditionalGeneration,4,24.933873,20.693762,9.516673,3.562502,13.028064,5.152748,2.259010,0.444694,2.619261,2.755089,9.852067
cuda,PegasusForCausalLM,32,18.934841,15.617638,7.429970,2.639811,10.858991,3.689407,1.729619,0.333843,2.636217,2.473647,8.827025
cuda,PegasusForConditionalGeneration,32,36.228354,31.897936,12.170272,5.490260,19.927698,8.386715,3.819155,0.857604,2.037614,0.631518,15.543151
cuda,RobertaForCausalLM,16,19.428666,15.910402,7.101127,2.571903,9.621587,4.015452,1.730016,0.308636,0.703288,0.718365,5.916246
cuda,RobertaForQuestionAnswering,16,18.570683,15.078052,6.340155,2.550676,8.693213,3.930150,1.693583,0.306982,0.378771,5.401779
cuda,Speech2Text2ForCausalLM,256,11.694889,9.958484,5.946883,1.094281,8.304478,1.727638,0.878831,0.132713,1.458599,1.344868,4.971138
cuda,T5ForConditionalGeneration,4,21.308684,17.713465,8.254466,3.006153,12.229680,4.763338,1.739436,0.324200,3.050054,6.474094,10.169464
cuda,T5Small,4,21.116129,17.549923,8.179983,3.015439,12.120702,4.762403,1.740041,0.321986,3.024148,6.447862,10.115950
cuda,TrOCRForCausalLM,32,19.033915,15.638984,7.465497,2.349289,10.521688,3.523656,1.688025,0.314944,1.288198,1.359383,6.807754
cuda,XGLMForCausalLM,8,39.140269,32.480033,14.178492,5.866525,20.919450,8.913976,3.620715,0.908166,3.986492,32.086417,16.845528
cuda,XLNetLMHeadModel,8,50.800074,43.295557,19.783226,9.103967,24.767146,13.538097,3.903659,0.871335,8.009660,14.424773
cuda,YituTechConvBert,16,29.444953,24.175164,10.322243,4.651346,15.355380,6.061213,2.576702,0.532087,6.129821,8.017073,16.002790
