dev,name,batch_size,speedup,start_latency,peak_memory
cuda,adv_inception_v3,128,0.9993,1.5184,7.4377
cuda,beit_base_patch16_224,64,0.9997,1.5270,8.0304
cuda,botnet26t_256,128,0.9504,1.4278,6.5217
cuda,cait_m36_384,2,1.0008,3.3432,8.0413
cuda,coat_lite_mini,128,0.9995,1.5081,7.0991
cuda,convit_base,32,0.9894,2.3022,6.3527
cuda,convmixer_768_32,32,0.9997,1.7325,6.9720
cuda,convnext_base,32,1.0015,1.5817,5.1093
cuda,crossvit_9_240,64,1.0035,1.5110,3.1842
cuda,cspdarknet53,64,0.8319,2.1456,5.6642
cuda,deit_base_distilled_patch16_224,64,0.9995,1.2374,7.6514
cuda,densenet121,64,0.9899,3.2769,4.4762
cuda,dla102,64,0.9993,1.4757,5.3789
cuda,dm_nfnet_f0,128,0.9995,2.3239,7.7262
cuda,dpn107,32,0.8171,3.6767,6.1943
cuda,eca_botnext26ts_256,64,0.9153,1.3732,4.3979
cuda,eca_halonext26ts,64,0.9180,1.4521,4.4066
cuda,ese_vovnet19b_dw,128,0.9069,1.1025,5.2823
cuda,fbnetc_100,128,0.8235,1.8954,3.7517
cuda,fbnetv3_b,128,0.8059,3.1560,5.8102
cuda,gernet_l,128,0.8440,1.8350,4.6214
cuda,ghostnet_100,128,1.0022,1.9985,2.9306
cuda,gluon_inception_v3,128,0.9995,1.5331,7.4377
cuda,gluon_xception65,32,0.9989,1.5265,7.3145
cuda,gmixer_24_224,64,0.9986,1.4275,4.6461
cuda,gmlp_s16_224,64,0.9989,1.3669,6.1801
cuda,hrnet_w18,2,1.0043,4.6631,0.3863
cuda,inception_v3,128,0.9995,1.5077,7.4377
cuda,jx_nest_base,32,0.9992,2.1459,8.8201
cuda,lcnet_050,128,0.8637,0.9865,1.2885
cuda,mixer_b16_224,64,0.9993,0.9474,5.0824
cuda,mixnet_l,64,0.8860,5.2972,3.9585
cuda,mnasnet_100,128,0.8447,1.5045,3.1759
cuda,mobilenetv2_100,128,0.8397,1.4972,5.3401
cuda,mobilenetv3_large_100,128,0.8620,1.4972,3.1807
cuda,mobilevit_s,32,0.9141,1.6187,3.5753
cuda,nfnet_l0,64,1.0058,1.6959,3.3424
cuda,pit_b_224,64,0.9996,1.4684,10.7894
cuda,pnasnet5large,16,1.0047,4.0817,10.0043
cuda,poolformer_m36,64,0.9995,2.0572,10.7585
cuda,regnety_002,128,0.9763,1.4717,1.4935
cuda,repvgg_a2,128,0.8164,1.7835,3.0873
cuda,res2net101_26w_4s,64,1.0015,2.3223,5.9703
cuda,res2net50_14w_8s,2,0.9997,1.9900,0.4236
cuda,res2next50,2,1.0028,1.2115,0.4213
cuda,resmlp_12_224,128,0.9994,0.9062,4.3859
cuda,resnest101e,32,1.0018,2.6821,4.6859
cuda,resnet18,128,0.9993,0.5813,1.9207
cuda,rexnet_100,128,0.9286,1.7893,6.2404
cuda,sebotnet33ts_256,64,0.9199,1.6502,7.0820
cuda,selecsls42b,128,0.9994,0.7935,3.6258
cuda,spnasnet_100,128,0.8112,1.8159,3.4740
cuda,swin_base_patch4_window7_224,64,1.0000,3.1253,10.5962
cuda,swsl_resnext101_32x16d,32,0.9992,1.5194,8.6530
cuda,tf_efficientnet_b0,128,0.8868,1.8159,6.0296
cuda,tf_mixnet_l,64,0.8911,5.6175,4.3266
cuda,tinynet_a,128,0.8313,1.9499,5.0126
cuda,tnt_s_patch16_224,64,0.9994,2.2215,7.1548
cuda,twins_pcpvt_base,32,1.0054,2.7107,4.0947
cuda,visformer_small,128,0.9994,1.1171,6.9635
cuda,vit_base_patch16_224,64,0.9996,1.2253,7.5757
cuda,volo_d1_224,64,0.9992,1.7610,7.4762
cuda,xcit_large_24_p8_224,5,1.0004,2.9377,6.7489
