dev,name,batch_size,speedup,start_latency,peak_memory
cuda,AlbertForMaskedLM,2,0.8063,7.0625,15.0933
cuda,AlbertForQuestionAnswering,2,0.8060,7.0623,14.7520
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,2,0.9673,6.3924,8.2907
cuda,BartForConditionalGeneration,1,0.8071,17.4436,11.6628
cuda,BertForMaskedLM,64,0.9596,7.0765,9.4786
cuda,BertForQuestionAnswering,64,0.9761,6.8162,5.9072
cuda,BigBird,1,0.7960,13.4841,3.8227
cuda,BlenderbotSmallForCausalLM,64,0.9281,4.4206,9.5588
cuda,BlenderbotSmallForConditionalGeneration,32,0.8813,11.2013,7.9601
cuda,CamemBert,1,0.8150,6.6189,2.4484
cuda,DebertaForMaskedLM,4,0.7262,10.4308,5.0325
cuda,DebertaForQuestionAnswering,4,0.7295,10.3873,3.4329
cuda,DistilBertForMaskedLM,16,0.8236,3.3390,2.3488
cuda,DistilBertForQuestionAnswering,32,0.8264,3.4059,2.0270
cuda,DistillGPT2,1,0.8457,3.1523,2.1093
cuda,ElectraForCausalLM,1,0.8184,6.6899,0.5503
cuda,ElectraForQuestionAnswering,64,0.9873,7.0588,10.9104
cuda,GPT2ForSequenceClassification,4,0.9801,6.6785,10.2076
cuda,LayoutLMForMaskedLM,16,0.9729,7.2093,12.6693
cuda,LayoutLMForSequenceClassification,16,0.9831,7.0528,9.5939
cuda,M2M100ForConditionalGeneration,2,0.8956,14.5092,7.6706
cuda,MBartForCausalLM,16,0.9260,6.3392,6.1852
cuda,MBartForConditionalGeneration,8,0.8062,17.2115,8.5003
cuda,MT5ForConditionalGeneration,2,0.8511,14.5384,5.8591
cuda,MegatronBertForCausalLM,2,0.8251,13.7070,5.3641
cuda,MegatronBertForQuestionAnswering,8,0.8282,13.6488,6.0264
cuda,MobileBertForMaskedLM,16,0.7872,34.5475,2.3114
cuda,MobileBertForQuestionAnswering,32,0.8242,35.0513,2.2163
cuda,OPTForCausalLM,4,0.7936,6.6676,2.6487
cuda,PLBartForCausalLM,16,0.9320,3.2924,3.2235
cuda,PLBartForConditionalGeneration,8,0.8011,8.4750,3.7133
cuda,PegasusForCausalLM,8,0.7809,6.4300,4.0212
cuda,PegasusForConditionalGeneration,4,0.8005,16.2698,6.6061
cuda,RobertaForCausalLM,4,0.8099,6.7077,2.1998
cuda,RobertaForQuestionAnswering,64,0.9747,6.9663,5.9073
cuda,Speech2Text2ForCausalLM,64,0.7769,3.2525,2.1761
cuda,T5ForConditionalGeneration,4,0.9344,9.8533,8.8818
cuda,T5Small,1,0.8714,9.5539,2.8473
cuda,TrOCRForCausalLM,8,0.8157,6.1773,4.8680
cuda,XGLMForCausalLM,1,0.7594,13.3804,9.1347
cuda,XLNetLMHeadModel,4,0.9704,22.2237,11.5726
cuda,YituTechConvBert,1,0.8199,10.8617,2.3080
