dev,name,batch_size,speedup,start_latency,peak_memory
cuda,adv_inception_v3,128,0.9946,7.5598,8.4945
cuda,beit_base_patch16_224,64,0.9808,6.2536,8.5955
cuda,botnet26t_256,128,0.9454,4.1519,7.4459
cuda,cait_m36_384,2,0.8144,21.3630,9.1838
cuda,coat_lite_mini,128,0.9950,6.2473,7.9807
cuda,convit_base,32,0.9857,10.2979,6.5621
cuda,convmixer_768_32,32,0.9981,6.1416,7.1028
cuda,convnext_base,32,0.9265,7.9588,5.6813
cuda,crossvit_9_240,64,0.9444,8.4657,3.6223
cuda,cspdarknet53,64,0.8228,6.4109,6.6450
cuda,deit_base_distilled_patch16_224,64,0.9948,4.8448,8.1700
cuda,densenet121,64,0.8811,12.3888,4.4886
cuda,dla102,64,0.9916,8.1789,5.5488
cuda,dm_nfnet_f0,128,0.9957,7.8571,8.3640
cuda,dpn107,32,0.8064,12.5213,6.8120
cuda,eca_botnext26ts_256,64,0.7672,4.5774,5.6612
cuda,eca_halonext26ts,64,0.7727,4.8052,5.6381
cuda,ese_vovnet19b_dw,128,0.9021,3.0864,6.0866
cuda,fbnetc_100,128,0.8184,5.5693,4.3266
cuda,fbnetv3_b,128,0.7848,9.4397,7.3175
cuda,gernet_l,128,0.8340,5.3457,5.3468
cuda,ghostnet_100,128,0.9827,7.8664,3.2839
cuda,gluon_inception_v3,128,0.9941,7.4932,8.4945
cuda,gluon_xception65,32,0.9789,9.2267,8.1990
cuda,gmixer_24_224,64,0.8850,8.0591,4.8632
cuda,gmlp_s16_224,64,0.9857,7.3762,6.3855
cuda,hrnet_w18,2,0.9332,28.5930,0.4564
cuda,inception_v3,128,0.9942,7.4789,8.4945
cuda,jx_nest_base,32,0.9704,10.6862,9.8688
cuda,lcnet_050,128,0.8385,2.6654,1.6204
cuda,mixer_b16_224,64,0.9938,3.6941,5.4046
cuda,mixnet_l,64,0.8020,13.0074,4.6405
cuda,mnasnet_100,128,0.8364,4.4680,3.5702
cuda,mobilenetv2_100,128,0.8292,4.3678,6.9145
cuda,mobilenetv3_large_100,128,0.8408,4.8308,3.6911
cuda,mobilevit_s,32,0.7410,6.7777,4.6346
cuda,nfnet_l0,64,0.8300,7.7279,4.0727
cuda,pit_b_224,64,0.9961,5.6639,13.4364
cuda,pnasnet5large,16,1.0202,23.4517,10.6719
cuda,poolformer_m36,64,0.9984,8.6389,11.3957
cuda,regnety_002,128,0.9105,5.3430,1.8023
cuda,repvgg_a2,128,0.8079,4.7461,3.8971
cuda,res2net101_26w_4s,64,0.9686,14.6496,6.4960
cuda,res2net50_14w_8s,2,0.9079,12.9143,0.5026
cuda,res2next50,2,0.9129,6.7974,0.4984
cuda,resmlp_12_224,128,0.9953,3.4749,4.5376
cuda,resnest101e,32,0.9556,15.6680,5.2554
cuda,resnet18,128,0.9936,1.6574,2.3993
cuda,rexnet_100,128,0.8205,6.5374,7.8694
cuda,sebotnet33ts_256,64,0.8013,5.6791,9.8376
cuda,selecsls42b,128,0.9934,3.2695,3.9622
cuda,spnasnet_100,128,0.7996,5.5119,3.8657
cuda,swin_base_patch4_window7_224,64,0.9625,14.3799,11.4794
cuda,swsl_resnext101_32x16d,32,0.9830,7.9773,9.9294
cuda,tf_efficientnet_b0,128,0.7519,6.5597,7.7671
cuda,tf_mixnet_l,64,0.8151,13.3193,5.0068
cuda,tinynet_a,128,0.7119,7.5556,6.2989
cuda,tnt_s_patch16_224,64,0.9916,12.2151,7.3626
cuda,twins_pcpvt_base,32,0.8841,16.1759,4.5083
cuda,visformer_small,128,0.9995,4.5527,7.4562
cuda,vit_base_patch16_224,64,0.9956,4.9901,8.0929
cuda,volo_d1_224,64,0.9951,8.5014,7.8636
cuda,xcit_large_24_p8_224,5,0.8262,18.9834,7.5912
