dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,1.299924,12.810250,4.539738,1.714984,7.650192,5.580505,1.402915,0.194513,10.990817,15.950949
cuda,Background_Matting,4,0.511059,9.419713,3.280286,1.222182,6.108358,3.950250,1.686472,0.143547,0.000008,4.138922
cuda,LearningToPaint,96,0.274510,3.556293,1.275110,0.538620,1.800166,1.048659,0.440899,0.064088,30.831729,31.935056
cuda,alexnet,128,0.163049,0.991168,0.542336,0.130338,0.760885,0.441383,0.181984,0.014661,15.649738,16.006551
cuda,attention_is_all_you_need_pytorch,256,1.022148,12.200471,3.996501,1.789805,6.803314,4.536233,1.531168,0.232498,28.080549,32.805188
cuda,dcgan,32,0.151858,0.751543,0.306710,0.115305,0.366853,0.182835,0.067852,0.013360,9.362347,9.545615
cuda,densenet121,4,1.257279,29.731242,11.328677,2.995189,17.592176,12.463202,3.532026,0.360650,0.000006,9.527645
cuda,fastNLP_Bert,6,1.362852,11.061935,3.713140,1.560037,6.185906,3.787055,1.806954,0.197807,21.746091,25.899668
cuda,functorch_dp_cifar10,64,0.282716,4.361202,1.738087,0.586063,2.907974,2.005439,0.582597,0.063466,30.184244,31.986212
cuda,hf_Albert,8,1.054019,8.603580,2.191806,1.327264,3.943198,2.595259,0.977237,0.135650,28.419001,31.830075
cuda,hf_Bart,4,1.344171,13.959688,3.834459,1.873569,7.122836,4.660088,1.602502,0.230223,43.560120,48.872900
cuda,hf_Bert,4,1.211417,10.587555,3.371643,1.516897,5.198551,3.131413,1.238327,0.183702,8.940152,12.400213
cuda,hf_BigBird,2,6.538780,31.373486,12.957910,2.700634,12.465410,8.293812,3.570521,0.332906,21.173066,23.595285
cuda,hf_GPT2,4,1.259284,9.374805,3.053359,1.315683,4.690870,2.758189,1.426185,0.168746,6.703548,9.758432
cuda,hf_T5,8,1.923437,13.156582,3.988021,1.528229,5.918894,3.915973,1.247816,0.216540,27.491325,31.087367
cuda,lennard_jones,1000,0.144047,0.382286,0.130497,0.053511,0.173075,0.067139,0.033826,0.006174,2.334347,2.435016
cuda,mnasnet1_0,32,0.453423,9.738859,3.736692,1.277380,5.098018,3.245460,1.224281,0.163542,76.238602,78.980154
cuda,mobilenet_v2,96,0.460029,10.496374,4.444318,1.618111,5.485667,3.512781,1.331282,0.169546,55.588184,58.345884
cuda,mobilenet_v3_large,32,0.519088,10.489788,4.181377,1.586992,5.993842,3.572425,1.675200,0.183722,65.380415,68.881851
cuda,nvidia_deeprecommender,256,0.156197,0.496146,0.172951,0.081791,0.268569,0.124509,0.052664,0.008836,6.661160,6.845235
cuda,pytorch_CycleGAN_and_pix2pix,1,0.292200,4.624039,1.422772,0.590516,2.653059,1.701412,0.705650,0.071187,10.630892,12.498225
cuda,pytorch_stargan,16,0.267874,3.513723,0.943369,0.448873,1.260890,0.793801,0.272676,0.050141,32.848711,33.655236
cuda,pytorch_struct,200,0.193248,1.119509,0.432640,0.146516,0.580459,0.339405,0.109089,0.020360,18.861781,19.168491
cuda,pytorch_unet,1,0.288735,4.160477,1.697216,0.547414,2.572109,1.691960,0.550856,0.063758,19.559905,21.023287
cuda,resnet18,16,0.270357,4.082759,1.816796,0.544634,2.397175,1.547955,0.545999,0.061271,23.602316,24.764209
cuda,resnet50,32,0.503305,9.361984,3.176507,1.190004,4.474002,2.659173,1.092798,0.150134,31.261937,33.846748
cuda,resnext50_32x4d,8,0.509657,9.052753,2.832803,1.115129,4.057656,2.623667,0.949313,0.142417,35.360226,37.797562
cuda,shufflenet_v2_x1_0,128,0.580645,10.967670,4.052519,1.602264,6.404568,4.173350,1.649156,0.182414,0.000005,4.061644
cuda,squeezenet1_1,32,0.241177,2.244348,0.852593,0.229941,1.240566,0.692388,0.343677,0.039641,14.231134,14.865529
cuda,timm_efficientnet,32,1.315653,11.992342,4.299551,1.508769,6.711428,4.387616,1.551852,0.200997,59.064797,63.106236
cuda,timm_nfnet,128,1.518657,16.785652,4.794995,2.075740,7.582101,5.487437,1.401704,0.211281,37.856651,43.237097
cuda,timm_regnet,32,1.684760,13.533644,3.720958,1.781860,5.657521,3.281855,1.748389,0.224415,49.795643,53.664147
cuda,timm_vovnet,32,1.227319,8.399824,3.660947,1.242410,5.654712,3.619817,1.418986,0.123549,0.000005,3.313906
cuda,vgg16,64,0.184165,1.498435,0.686927,0.262389,0.993625,0.597514,0.232140,0.024822,8.060558,8.640996
