dev,name,batch_size,speedup,start_latency,peak_memory
cuda,BERT_pytorch,16,0.8323,7.8913,2.9681
cuda,Background_Matting,4,1.0194,4.5405,6.2335
cuda,LearningToPaint,96,0.9801,1.6636,0.8707
cuda,Super_SloMo,6,0.9970,4.5990,3.8697
cuda,alexnet,128,0.9951,0.7097,1.5979
cuda,attention_is_all_you_need_pytorch,256,0.9162,7.9688,3.8181
cuda,dcgan,32,0.9045,0.5733,0.0727
cuda,demucs,4,0.9988,0.8261,4.5417
cuda,densenet121,4,0.8804,11.1204,0.4251
cuda,dlrm,2048,0.9311,0.9793,5.0293
cuda,drq,1,0.7984,0.7545,0.0622
cuda,fastNLP_Bert,6,0.8983,7.1304,4.6302
cuda,functorch_dp_cifar10,64,0.9045,1.9274,0.2224
cuda,hf_Albert,8,0.9566,6.6409,6.2918
cuda,hf_Bart,4,0.8170,8.4939,5.9212
cuda,hf_Bert,4,0.8328,6.6653,3.9223
cuda,hf_BigBird,2,0.7899,13.4402,5.4075
cuda,hf_DistilBert,8,0.9720,3.3511,3.6191
cuda,hf_GPT2,4,0.9808,6.4288,5.4170
cuda,hf_Longformer,0,0.0000
cuda,hf_Reformer,4,0.9987,2.2019,1.4406
cuda,hf_T5,8,0.9432,10.2866,15.3039
cuda,lennard_jones,1000,0.7595,0.5337,0.0096
cuda,mnasnet1_0,32,0.9823,3.6245,0.9499
cuda,mobilenet_v2,96,0.9873,3.6356,5.2071
cuda,mobilenet_v3_large,32,0.9695,4.0693,0.9919
cuda,moco,32,0.9966,2.3614,2.4100
cuda,nvidia_deeprecommender,256,0.9966,0.5342,3.9916
cuda,pytorch_CycleGAN_and_pix2pix,1,0.8931,2.4460,0.3896
cuda,pytorch_stargan,16,1.0357,2.1422,0.6778
cuda,pytorch_struct,200,0.7097,0.9809,1.3901
cuda,pytorch_unet,1,0.9941,1.8435,2.2842
cuda,resnet18,16,0.9657,1.6754,0.4711
cuda,resnet50,32,0.9835,3.9351,2.0393
cuda,resnext50_32x4d,8,0.9195,3.8850,0.8889
cuda,shufflenet_v2_x1_0,128,0.9882,4.3078,1.9115
cuda,soft_actor_critic,256,0.7406,0.4476,0.0268
cuda,speech_transformer,0,0.0000
cuda,squeezenet1_1,32,0.9211,1.6435,0.5871
cuda,tacotron2,64,0.8213,37.8666,20.6483
cuda,timm_efficientdet,1,0.7351,38.9630,1.1982
cuda,timm_efficientnet,32,0.6813,6.3072,2.0149
cuda,timm_nfnet,128,0.9958,7.5635,8.3684
cuda,timm_regnet,32,0.9242,7.8057,4.3395
cuda,timm_resnest,32,1.0105,2.3719,1.5900
cuda,timm_vision_transformer,8,0.8115,4.4848,0.7651
cuda,timm_vovnet,32,0.5821,3.9694,2.0473
cuda,tts_angular,64,0.9447,0.5859,0.3380
cuda,vgg16,64,0.9979,1.1416,6.4559
cuda,yolov3,16,0.9649,11.5479,5.3918
